,away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result
0,1,1,1,23.446213884501486,21.752424849823743,1.3674747152355813,1.3021284430216915,7,50.0,0.0,8,8,0,20.0,20.0,0.0,0.0,7,50.0,0,0
1,2,3,0,23.701276683284856,22.578496999178434,1.6408452499622912,0.9826481503503006,7,50.0,0.0,10,10,0,20.0,20.0,0.0,0.0,7,50.0,0,0
2,12,12,0,20.0,20.0,0.0,0.0,7,50.0,0.0,6,7,0,22.169594611460482,23.346804006442873,-0.9498676357910845,0.04236901580800012,7,50.0,0,1
3,5,2,0,22.943552805981582,23.43398766201405,0.7756029288448005,-0.8752844265548494,7,50.0,-1.08,7,11,1,21.76035152842034,23.698534425747642,-0.7071210718210519,-0.5313290522700511,7,50.0,0,0
4,6,5,0,21.50249677726379,22.57382435832867,0.05293126455419561,-0.48989213127168585,7,50.0,-0.44000000000000006,9,6,0,23.656193654336448,24.552782500619642,-1.0720003421713133,-0.198719500288,7,50.0,0,0
5,6,4,0,22.525738164730527,22.947837027830477,0.0044364173672502005,-0.3236420294940676,7,50.0,-1.6112000000000004,11,10,0,21.791948023190592,23.782061381047498,-1.216444049827721,-1.5350631205275655,7,50.0,0,0
6,7,11,0,21.458281222736275,23.708827540598115,-1.9322370105983269,-0.9656968574568415,5,0.0,2.3327221866496006,1,3,1,23.121021346627884,22.062797599342748,0.9861185202802405,0.5641980463887701,6,100.0,0,1
7,9,6,0,22.92495492346916,24.592226000495714,-1.1556136673280002,-1.2576002737370509,5,0.0,1.08,3,4,1,23.02059053178442,22.024936288931052,0.341086376404746,0.8437434114895412,5,100.0,0,1
8,12,12,0,19.866666666666667,21.0,-0.6000000000000001,-0.6000000000000001,7,0.0,0.0,8,8,0,20.266666666666666,21.066666666666666,-0.6000000000000001,-0.6000000000000001,7,0.0,0,0
9,11,10,0,20.0,20.16,0.0,-0.2,7,0.0,0.0,3,1,1,23.823637774267855,21.668606546525663,1.6417027544173532,1.4387659504711525,7,100.0,0,1
10,12,10,0,21.100225085219144,24.025649104838,-1.188101165897232,-1.5731552398621769,7,0.0,1.08,4,2,1,23.104842244785267,22.79719012961124,-0.3002275412438795,-0.7181526491136,7,100.0,0,1
11,6,7,1,22.735675689168385,22.544109871820968,-1.2364226478080003,-0.15989410863286757,7,100.0,1.08,5,5,1,22.151997421811032,22.05905948666294,0.008086294982651343,0.030508359647504868,7,100.0,0,1
12,2,1,1,24.32557688608095,21.601551903887195,1.693979772188465,1.9133622035338829,4,100.0,-0.9200000000000002,10,6,0,22.07329727210866,24.67378080039657,-1.6060802189896408,-0.5589756002304,6,0.0,0,0
