,away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result
0,11,11,0,19.850042460961085,23.700618744995765,-1.8183467622400005,-2.0036140880500946,7,50.0,0.56,4,4,0,22.831225046451536,22.531117811016106,0.23606416674428088,-0.17442456393677785,7,50.0,0,0
1,12,9,1,23.353176122172876,21.82371484447831,-0.21106359150680964,0.585325727383442,7,50.0,0.08000000000000007,10,10,0,22.007715078212048,22.16176268349968,-0.13715915975604237,-0.5243605401600001,7,50.0,0,1
2,4,2,0,23.63770635097448,23.098171327352485,-0.620592950199766,0.11331589918689411,7,50.0,-0.9360000000000002,7,8,0,22.009032740721004,23.86206447215952,-0.9397830039011774,-0.4873998112101374,7,50.0,0,1
3,7,3,0,23.880852198795637,22.287881411055224,0.2648132407390542,0.8504934705904107,7,50.0,-1.7302707200000003,10,7,0,22.490724385978904,24.163670297188528,-0.7965756107726263,0.8009115759807378,7,50.0,0,0
4,10,7,0,21.192579508783123,24.330936237750823,-1.8814913128814237,-1.2372604886181011,2,0.0,1.5152,5,1,1,24.748052608956293,21.328829687676837,1.9150889812432998,1.6163125871591606,7,50.0,0,1
5,5,10,1,22.606172062569637,20.929410146799746,-0.06386550784000011,0.4902726721951662,4,100.0,-0.8800000000000001,4,11,1,20.88003396876887,23.16049499599661,-1.0028912704400756,-1.6055920025600001,6,100.0,0,0
6,11,6,0,22.740965020345097,23.130505155334045,-1.6024113556101627,-0.2723618202393445,7,50.0,-0.04799999999999993,12,9,0,21.882540897738302,22.458971875582648,-0.13173941809324646,0.29672631686615425,4,0.0,0,0
7,4,8,1,21.927226192576803,23.289651577727618,-0.7804107592064808,-0.5518264031209419,4,100.0,0.7923174400000002,3,3,1,24.10468175903651,21.03030512884418,1.2803947764723287,1.8518767036365302,3,100.0,0,0
8,9,6,0,20.0,20.0,0.0,0.0,7,50.0,0.0,7,2,0,23.110165080779584,22.79853706188199,-0.10934728065048471,1.4808976809755725,4,0.0,0,1
9,10,4,0,22.46498003716123,23.024894248812885,0.93385383262585,-0.4111486666045754,6,0.0,-1.0646400000000003,8,5,0,21.04358292272606,23.728112955230024,-1.5009318671607674,-0.07223981372045751,7,50.0,0,1
10,11,7,0,21.454063607026498,25.014748990200662,-1.9051930503051389,-1.389808390894481,3,0.0,-0.249728,12,9,0,21.86603271819064,22.527177500466117,-0.3053915344745972,0.037381053492923394,2,0.0,0,0
11,1,8,1,21.781780954061446,23.071721262182095,-0.4243286073651847,-0.2414611224967535,2,100.0,0.4064,5,5,1,21.83486633818085,23.132490364184022,-0.8007454937286139,0.342208149023634,2,100.0,0,0
12,2,10,1,22.984937650055713,21.193528117439797,0.34890759372799995,0.792218137756133,2,100.0,0.52,4,2,1,23.621465397957,22.572162982838925,0.5125221754796123,1.784718144780458,2,50.0,0,1
13,10,6,0,20.333333333333336,21.133333333333333,-0.6000000000000001,-0.6000000000000001,2,0.0,0.0,7,11,0,21.154027175015095,23.428395996797292,-1.2023130163520606,-1.684473602048,2,50.0,0,1
14,9,6,1,22.752772016276076,22.864404124267235,-1.0819290844881302,-0.01788945619147561,2,100.0,1.9255680000000004,5,1,1,25.348442087165036,21.56306375014147,1.9320711849946401,1.6930500697273287,3,100.0,0,1
15,11,4,0,22.121984029728985,23.419915399050307,0.34708306610067996,-0.7289189332836603,2,0.0,0.20732083978240012,7,3,0,23.72374540722921,21.064244103075346,0.824315821177863,1.2815013629092242,2,50.0,0,0
16,4,11,1,21.72322174001208,23.342716797437834,-0.8546774097920005,-0.5618504130816485,4,66.66666666666666,1.08,1,8,1,22.52542476324916,23.157377009745677,0.20683110200259722,-0.18991984896810993,4,100.0,0,0
17,3,1,1,25.27875366973203,21.050451000113178,2.2844637806116044,2.1456569479957124,4,100.0,0.0,11,6,0,20.86666666666667,21.706666666666667,-0.8800000000000001,0.0,4,0.0,0,1
18,3,1,0,24.15633626911896,21.840360800090544,1.2275710244892835,1.1165255583965699,2,66.66666666666666,-1.08,5,10,0,22.937950120044572,21.80482249395184,0.23377451020490647,0.18051156787199996,6,66.66666666666666,0,0
19,12,9,0,21.292826174552516,22.821742000372893,-0.7688508732054478,-0.6443132275796778,6,0.0,0.0,8,6,1,21.69333333333334,21.29866666666667,-0.10400000000000009,0.6000000000000001,2,33.33333333333333,0,1
20,8,3,0,22.978996325783367,21.851395282460278,0.8118505925912435,0.059452656942290294,6,33.33333333333333,-1.5053184000000006,11,6,0,22.00221761302086,23.29152329941379,-0.6143115649531806,1.3545824659296217,6,50.0,0,0
21,9,4,1,22.697587223783188,22.735932319240245,0.877666452880544,0.016864853373071864,6,33.33333333333333,0.16736000000000006,4,2,1,23.747172318365603,22.607730386271143,0.8100177403836899,1.8277745158243666,6,66.66666666666666,0,1
22,8,5,0,22.16789307054468,23.60599229134722,-1.137194917818335,-1.0405963949828911,7,50.0,-0.6022400000000002,10,7,1,21.9632508856212,23.81179919216053,-0.7118467127155849,0.04072926078459016,7,33.33333333333333,0,0
23,5,5,1,22.174314456435745,22.924793833077775,-0.709755934254668,-0.632477115986313,4,66.66666666666666,0.2736,2,2,1,23.037737854692484,22.046184309016915,0.848014192306952,1.6622196126594933,5,75.0,0,1
24,6,3,1,23.283197060626698,20.981116225968222,1.0494804740729948,0.44756212555383224,5,50.0,-0.36000000000000004,4,11,1,22.378577392009664,21.940840104616935,0.15051966953468127,-0.9475788816384,7,75.0,0,0
25,9,4,0,22.118069779026552,22.228745855392194,0.5021331623044352,-0.18650811730154251,5,25.0,-1.3431680000000004,12,9,0,20.914260939642013,22.297393600298314,-0.7154505820637422,-0.37009515720566133,5,0.0,0,0
26,2,1,1,23.97506901529517,21.772288640072436,1.3820568195914267,1.293220446717256,6,75.0,-1.4181324800000001,4,8,0,21.287006477265994,23.52590160779654,-0.4345351183979223,-0.751935879174488,7,75.0,0,0
27,11,6,0,21.10177409041669,23.533218639531036,-1.4655432675905042,-0.8914492519625445,6,33.33333333333333,-0.7600000000000001,9,10,0,22.65036009603566,22.09385799516147,-0.21298039183607484,-0.25559074570240004,6,50.0,0,1
28,10,7,0,21.61060070849696,23.48943935372843,-1.1241544402441113,-0.769477370172468,5,25.0,0.0,8,6,1,21.39466666666667,20.918933333333335,0.11679999999999993,0.6800000000000002,6,50.0,0,0
29,12,9,0,20.831408751713614,22.787914880238652,-0.8150806985643582,-0.9723604656509939,3,0.0,0.8227200000000001,4,8,0,21.679605181812796,23.820721286237234,-0.7476280947183379,-1.0015487033395905,2,60.0,0,1
30,7,5,0,21.739451565148595,23.33983506646222,-1.1678047474037345,-1.1059816927890505,3,50.0,-0.8800000000000001,5,11,0,22.052861913607735,22.40267208369355,-0.27958426437225503,-1.15806310531072,3,60.0,0,0
31,11,6,0,20.54808593900002,23.826574911624828,-1.7724346140724034,-1.3131594015700356,2,25.0,0.0,8,6,0,21.449066666666667,21.73514666666667,-0.5065600000000001,-0.05599999999999994,2,40.0,0,1
32,5,3,1,23.47655764850136,20.934892980774578,1.239584379258396,0.7580497004430659,3,60.0,-1.2129536,2,2,1,23.430190283753987,21.636947447213533,1.2784113538455617,1.9297756901275949,3,80.0,0,1
33,9,4,1,22.644455823221243,21.882996684313756,0.8017065298435482,0.250793506158766,3,40.0,1.3634559447859202,2,1,1,24.180055212236137,22.06783091205795,1.4345763573738046,1.954440055781863,2,80.0,0,1
34,10,7,1,22.28848056679757,23.124884816316076,-0.29932355219528894,-0.015581896137974338,5,40.0,0.28,8,10,1,23.120288076828526,21.341753062795846,0.42961568653114024,0.39552740343808,5,60.0,0,1
35,8,11,0,22.24228953088619,23.072137666954838,-0.08374192783360035,-0.623667411497804,6,50.0,0.9200000000000002,1,1,1,24.344044169788912,21.65426472964636,1.7476610858990438,2.1635520446254906,6,83.33333333333334,0,1
36,3,8,1,22.343684145450236,22.45657702898979,0.06053711410785223,0.0018975242253297386,7,66.66666666666666,0.776,11,6,0,20.638468751200016,24.06125992929986,-1.6505275212560286,0.6836659727436974,7,20.0,0,0
37,2,2,1,23.74415222700319,21.709557957770826,-0.6964743601598129,1.6227290830764496,7,83.33333333333334,0.10559999999999997,12,9,0,20.06512700137089,23.230331904190923,-1.377888372520795,-0.6960761257645292,7,0.0,0,0
38,5,5,1,22.541561252118875,23.27186805316978,-0.5342437979229876,-0.48478535423124036,7,60.0,-0.7200000000000001,4,10,1,22.936230461462824,21.393402450236678,0.5436925492249123,0.5164219227504641,4,66.66666666666666,0,0
39,6,3,0,23.18124611880109,21.747914384619662,0.39166750340671674,0.006439760354452595,7,50.0,0.0,7,6,1,22.159253333333336,21.588117333333336,0.19475199999999998,0.5552000000000001,7,50.0,0,0
40,9,4,0,22.115564658576996,22.506397347451006,0.04136522387483854,-0.3993651950729873,7,33.33333333333333,0.009599999999999942,10,7,0,22.150784453438057,22.939907853052862,-0.2124655169103795,-0.1674165913723279,4,33.33333333333333,0,0
41,9,11,0,21.743831624708953,23.257710133563872,-0.4669935422668803,-0.8989339291982432,6,42.857142857142854,0.9200000000000002,11,6,0,20.860775000960015,23.999007943439892,-1.720422017004823,0.14693277819495798,5,16.666666666666664,0,1
42,12,9,0,20.202101601096714,23.534265523352737,-1.2520645588514867,-1.502310698016636,5,0.0,1.0121600000000002,5,3,1,23.444996895040873,21.54833150769573,0.4051518082835621,0.4252010903273793,5,57.14285714285714,0,1
43,10,7,0,21.720627562750447,23.35192628244229,-0.4394588417562312,-0.7699724135283037,5,28.57142857142857,0.62966528,2,2,1,23.94532178160255,21.51764636621666,1.6981832664611596,2.143820552102076,5,85.71428571428571,0,0
44,6,10,0,21.282317702503594,22.114721960189343,-0.12087392501760003,-0.16504596062007026,5,57.14285714285714,-0.07999999999999996,4,8,1,22.62494731636019,22.315261623191834,0.4015180193802638,-0.2012389626716723,5,71.42857142857143,0,1
45,1,1,1,24.27523533583113,21.273411783717087,1.5056454556731413,1.798128868719235,6,85.71428571428571,-1.3616000000000001,5,5,1,23.0332490016951,21.55082777586916,0.21217171661500778,-0.1262334807810928,5,66.66666666666666,0,0
46,12,9,0,20.695014614210706,24.227412418682192,-1.6016516470811895,-1.801848558413309,1,0.0,1.1312000000000002,5,5,0,22.666599201356078,21.84066222069533,-0.03026262670799379,-0.30098678462487427,1,57.14285714285714,0,1
47,1,1,1,24.020188268664906,21.258729426973673,1.404516364538513,1.638503094975388,2,87.5,-0.4579962103398401,5,3,1,24.1559975160327,21.771998539489918,0.9241214466268498,0.9401608722619035,2,62.5,0,1
48,7,6,0,21.87740266666667,22.170493866666668,-0.8800000000000001,-0.24419840000000004,7,42.857142857142854,0.0,4,8,1,23.249957853088155,22.302209298553468,0.7212144155042111,0.23900882986266217,2,75.0,0,1
49,11,6,1,21.88862000076801,23.999206354751916,-2.017947691257923,-0.9763376136038585,2,28.57142857142857,1.3040000000000003,3,2,0,23.596257425282044,21.61411709297333,1.1585466131689277,1.5150564416816608,2,75.0,0,1
50,10,7,1,21.776502050200357,23.12154102595383,-0.15156707340498493,-0.41597793082264295,2,37.5,-0.9200000000000002,9,11,0,22.195065299767165,23.806168106851096,-1.1191471433585947,-1.326450484248576,2,37.5,0,0
51,7,10,0,21.475854162002875,22.84177756815148,-0.49669914001408005,-0.5320367684960563,2,50.0,0.56,9,4,1,22.6924517268616,22.005117877960807,0.2805078439416102,-0.7395396511494223,7,42.857142857142854,0,1
52,9,6,0,21.341922133333334,21.816395093333334,-0.9040000000000001,-0.39535872000000005,2,37.5,0.0,6,4,1,22.95396138148928,21.654094302368648,0.6244062751532882,-0.19163172091953784,2,50.0,0,1
53,3,8,1,22.679966282470524,21.681767438842776,0.4484296912862818,0.7769715324033688,5,77.77777777777779,0.7088000000000002,7,7,1,21.661201640160286,22.857232820763066,-0.1327823446581144,-0.7339332730978624,5,44.44444444444444,0,1
54,4,3,1,23.404798012826163,21.577598831591935,0.7133340027253734,0.9392971573014799,5,66.66666666666666,-0.07999999999999996,8,10,0,21.2306833296023,23.073422054521185,-0.825629414796845,-0.18686246179962884,5,44.44444444444444,0,0
55,5,5,1,22.983279361084865,21.072529776556266,0.17260496166161,0.375789898633605,6,62.5,0.0,9,6,0,21.193537706666667,21.973116074666667,-0.5162869760000001,0.04416000000000009,3,33.33333333333333,0,1
56,6,4,1,22.883169105191424,21.44327544189492,0.6330921790998709,0.6995250201226306,4,55.55555555555556,0.4080000000000001,11,6,0,21.35089600061441,23.319365083801536,-0.9810700908830869,0.5175462225559664,6,25.0,0,0
57,10,11,0,22.116052239813733,23.284934485480875,-0.7735948338135042,-1.0953177146868758,7,33.33333333333333,0.28,12,9,0,20.156011691368565,24.231929934945757,-1.8414788467306473,-0.9568609006116233,7,0.0,0,0
58,2,2,1,22.997005940225637,21.131293674378664,-0.15717948812785032,1.1268372905351423,7,77.77777777777779,0.8592000000000002,1,1,0,23.376150614931927,21.086983541578938,1.1108024759803106,2.1308416357003925,7,77.77777777777779,0,1
59,6,5,0,22.466623488867896,21.018023821245013,-0.061916030670712024,0.100631918906884,4,55.55555555555556,-0.16159999999999997,3,3,1,23.44383841026093,21.78207906527355,0.9514377258411839,0.9521286978095229,4,70.0,0,1
60,12,9,0,20.444809353094854,24.065543947956606,-1.6813213176649517,-1.673183077384518,2,0.0,1.7511680000000003,1,1,1,23.300920491945543,21.069586833263152,1.2886419807842486,2.104673308560314,2,80.0,0,1
61,4,8,0,22.29397302597642,22.195413951074222,-0.041256246970974575,0.22157722592269502,5,70.0,0.22819942399999987,5,4,1,22.90653528415314,21.114620353515935,0.7596200160981046,0.04669462326436974,4,60.0,0,1
62,7,7,1,22.17896131212823,22.435786256610456,0.07874634127601206,0.2937741242735085,5,50.0,-0.3360000000000001,11,6,0,21.040716800491527,23.25549206704123,-0.9848560727064697,0.21403697804477312,4,22.22222222222222,0,1
63,9,11,1,22.372841791850988,22.9479475883847,-0.41887586705080343,-0.6762541717495008,3,40.0,0.6800000000000002,3,2,0,22.59760475218051,21.505034939502934,0.5014698324281138,1.4120451533453287,3,70.0,0,1
64,8,6,1,21.114830165333334,21.658492859733336,-0.9232000000000002,-0.21302958080000006,6,40.0,0.0,10,10,0,21.50454666368184,23.178737643616948,-0.8605035318374761,-0.3494899694397031,6,40.0,0,0
65,10,10,0,21.163637330945473,22.90299011489356,-0.7973593120112641,-0.888402825469981,7,36.36363636363637,-0.6640000000000001,12,9,0,20.82251414914255,24.252435158365287,-1.9385464619076145,-0.9654887204892988,7,0.0,0,1
66,5,4,1,22.565228227322514,21.131696282812747,0.7064737432798969,0.8076960128784838,7,63.63636363636363,0.15200000000000002,9,11,0,22.09827343348079,23.358358070707762,-1.1410033373996007,-1.2611603873988608,7,36.36363636363637,0,1
67,7,6,1,21.251864132266668,21.28679428778667,-0.5385600000000001,0.029576335359999956,7,45.45454545454545,-0.6000000000000001,1,1,1,23.640736393556434,21.32233613327719,1.630913584627399,2.2837386468482515,7,81.81818181818183,0,1
68,9,7,0,22.076502383035915,22.948629005288364,-0.5370029269791905,-0.36498070058119325,7,45.45454545454545,1.9842165760000003,3,3,1,23.035070728208748,21.62566325221884,0.9611501806729472,0.9617029582476184,7,72.72727272727273,0,1
69,4,8,0,22.075178420781135,21.996331160859377,-0.23300499757677967,-0.022738219261843995,7,63.63636363636363,0.5488000000000002,3,2,1,23.07808380174441,21.404027951602348,1.0011758659424912,1.729636122676263,7,72.72727272727273,0,1
70,7,6,0,20.93482463914667,22.029435430229338,-1.0308480000000002,-0.5763389317120001,7,41.66666666666667,-0.2,12,9,1,21.05801131931404,23.761948126692232,-1.3508371695260917,-0.572390976391439,7,8.333333333333332,0,0
71,9,7,0,21.981201906428733,22.878903204230692,-0.6296023415833525,-0.49198456046495465,7,41.66666666666667,0.6817920000000002,7,5,0,22.173298791094318,21.094419056996013,-0.1194944648744928,0.1592105723001006,7,50.0,0,0
72,10,10,0,21.29090986475638,22.72239209191485,-0.8378874496090114,-0.9107222603759848,7,33.33333333333333,1.2640000000000002,1,1,1,23.912589114845147,20.991202239955086,1.9047308677019195,2.4269909174786015,7,83.33333333333334,0,1
73,11,6,1,21.832573440393222,22.937726986966318,-1.8143581530063384,-0.18788485816517575,7,30.0,1.6042547200000006,3,3,1,22.948056582567,21.620530601775073,0.9689201445383577,0.9693623665980948,7,75.0,0,1
