,away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result,Date,away_team,home_team,month,year
0,7,7,0,18.1851690414703,18.5857967810324,-0.28377085601129,-0.234504604879081,7,50,-0.72,8,8,0,18.1430164641496,20.0266198983304,-1.34851987253232,-0.629871616,7,50,0,1,29,Sao Bernardo,Maringa,10,2014
1,6,3,0,20.2822767115513,19.8530323868722,-0.328430592,0.345763486857115,7,50,0,10,10,0,20,20,0,0,7,50,0,0,30,Brasil Volei Clube,Voleisul/Paqueta,10,2014
2,5,2,0,19.7126323271426,18.8038349023203,0.702875534287481,0.524379320400995,7,50,-1.050496,8,12,0,17.9936716413238,20.4724574213876,-1.65572513208467,-1.36530855499059,7,50,0,0,30,Sesi,America Volei,10,2014
3,6,4,0,18.4407545477951,19.2507898939469,-0.067273232644773,-0.423745865416246,7,50,-0.176,5,10,1,18.801531684848,19.1672329802738,-0.100726515818407,-0.44406483746816,7,50,0,1,30,Minas,Funvic,10,2014
4,5,1,1,20.4780070835557,16.8683919370924,1.9031901499912,2.34892458815289,7,50,0,11,11,0,20,20,0,0,7,50,0,0,31,Sada Cruzeiro,Sao Jose dos Campos,10,2014
5,10,10,0,20.45,20.6,0,-0.4,3,0,0,3,2,1,20.6701058617141,19.4430679218562,0.819503456320796,1.02495154074971,3,100,0,0,2,Voleisul/Paqueta,Sesi,11,2014
6,9,12,0,18.7949373130591,21.2779659371101,-1.14808365758626,-1.72458010566773,3,0,0.1888,1,1,1,21.1324056668445,17.2447135496739,2.27913967052231,2.12089386809657,2,100,0,1,2,America Volei,Sada Cruzeiro,11,2014
7,5,8,1,19.5144131713197,19.9546292519976,-1.50503168,-0.478815898025853,4,100,0.4,8,6,0,19.3107700568659,19.7143369508928,-0.759664786246999,-0.517407314200861,7,50,0,0,2,Maringa,Canoas,11,2014
8,7,4,0,19.0859369715694,20.4006319151575,-0.653818586115818,-0.938996692332997,3,0,0,11,11,0,19.75,20.75,-0.4,-0.4,2,0,0,0,2,Minas,Sao Jose dos Campos,11,2014
9,3,10,1,20.0412253478784,19.6671197175523,-0.500656063285822,0.519418787345274,3,100,0.76,6,3,1,20.8258213692411,20.3324259094977,0.676610789485692,1.1877385216,3,100,0,0,2,Funvic,Brasil Volei Clube,11,2014
10,7,10,1,21.26,20.98,0.4,0.08,3,50,0,1,1,1,21.7559245334756,17.6457708397391,2.22331173641785,2.09671509447726,3,100,0,1,5,Voleisul/Paqueta,Sada Cruzeiro,11,2014
11,8,6,0,19.6486160454927,20.5714695607143,-0.104553078036103,-1.0077318289976,4,0,0.0048,12,7,0,18.4814685665096,19.868637424826,-0.787603683903265,-0.301694754271427,7,0,0,0,6,Canoas,Sao Bernardo,11,2014
12,5,4,1,19.5887495772555,20.000505532126,-0.323054868892655,-0.551197353866398,4,50,0.2,3,8,1,20.4115305370557,20.1637034015981,0.016947281579318,0.0961027072,4,100,0,0,6,Minas,Maringa,11,2014
13,11,11,0,19.48,20.92,0,-0.52,4,0,0,9,12,0,18.8859498504472,21.8723727496881,-1.77966408453419,-1.49224684399247,4,0,0,1,6,Sao Jose dos Campos,America Volei,11,2014
14,6,3,0,21.0606570953928,20.5459407275982,0.1372555264,0.341288631588553,4,50,-0.08,10,9,1,20.0914088594367,19.8873487392132,0.734833504364029,-0.126103713338329,7,50,0,0,6,Brasil Volei Clube,JF Volei,11,2014
15,6,2,0,21.0360846893713,20.454454337485,0.962300427429985,0.255602765056637,4,50,-1.016,2,10,1,20.3129802783027,20.1336957740419,0.615535029876219,0.244748130025472,4,100,0,1,6,Sesi,Funvic,11,2014
16,7,6,1,20.7188928363942,20.4571756485714,0.516357537571118,-0.206185463198079,2,50,0,11,11,0,19.984,22.0693333333333,-1.016,-0.52,2,0,0,0,8,Canoas,Sao Jose dos Campos,11,2014
17,10,9,0,19.8064604208827,20.9098789913706,-0.236650358017623,-0.012133196508777,3,0,1.144,7,2,0,20.8955344181637,21.363563469988,-0.39551778795469,0.419961232599769,3,33.3333333333333,0,1,9,JF Volei,Sesi,11,2014
18,2,10,1,21.2503842226422,20.1736232859002,-0.200524850628657,1.09242802390098,3,100,0.28,1,1,1,22.4047396267805,18.1166166717913,2.37864938913428,2.27737207558181,4,100,0,1,9,Funvic,Sada Cruzeiro,11,2014
19,9,10,0,21.008,21.784,-0.28,-0.536,4,33.3333333333333,0,8,12,1,20.4420932136911,21.8978981997505,-0.82373126762735,-0.593797475193976,3,33.3333333333333,0,1,9,Voleisul/Paqueta,America Volei,11,2014
20,12,7,0,18.7851748532077,20.8949099398608,-0.827016684809033,-1.23008294712261,3,0,2.049728,4,4,1,20.6209996618044,20.5004044257008,-0.040957883093118,-0.06259912579521,3,66.6666666666667,0,1,9,Sao Bernardo,Minas,11,2014
21,6,8,0,20.8292244296446,21.0809627212785,-0.804025344,-0.386442174736546,3,66.6666666666667,0.6,5,3,1,21.8485256763143,20.1700859154119,0.873030905270843,0.75019081728,3,66.6666666666667,0,1,9,Maringa,Brasil Volei Clube,11,2014
22,7,6,1,21.4751142691154,20.9657405188571,0.813086030056894,0.235051629441537,5,66.6666666666667,-0.5152,10,9,0,20.1785016700395,21.7279031930964,-0.609706557207022,-0.700882970670663,4,0,0,1,13,Canoas,JF Volei,11,2014
23,12,7,0,18.6281398825661,21.8492612852219,-1.26161334784723,-1.58406635769809,5,0,1.07702528,1,1,1,22.9237917014244,17.5599600040997,2.50291951130743,2.42189766046544,5,100,0,1,14,Sao Bernardo,Sada Cruzeiro,11,2014
24,7,6,0,21.5800914152923,22.3725924150857,0.050468824045515,-0.411958696446771,3,50,0.36,3,4,1,21.6301330627769,20.0003235405606,0.567233693525506,0.549920699363832,7,75,0,1,16,Canoas,Minas,11,2014
25,5,2,1,21.716427534531,21.4241841093237,0.169840341943988,0.283585769636248,7,50,-0.88,6,8,0,20.8633795437157,21.8647701770228,-0.709153739789237,-0.32311783424,7,50,0,0,16,Sesi,Maringa,11,2014
26,8,12,1,21.2036745709529,21.5183185598004,-1.31846692606901,-0.25898501410188,7,50,0.4,3,10,0,20.0669740447804,21.1388986287201,0.27394241912078,0.795798504020378,7,75,0,1,16,America Volei,Funvic,11,2014
27,1,1,1,23.4057000278062,18.2479680032798,1.92255211999296,2.60233560904594,2,100,-1.6112,9,9,1,21.7428013360316,21.7823225544772,0.112234754234383,0.03929362346347,3,33.3333333333333,0,0,16,Sada Cruzeiro,JF Volei,11,2014
