away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result,Date,away_team,home_team,month,year
12,9,0,20.9052458548,24.2426902358,-1.7866189205,-1.8209701862,4,14.2857142857,0.752,4,8,1,23.6108689306,21.7423465462,1.0317391615,0.7849685154,4,64.2857142857,0,1,8,Londrina,Medley,3,2012
7,6,1,22.5761107922,21.751115471,-1.1312,0.4779810808,4,61.5384615385,-0.4,3,3,1,24.1193237262,21.4786740104,1.6930881388,2.2224849382,4,71.4285714286,0,1,8,RJX,Sada Cruzeiro,3,2012
11,11,0,21.7436652771,23.8048992974,-1.90019072,-1.6140968529,4,14.2857142857,0.6,6,2,1,23.2876293098,21.4242878499,0.8436026244,1.1116886095,4,64.2857142857,0,1,8,JF Volei,Cimed,3,2012
6,7,0,23.2132504482,21.5845292601,0.099012144,0.4406833264,4,60,-0.688,9,11,0,20.4566487731,22.7666185656,-0.9481778283,-1.3127304205,3,33.3333333333,0,0,11,Volei Futuro,Volta Redonda,3,2012
2,3,1,24.295458981,20.849605875,0.7305042842,1.9544705111,3,73.3333333333,0.4784,6,1,1,22.4974540791,21.6488586385,0.6722420363,1.8077759056,4,66.6666666667,0,1,11,Sada Cruzeiro,Sesi,3,2012
6,2,1,23.6967701145,20.8727636133,0.4156187952,1.2748820995,3,66.6666666667,-1.176,8,10,1,22.3119174408,22.4000879133,-0.1242132082,-0.0662620769,3,42.8571428571,0,0,11,Cimed,Sao Bernardo,3,2012
5,8,1,23.7386951445,21.2438772369,0.5701659692,1.2253913292,3,66.6666666667,-0.4,7,6,0,21.7275553004,22.4008923768,-0.2176151354,1.634242048,3,57.1428571429,0,1,11,Medley,RJX,3,2012
10,4,0,20.7338371806,23.1260508857,-1.0415950536,-1.1692349747,3,33.3333333333,-1.464,12,9,0,20.5741966838,24.2441521886,-1.8567761489,-1.4640008948,3,13.3333333333,0,1,11,America Volei,Londrina,3,2012
1,5,1,22.4197114862,21.5790968247,0.1783114451,0.6089903502,3,73.3333333333,-0.6,12,11,0,21.128265555,24.1105861046,-1.8912774823,-0.957568,3,13.3333333333,0,0,11,Minas,JF Volei,3,2012
8,10,0,21.8095339526,22.2800703306,-0.5382430495,-0.2993705666,6,40,0.696,2,3,0,24.3030338514,22.0796847,0.9635764088,2.3779879506,6,68.75,1,1,17,Sao Bernardo,Sada Cruzeiro,3,2012
1,5,1,22.9357691889,21.5966107931,0.7426491561,1.0871922801,7,75,0.368,3,2,1,23.3174160916,20.6582108906,1.2199056796,1.4893508876,7,68.75,1,1,18,Minas,Cimed,3,2012
7,6,1,21.6220442403,22.0007139014,-1.50496,0.0259078917,7,60,0.4,4,1,1,23.3979632633,22.1857535775,1.1377936291,2.0462207245,7,68.75,1,0,18,RJX,Sesi,3,2012
5,8,0,23.0709561156,21.2351017896,0.2561327754,0.7803130634,7,62.5,0.552,6,7,1,23.5706003586,21.2676234081,0.9525466611,1.151777274,7,62.5,1,1,19,Medley,Volei Futuro,3,2012
2,3,1,24.4424270812,21.46374776,-0.0155965726,1.3708611271,7,70.5882352941,-1.1568,8,10,0,21.2476271621,22.8240562645,-0.8394964532,-0.2530096615,7,37.5,1,1,24,Sada Cruzeiro,Sao Bernardo,3,2012
3,2,1,23.2139328733,20.4465687125,0.5324950362,1.1759245437,6,70.5882352941,-0.4944,1,5,0,22.2686153511,21.8372886345,0.6697538241,0.9870297144,6,70.5882352941,1,1,24,Cimed,Minas,3,2012
5,1,0,23.1983706107,21.988602862,0.1377342012,0.7102349033,6,64.7058823529,-0.12,7,6,1,21.5376353923,22.0805711211,0.2207263134,1.5073936384,6,62.5,1,1,24,Sesi,RJX,3,2012
4,7,1,23.8564802868,20.5474320598,0.6792097152,1.3620373289,6,64.7058823529,-1.0416,7,8,0,21.9900982258,21.9880814316,0.0242504507,1.0279748124,6,58.8235294118,1,0,25,Volei Futuro,Medley,3,2012
1,5,1,22.6948922809,22.1498309076,0.3941193249,0.7358030593,7,72.2222222222,0.19552,4,2,0,23.2511462986,21.23725497,0.7407396349,1.3914807101,7,66.6666666667,1,0,31,Minas,Cimed,3,2012
8,10,1,21.8481017297,22.6592450116,-1.0305944396,-0.2715971626,7,41.1764705882,0.52544,3,3,0,23.9539416649,22.020998208,0.6966889017,2.5023903605,7,66.6666666667,1,1,31,Sao Bernardo,Sada Cruzeiro,3,2012
5,6,1,21.5501083138,21.7044568969,-1.003968,0.3765810507,7,64.7058823529,0.76,3,7,1,23.6851842295,20.7379456478,1.4896298631,1.5214218192,7,66.6666666667,2,0,4,RJX,Volei Futuro,4,2012
1,5,1,22.4759138247,21.7598647261,0.5152954599,0.7886424474,4,73.6842105263,0.1008,2,3,1,24.0431533319,22.0567985664,0.7573511213,2.2019122884,4,68.4210526316,2,1,4,Minas,Sada Cruzeiro,4,2012
2,3,1,24.0845226655,21.5954388531,-0.4124772581,1.0058808971,3,70,-0.48064,1,5,0,21.9307310598,22.2578917808,0.2309139579,0.9896237715,3,70,2,0,7,Sada Cruzeiro,Minas,4,2012
3,7,0,23.6814807169,21.8570231849,0.9433677722,0.5917038905,4,63.1578947368,-0.008,4,6,1,22.5067533177,22.0968988509,0.9012648406,1.4059149107,4,66.6666666667,2,0,8,Volei Futuro,RJX,4,2012
4,6,0,22.7054026542,22.4275190807,-0.2031744,0.3210118724,6,63.1578947368,0.4064,3,7,1,23.6951845735,22.185618548,0.8733631124,0.6171374553,6,65,2,1,14,RJX,Volei Futuro,4,2012
2,7,1,24.1561476588,22.3484948384,1.1546942177,1.0986904899,7,66.6666666667,1.2249856,1,3,1,24.2676181324,21.2763510825,1.4047047177,2.1615298307,7,71.4285714286,3,1,21,Volei Futuro,Sada Cruzeiro,4,2012
2,2,0,22.5986964885,21.9108822896,-0.089812639,0.3681879226,7,50,-0.7828096,4,4,0,21.5445848478,22.8063134247,-0.4152688336,0.1916990172,7,50,2,0,16,Sesi,Minas,12,2012
6,6,0,20,20,0,0,7,50,0,7,10,0,20.3653190184,23.2132948525,-1.3585422626,-1.6501843364,7,50,2,0,16,Canoas,Volta Redonda,12,2012
3,6,0,22.7643221233,23.1420152646,-0.56253952,-0.143190502,7,50,0.12,5,7,0,21.8920785806,22.1904651453,-0.3805996395,0.4223798499,7,50,2,1,16,RJX,Medley,12,2012
11,11,0,20,20,0,0,7,50,0,12,12,0,20,20,0,0,7,50,2,0,16,Super Imperatriz,Funvic,12,2012
8,10,0,20.1422552148,23.470635882,-0.2609164995,-1.4868338101,3,0,1.0032,2,7,1,21.7936628645,22.1523721163,-0.1044797116,0.5379038799,3,100,2,1,19,Volta Redonda,Medley,12,2012
3,6,1,20.9,19.85,0.4,0.4,5,100,0,2,2,1,22.9789571908,21.2787058317,0.6945503381,1.4369765796,5,100,2,1,21,Canoas,Sesi,12,2012
12,12,0,19.92,20.2,0,-0.2,5,0,0,10,5,0,23.1249181271,22.8287958707,0.4789523919,0.8937099643,7,50,2,1,21,Funvic,Volei Futuro,12,2012
7,1,1,24.364094506,20.821080866,0.2700181935,1.5237637741,7,50,-0.6,11,11,0,21.2359457773,24.2884688836,-2.1130219859,-1.3660544,7,50,2,0,21,Sada Cruzeiro,JF Volei,12,2012
10,8,0,21.9184813837,23.0073960093,-1.0244755517,-0.4172777301,7,50,0,6,11,1,20.2,19.92,0.2,0,5,100,2,1,21,Sao Bernardo,Super Imperatriz,12,2012
8,4,0,20.9856678783,23.1450507397,0.0122363679,-0.7322150669,5,0,-0.6,7,6,0,22.6114576987,22.7936122116,-0.3145524016,0.7247319286,5,0,2,1,21,Minas,RJX,12,2012
9,10,0,20.1938041718,23.0565087056,-0.4087331996,-1.3894670481,3,0,1.1504,7,5,1,23.6999345016,23.1130366966,0.7831619135,1.1149679714,1,100,2,1,22,Volta Redonda,Volei Futuro,12,2012
8,4,0,21.0385343026,23.3160405918,-0.3902109057,-0.9857720535,2,0,-1.08,11,11,0,20.7887566219,24.4307751069,-2.2904175887,-1.69284352,2,0,2,0,23,Minas,JF Volei,12,2012
6,1,1,24.4912756048,20.4568646928,0.8160145548,1.8190110193,2,100,-0.28,5,6,1,22.8891661589,22.4848897693,0.1483580787,0.9797855429,2,50,2,1,23,Sada Cruzeiro,RJX,12,2012
12,12,0,20.786,21.36,-0.4,-0.56,2,0,0,3,7,1,21.7149302916,21.801897693,0.1164162308,0.6303231039,4,100,2,1,23,Funvic,Medley,12,2012
3,2,1,23.516499086,21.6229646653,0.3281498888,1.1556402705,7,100,0,5,11,1,20.88,20.656,0.36,0.2,7,100,2,0,30,Sesi,Super Imperatriz,12,2012
8,6,0,21.32,21.0133333333,-0.28,-0.28,7,50,0,10,8,0,22.254785107,23.1259168074,-0.5338221841,0.1975922708,7,0,2,0,30,Canoas,Sao Bernardo,12,2012
9,10,0,20.1050433374,23.2452069645,-0.7269865597,-1.5115736385,7,0,-0.088,10,8,0,21.2704947523,23.5007334459,-1.0270577473,-0.4419261834,7,0,2,1,7,Volta Redonda,Sao Bernardo,1,2013
12,12,0,21.2954666667,22.2213333333,-0.92,-1.048,7,0,0,1,2,1,23.5631992688,21.7983717323,1.3245122164,1.7495812637,7,100,2,1,11,Funvic,Sesi,1,2013
2,7,1,22.5052775666,22.1081848211,-0.3950937797,0.6931329846,7,100,0.664,7,1,0,23.7530204838,20.9254917542,1.2552088154,2.1292238646,7,50,2,0,11,Medley,Sada Cruzeiro,1,2013
5,5,1,23.7599476013,22.4404293572,0.5237553742,1.0265295308,7,100,0.8016,8,4,1,21.7308274421,22.7028324734,-0.3886176428,-0.2466407862,7,33.3333333333,2,1,11,Volei Futuro,Minas,1,2013
3,6,1,22.8713329271,22.1479118155,-0.650031616,0.318686463,7,66.6666666667,0,5,6,1,22.056,20.2773333333,0.376,0,7,66.6666666667,2,1,11,RJX,Canoas,1,2013
11,11,0,20.6810052975,24.4446200855,-2.120152576,-2.232334071,7,0,0,7,11,0,21.204,21.2748,-0.112,-0.24,7,66.6666666667,2,0,11,JF Volei,Super Imperatriz,1,2013
2,7,1,23.0042220533,22.0865478569,0.2839249762,1.1545063877,1,100,0.216,5,4,1,21.7846619537,22.2422659787,-0.1108941143,0.002687371,1,50,2,1,12,Medley,Minas,1,2013
12,12,0,21.1863733333,22.6770666667,-1.136,-1.2384,2,0,0,9,8,1,21.7663958018,23.1505867568,-0.4216461978,0.0464590533,6,33.3333333333,2,1,13,Funvic,Sao Bernardo,1,2013
11,10,0,20.43403467,23.3461655716,-0.9815892477,-1.6092589108,6,0,1.144,1,2,1,23.750559415,21.5886973858,1.4596097731,1.799665011,2,100,2,1,13,Volta Redonda,Sesi,1,2013
10,11,1,21.944804238,24.0890294018,-1.0961220608,-1.1858672568,2,33.3333333333,0,4,6,1,22.6448,20.3552,0.9008,0.6,2,75,2,1,13,JF Volei,Canoas,1,2013
7,5,0,23.0879580811,22.3523434858,0.2190042993,0.6212236247,2,66.6666666667,1.37998848,9,1,0,23.402416387,21.7403934034,0.4041670523,1.1033790916,2,33.3333333333,2,1,13,Volei Futuro,Sada Cruzeiro,1,2013
5,6,0,22.4303996751,22.7183294524,-1.1200252928,-0.3450508296,3,50,0,9,11,0,21.4965333333,22.41984,-0.6896,-0.792,3,50,2,0,14,RJX,Super Imperatriz,1,2013
2,7,0,22.4033776426,22.6692382855,-0.372860019,0.3236051101,5,80,0.80704,1,2,1,24.100447532,22.1709579086,1.5676878185,1.8397320088,4,100,2,0,17,Medley,Sesi,1,2013
8,5,0,22.5703664648,22.4318747886,-0.2247965605,0.0969788997,5,50,0.048,7,8,1,22.4131166414,21.9204694054,0.2626830418,0.6371672426,5,50,2,1,18,Volei Futuro,Sao Bernardo,1,2013
10,11,0,21.2891767237,24.2712235214,-1.4768976486,-1.5486938054,5,25,0.2,11,10,0,21.247227736,23.7769324573,-1.6874071286,-1.7201474691,5,0,2,0,18,JF Volei,Volta Redonda,1,2013
4,6,1,22.02431974,21.8146635619,-0.6960202342,-0.0760406637,4,60,0,12,12,0,20.3490986667,23.1416533333,-1.59072,-0.2,5,0,2,0,18,RJX,Funvic,1,2013
5,4,1,22.4277295629,21.793812783,0.0878312755,0.5112847086,6,60,0,10,11,0,20.8372266667,22.015872,-0.75168,-0.8336,4,40,2,0,18,Minas,Super Imperatriz,1,2013
7,1,1,23.2719331096,21.4923147227,0.4528116438,0.7233336419,5,50,0,5,6,1,23.11584,20.0174933333,1.32064,1.08,5,80,2,0,18,Sada Cruzeiro,Canoas,1,2013
4,4,1,22.1421836503,21.3950502264,0.2702650204,0.6090277669,1,66.6666666667,0,5,6,0,23.492672,21.4139946667,0.456512,0.264,1,66.6666666667,2,0,19,Minas,Canoas,1,2013
8,5,0,22.8162931719,22.8254998309,-0.3798372484,-0.1224168802,1,40,0.3664,1,2,0,23.8403580256,22.3767663269,1.0541502548,1.271785607,2,83.3333333333,2,1,19,Volei Futuro,Sesi,1,2013
11,10,0,20.8777821888,23.3815459658,-1.1852713982,-1.5499257029,2,0,0.6,4,6,1,22.619455792,22.1517308495,0.339167469,0.9838284343,2,66.6666666667,2,1,20,Volta Redonda,RJX,1,2013
9,11,1,21.391341379,23.2969788171,-0.9815181189,-1.0389550443,2,40,0,12,12,0,20.9792789333,23.5133226667,-1.672576,-0.56,2,0,2,1,20,JF Volei,Funvic,1,2013
6,1,1,24.0175464877,22.1938517782,0.9622493151,1.1786669135,2,60,0,10,11,0,20.6297813333,21.8126976,-0.801344,-0.86688,2,33.3333333333,2,0,20,Sada Cruzeiro,Super Imperatriz,1,2013
3,7,1,22.5627021141,22.6953906284,-0.0982880152,0.4588840881,3,83.3333333333,-0.1888,7,8,1,22.8104933132,22.2963755243,0.4101464334,0.7097337941,2,60,2,0,20,Medley,Sao Bernardo,1,2013
7,8,0,23.2483946505,23.3704337528,-1.0195804414,-0.2718828533,5,50,0.2,3,6,1,23.1455646336,22.2213846796,0.6713339752,1.1870627474,5,71.4285714286,2,1,25,Sao Bernardo,RJX,1,2013
11,12,1,21.2634231467,23.2906581333,-1.5088,-1.1380608,5,14.2857142857,0,4,4,1,21.9137469203,21.4360401811,0.6872222135,0.6021498968,6,71.4285714286,2,1,25,Funvic,Minas,1,2013
6,6,0,23.1141376,21.3311957333,0.376,0.1652096,6,57.1428571429,0,3,7,1,23.5834950246,23.1563125027,0.9671072705,1.1042584831,5,85.7142857143,2,0,25,Canoas,Medley,1,2013
10,11,0,19.8371584,22.45015808,0.2,-1.2410752,5,28.5714285714,0,8,5,0,21.9863678708,23.2603998647,-0.6979335042,1.2919743771,6,33.3333333333,2,1,25,Super Imperatriz,Volei Futuro,1,2013
12,10,0,21.202225751,23.7552367726,-1.3482171186,-1.6399405623,5,0,1.304,6,1,1,24.2140371902,21.0884147559,1.5429335308,1.2827032733,5,66.6666666667,2,1,25,Volta Redonda,Sada Cruzeiro,1,2013
2,2,1,24.0722864205,21.6347463949,0.662519911,1.4433202038,6,85.7142857143,-0.6,9,11,0,21.5930731032,23.1175830537,-1.0311640355,-1.754274816,5,33.3333333333,2,0,25,Sesi,JF Volei,1,2013
1,2,1,23.6978291364,21.6277971159,0.7300159288,1.3546561631,1,87.5,0.104,2,6,1,23.6497850402,22.0437744104,1.1370671802,1.5496501979,1,75,2,0,26,Sesi,RJX,1,2013
11,12,0,21.1107385173,23.5825265067,-1.60704,-1.31044864,2,12.5,0,5,1,1,24.5212297521,21.3207318047,1.6343468246,1.4261626187,2,71.4285714286,2,1,27,Funvic,Sada Cruzeiro,1,2013
6,6,1,23.44131008,21.2649565867,0.7008,0.53216768,2,62.5,0,8,5,1,22.5390942967,23.2083198918,-0.1583468033,1.4335795017,2,42.8571428571,2,1,27,Canoas,Volei Futuro,1,2013
8,8,0,22.8653823871,23.8296803356,-1.4156643531,-0.8175062826,2,42.8571428571,-0.6,9,11,0,21.5944584825,22.934066443,-1.0249312284,-1.6034198528,2,28.5714285714,2,0,27,Sao Bernardo,JF Volei,1,2013
10,11,0,20.46972672,22.910126464,-0.24,-1.39286016,2,25,0,4,7,0,23.0667960197,23.4750500022,0.3736858164,0.4834067865,2,75,2,1,27,Super Imperatriz,Medley,1,2013
12,10,0,21.4117806008,24.1541894181,-1.4785736948,-1.7119524499,2,0,-0.3312,5,4,1,22.4809975362,21.2488321449,0.9497777708,0.8817199174,2,75,2,1,27,Volta Redonda,Minas,1,2013
5,1,1,24.6169838017,20.7899187771,1.3697994521,1.9074774597,5,75,0.98272,1,2,1,23.3182633091,21.5422376927,1.2837249304,1.6174284856,6,88.8888888889,2,1,1,Sada Cruzeiro,Sesi,2,2013
3,4,1,22.344798029,20.9990657159,0.4162120163,0.9598222166,5,77.7777777778,-1.144,7,8,1,22.7723059097,23.5037442685,-0.4540050261,-0.0322129647,5,50,2,0,1,Minas,Sao Bernardo,2,2013
9,11,0,21.715566786,22.8272531544,-0.9852144951,-1.0199449827,5,25,0.88,3,7,1,23.1334368158,22.7800400017,0.4989486531,0.5867254292,5,77.7777777778,2,1,1,JF Volei,Medley,2,2013
11,12,0,20.6219241472,23.8660212053,-1.885632,-1.648358912,5,11.1111111111,0,6,6,0,23.003048064,21.7119652693,0.025734144,0.0112,5,55.5555555556,2,1,1,Funvic,Canoas,2,2013
12,10,0,21.1294244807,23.6833515345,-1.3828589559,-1.5695619599,5,0,0,10,11,0,20.375781376,23.0081011712,-1.314288128,-1.293504,5,22.2222222222,2,0,1,Volta Redonda,Super Imperatriz,2,2013
4,6,0,23.1598280322,21.9950195283,-0.1568161874,0.7096537441,6,66.6666666667,0.72512,8,5,1,22.7312754373,22.8166559134,0.2733225573,1.5468636014,5,50,2,0,1,RJX,Volei Futuro,2,2013
5,1,0,24.4935870414,21.4819350217,0.6958395617,1.1259819678,1,66.6666666667,-0.620352,7,8,0,22.0845113944,23.8029954148,-0.9632040209,-0.6257703718,1,44.4444444444,2,0,2,Sada Cruzeiro,Sao Bernardo,2,2013
9,11,0,21.5324534288,22.7418025235,-0.9881715961,-1.0159559862,2,22.2222222222,0.4,8,5,0,22.3183536832,23.2533247307,-0.3813419541,0.6374908811,2,44.4444444444,2,1,3,JF Volei,Volei Futuro,2,2013
11,10,1,21.9035395845,23.2133478943,-0.5062871647,-0.6556495679,2,10,0.4,6,6,1,23.4024384512,21.5029055488,0.6205873152,0.60896,2,60,2,1,3,Volta Redonda,Canoas,2,2013
12,12,0,20.6308726511,24.0928169643,-2.1085056,-1.9186871296,2,10,0.2,10,11,0,20.5672917675,23.406480937,-1.6514305024,-1.6348032,2,20,2,0,3,Funvic,Super Imperatriz,2,2013
2,7,1,22.9867494526,22.3840320014,0.5213695878,0.5991589225,2,80,-0.296,4,6,1,23.5278624257,21.729348956,1.1677229953,1.0397201584,2,70,2,1,3,Medley,RJX,2,2013
4,4,1,22.8758384232,20.6659192394,0.932969613,1.3678577733,2,80,1.02624768,1,2,1,23.5046106473,22.0337901542,1.4269799444,1.6939427885,2,90,2,0,3,Minas,Sesi,2,2013
8,8,0,21.8676091155,24.0423963318,-0.9325314825,-1.3705632167,5,40,1.104,1,2,0,23.1370218512,22.6270321233,0.5415839555,0.7551542308,4,81.8181818182,2,1,7,Sao Bernardo,Sesi,2,2013
11,12,1,20.9446981209,23.9142535714,-1.48680448,-1.3349497037,4,18.1818181818,0,12,10,0,21.4728316676,23.3706783154,-0.9245196543,-1.5761179753,4,9.0909090909,2,1,7,Funvic,Volta Redonda,2,2013
4,7,0,22.3893995621,22.1472256011,0.2170956703,0.279327138,4,72.7272727273,1.23328,7,5,1,22.8046829466,22.9026597846,0.0949264367,0.9099927049,4,50,2,0,7,Medley,Volei Futuro,2,2013
10,11,0,21.5259627431,23.1434420188,-1.1905372769,-1.2127647889,5,20,0.6,4,6,1,23.0622899406,21.3834791648,1.1341783963,1.0317761267,5,72.7272727273,2,1,8,JF Volei,RJX,2,2013
4,4,1,23.3006707385,20.8660687249,1.3463756904,1.6942862186,5,81.8181818182,0.984512,5,1,1,24.5948696331,21.3855480173,1.5007855742,1.7409300949,6,70,2,1,8,Minas,Sada Cruzeiro,2,2013
6,6,1,23.521950761,21.152324439,0.16064,0.8964698522,7,63.6363636364,0,11,11,0,21.093833414,23.1651847496,-1.5211444019,-1.50784256,7,18.1818181818,2,0,17,Canoas,Super Imperatriz,2,2013
1,2,1,23.5096174809,21.7016256987,0.7840127431,1.0332671644,7,83.3333333333,-0.6,6,6,1,23.8175606088,20.8551928846,1.3171758817,0.887168,5,66.6666666667,2,0,22,Sesi,Canoas,2,2013
11,11,0,20.8084000645,23.5321477997,-0.392,-1.8169155215,5,16.6666666667,-0.2,8,8,0,21.0940872924,24.2339170654,-1.6964505734,-1.1006162974,7,36.3636363636,2,1,22,Super Imperatriz,Sao Bernardo,2,2013
3,7,1,22.8115196497,21.7177804809,0.5736765362,0.6234617104,7,75,-1.00256,9,10,1,22.1282653341,23.2465426523,-0.3396157235,-0.8608943802,7,16.6666666667,2,1,22,Medley,Volta Redonda,2,2013
10,11,0,20.8874368611,23.514753615,-1.5524298215,-1.5702118311,7,18.1818181818,1.08,5,1,1,23.9558957065,21.1884384139,1.4006284594,1.5927440759,7,72.7272727273,2,1,22,JF Volei,Sada Cruzeiro,2,2013
8,5,0,22.2437463572,23.2221278277,-0.9038697987,-0.3240588506,7,45.4545454545,-0.4,12,12,0,21.3057584967,24.0814028571,-1.4679597629,-0.248,7,16.6666666667,2,0,22,Volei Futuro,Funvic,2,2013
2,6,1,23.4498319525,20.7734499985,0.4745470501,1.507342717,7,75,0.08,5,4,0,22.7205365908,20.9728549799,1.1554289749,0.905375934,7,75,2,0,22,RJX,Minas,2,2013
10,11,0,21.0099494889,23.461802892,-1.6419438572,-1.6561694649,1,16.6666666667,1.264,5,4,0,22.3764292727,21.7782839839,0.3243431799,0.1243007472,1,69.2307692308,2,1,23,JF Volei,Minas,2,2013
11,11,0,20.8467200516,23.9590515731,-0.9136,-2.0535324172,1,15.3846153846,0.4,1,2,1,23.6576939847,21.4113005589,1.2266137315,1.2041233846,1,84.6153846154,2,1,23,Super Imperatriz,Sesi,2,2013
5,7,0,22.2492157197,21.5342243847,0.258941229,0.2987693683,2,69.2307692308,-0.6,12,12,0,21.6046067974,24.0251222857,-1.3743678104,-0.3984,2,15.3846153846,2,0,24,Medley,Funvic,2,2013
7,5,1,22.5549970858,23.1377022621,-0.523095839,-0.0592470805,2,50,-1.32032,9,10,1,21.8626122673,22.5972341219,-0.0716925788,-0.4887155042,2,23.0769230769,2,1,24,Volei Futuro,Volta Redonda,2,2013
8,8,1,22.0086031673,23.5871336524,-1.346025186,-0.7571604587,2,41.6666666667,0.6,6,6,0,23.104048487,21.5341543077,0.6537407054,0.3097344,2,61.5384615385,2,1,24,Sao Bernardo,Canoas,2,2013
2,6,1,23.759865562,20.8187599988,0.9796376401,1.8058741736,2,76.9230769231,0.024,5,1,1,23.8147165652,21.2507507311,1.5205027675,1.6741952607,2,75,2,1,24,RJX,Sada Cruzeiro,2,2013
6,6,1,22.6432387896,21.1073234461,0.728512,0.7229925643,5,64.2857142857,-0.6,2,6,0,22.7278924496,20.935007999,1.2446993389,1.4254209013,5,71.4285714286,2,1,1,Canoas,RJX,3,2013
8,8,0,21.4868825338,23.0297069219,-1.2768201488,-0.805728367,5,38.4615384615,-0.3296,9,10,1,22.4900898138,21.9444539642,0.542645937,0.2090275966,5,28.5714285714,2,1,1,Sao Bernardo,Volta Redonda,3,2013
5,4,1,22.7011434181,21.5226271871,0.8771005523,0.6594745439,6,71.4285714286,-0.84128,7,5,0,21.9106643353,23.5101618097,-0.6473976644,0.3279941639,5,46.1538461538,2,0,1,Minas,Volei Futuro,3,2013
11,11,0,20.6373760413,23.2072412584,-0.93088,-1.8428259338,6,14.2857142857,0.6,10,11,0,20.9079595911,23.5694423136,-1.7249355719,-1.4827358822,6,15.3846153846,2,0,1,Super Imperatriz,JF Volei,3,2013
1,2,1,22.9661551878,21.0890404471,1.0272101944,1.1812909852,6,85.7142857143,-0.4,12,12,0,21.4336854379,24.0200978286,-1.4994942483,-0.71872,5,14.2857142857,2,0,1,Sesi,Funvic,3,2013
4,1,1,23.3317732521,20.7206005849,1.1566716493,1.416402214,5,76.9230769231,0.0688,5,7,1,22.5993725758,21.3773795078,0.6390154947,0.6693803434,5,71.4285714286,2,0,1,Sada Cruzeiro,Medley,3,2013
1,2,1,22.5729241502,20.8312323577,1.0217681556,1.1450327882,2,86.6666666667,-1.3152,8,10,1,22.1920718511,21.3955631713,0.6341167496,0.3672220773,2,33.3333333333,2,0,3,Sesi,Volta Redonda,3,2013
3,1,1,23.6654186017,20.7764804679,1.5253373195,1.7331217712,2,78.5714285714,-1.503990784,7,5,0,21.7285314682,23.8081294478,-1.1179181315,-0.3376046689,2,42.8571428571,2,0,3,Sada Cruzeiro,Volei Futuro,3,2013
10,11,1,20.309900833,22.5257930068,-0.544704,-1.274260747,2,20,0.2,3,6,1,23.3823139597,21.3480063992,1.5957594711,1.7403367211,2,73.3333333333,2,1,3,Super Imperatriz,RJX,3,2013
4,4,1,23.1609147345,21.4181017497,1.3016804419,1.1275796352,2,73.3333333333,-0.7728,5,7,0,22.2794980606,22.1019036062,-0.0887876043,-0.0644957253,2,66.6666666667,2,1,3,Minas,Medley,3,2013
6,6,0,22.7145910317,22.0858587569,-0.0171904,-0.0216059486,2,60,-0.6,11,11,0,20.6863676729,22.6555538509,-1.5799484575,-1.3861887058,2,14.2857142857,2,0,3,Canoas,JF Volei,3,2013
9,8,0,21.0295060271,22.6237655375,-1.221456119,-0.8445826936,2,35.7142857143,-0.6,12,12,0,21.1069483503,23.4160782629,-1.3995953986,-0.774976,2,13.3333333333,2,0,3,Sao Bernardo,Funvic,3,2013
7,8,1,21.0636048216,22.25901243,-0.7771648952,-0.4756661548,6,40,0.76,2,6,1,23.7058511677,21.0117384527,1.8766075769,1.9922693769,6,75,2,1,9,Sao Bernardo,RJX,3,2013
9,10,0,21.9936574808,21.3964505371,-0.8050297318,0.3072933997,7,31.25,1.4432,3,1,1,23.7823348814,21.1211843743,1.786497417,1.5393562086,7,80,2,1,10,Volta Redonda,Sada Cruzeiro,3,2013
6,6,1,22.5716728254,21.8286870055,0.18624768,0.1827152412,7,62.5,0.88,1,2,1,22.3383393202,20.9049858862,1.1160262305,1.1632987077,7,87.5,2,0,10,Canoas,Sesi,3,2013
5,4,0,23.8287317876,22.6844813998,0.6413443535,0.5020637081,7,68.75,-0.21824,4,7,1,23.3735984485,22.981522885,0.3289699166,0.3484034198,7,68.75,2,0,10,Minas,Medley,3,2013
2,6,1,24.1646809342,21.2760574288,0.5837101121,2.1012860615,4,76.4705882353,-1.208,7,8,0,21.317550524,23.007209944,-0.9805329239,-0.2804930379,4,37.5,2,0,13,RJX,Sao Bernardo,3,2013
3,1,1,24.0258679051,20.6969474995,1.6202698556,2.0291979336,4,81.25,-1.75456,9,10,0,21.3949259847,22.1171604296,-0.3541652803,0.0937776618,4,29.4117647059,2,1,14,Sada Cruzeiro,Volta Redonda,3,2013
2,2,0,21.9906714562,20.8839887089,1.0174145244,0.6928209844,5,82.3529411765,-0.504,6,6,1,22.2173382603,21.5829496044,0.3461721929,0.44778752,5,64.7058823529,2,0,15,Sesi,Canoas,3,2013
5,7,0,23.0988787588,22.865218308,0.6071529832,0.0631759333,5,64.7058823529,0.374592,4,4,1,23.5429854301,22.5475851198,0.6016509665,0.4994405977,5,70.5882352941,2,1,15,Medley,Minas,3,2013
