home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result,Home_AZS Czestochowa,Home_Bedzin,Home_Belchatow,Home_Bielsko-Biala,Home_Bydgoszcz,Home_Cuprum,Home_Czarni Radom,Home_GKS Katowice,Home_Gdansk,Home_Jastrzebski,Home_Kedzierzyn-Kozle,Home_Kielce,Home_Olsztyn,Home_Rzeszow,Home_Slepsk Suwalki,Home_Szczecin,Home_Verva Warszawa,Home_Wielun,Home_Zawiercie,Away_AZS Czestochowa,Away_Bedzin,Away_Belchatow,Away_Bielsko-Biala,Away_Bydgoszcz,Away_Cuprum,Away_Czarni Radom,Away_GKS Katowice,Away_Gdansk,Away_Jastrzebski,Away_Kedzierzyn-Kozle,Away_Kielce,Away_Olsztyn,Away_Rzeszow,Away_Slepsk Suwalki,Away_Szczecin,Away_Verva Warszawa,Away_Wielun,Away_Zawiercie
22.68567402,22.02783698,22.23626903,23.18466853,5,3,7,3,1,0,0.10933074599999999,-0.665895805,0.775695603,-0.476743178,1,1,0.31072,2,53.57142857,64.28571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.25171462,21.69136202,21.05496472,23.62177534,4,6,6,4,1,0,0.8300497179999999,-0.48503987299999995,0.37825178600000003,0.056892797,3,3,0.522368,1,57.14285714,40.74074074,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.62226959,22.21520588,22.61440149,22.78901523,3,5,3,7,1,0,0.067283356,-0.512535403,0.48418852100000004,-0.853998954,3,3,0.35142399999999996,2,65.51724138,51.72413793,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.0,20.0,20.0,20.0,3,9,3,9,0,0,0.0,0.0,0.0,0.0,-1913,-1913,0.0,0,50.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,20.0,20.0,20.0,3,6,2,8,0,0,0.0,0.0,0.0,0.0,-1913,-1913,0.0,0,50.0,50.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.0,20.0,20.0,20.0,4,7,5,7,0,0,0.0,0.0,0.0,0.0,-1913,-1913,0.0,0,50.0,50.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.0,20.0,20.0,20.0,4,10,4,6,0,0,0.0,0.0,0.0,0.0,-1913,-1913,0.0,0,50.0,50.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,20.0,20.0,20.0,5,8,1,10,0,0,0.0,0.0,0.0,0.0,-1912,-1912,0.0,0,50.0,50.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.0,21.0,20.0,19.86666667,4,5,3,1,1,1,0.6,0.6,0.6,0.0,3,2,0.0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,19.93333333,21.0,21.0,9,10,9,6,0,0,-0.6,-0.6,0.0,-0.6,7,7,0.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.86666667,20.7,21.0,20.3,9,3,10,2,0,1,-0.6,0.4,0.0,0.0,7,7,0.0,0,0.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20.3,21.13333333,20.7,20.13333333,7,4,8,5,0,1,-0.4,0.6,0.0,0.0,7,7,0.0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.13333333,21.0,21.13333333,19.93333333,8,3,7,4,0,1,-0.6,0.6,0.0,0.0,7,7,0.0,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.89333333,20.92,20.50666667,20.08,2,3,2,3,1,1,0.92,0.68,0.4,0.0,5,7,0.0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.7,21.04,20.14666667,20.76,2,6,4,8,1,1,0.88,0.08,0.6,-0.4,4,6,0.0,0,100.0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.10666667,20.16,20.90666667,22.13333333,5,9,5,10,0,0,0.08,-1.08,0.6,-0.6,6,6,0.0,0,50.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.94666667,20.30666667,21.8,21.80666667,10,8,6,7,0,0,-1.08,-0.88,0.0,-0.6,7,4,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.531999999999996,20.89066667,21.008000000000003,22.77333333,5,10,8,6,1,0,0.46399999999999997,-1.464,0.4,-1.08,6,6,0.0,0,66.66666667,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.88,22.31466667,20.01333333,20.90533333,6,1,1,2,0,1,0.28,1.136,0.6,0.6,7,7,0.0,0,50.0,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.0,21.57866667,20.8,22.37866667,8,7,9,7,1,1,0.12,-0.10400000000000001,0.6,0.12,7,7,0.0,0,50.0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.46133333,21.76,22.70666667,20.81733333,9,3,10,4,0,0,-1.464,0.304,-0.6,0.4,7,7,0.0,0,0.0,66.66666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.236,21.88533333,20.864,21.05866667,5,4,3,5,0,1,0.14400000000000002,0.664,0.68,-0.4,7,7,0.0,0,66.66666667,66.66666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.26293333,22.29226667,21.5696,21.0064,6,4,7,8,1,1,0.5168,0.9712,-0.4,0.08,6,7,0.0,0,50.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.17173333,20.46666667,20.84426667,21.64,1,8,2,9,1,0,1.1088,-0.504,0.72,-0.6,7,6,0.0,0,100.0,33.33333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.91253333,20.56906667,23.28533333,23.01533333,10,9,6,10,0,0,-1.7712,-1.5712,-0.6,-1.08,7,6,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0416,20.824,21.84693333,20.33066667,5,7,5,1,0,0,-0.0688,0.024,1.08,-0.2,7,7,0.0,0,50.0,33.33333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.258000000000003,21.9888,20.85386667,21.22453333,3,5,4,3,1,1,0.6432,0.7152,0.08,-0.4,7,7,0.0,0,75.0,75.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.73738667,22.43328,21.14208,21.67754667,1,4,2,5,1,1,1.48704,0.34496,1.176,-0.92,7,6,0.0,0,100.0,60.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21.79104,20.88002667,21.82962667,23.22826667,5,10,3,6,0,0,0.17215999999999998,-1.81696,1.1440000000000001,-1.464,5,7,0.0,0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.84,22.68381333,22.311999999999998,21.35512,9,3,9,8,0,1,-1.0032,1.17696,-0.12,0.46399999999999997,7,7,0.0,0,25.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21.05525333,22.36034667,22.56226667,22.10568,8,6,10,7,1,0,-0.85696,0.01344,-0.88,0.696,7,7,0.0,0,20.0,40.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.8592,22.6564,21.06453333,20.88309333,7,3,1,4,0,1,-0.3808,0.91456,0.28,0.72,6,5,0.0,0,25.0,80.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.75402667,20.671999999999997,20.78496,22.8496,7,9,1,9,1,0,0.29536,-1.40256,0.8240000000000001,-1.08,5,5,0.0,0,40.0,20.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.14705067,21.04420267,21.084096,23.04981333,2,8,8,10,1,0,1.541568,-1.285568,0.92,-0.46399999999999997,7,7,0.0,0,83.33333333,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.632832,22.88827733,21.42370133,21.884544,5,7,3,7,0,1,-0.062272,0.6107520000000001,0.7152,1.1568,7,7,0.0,0,50.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.41329067,20.8376,22.34203733,23.02968,5,9,5,9,0,0,-0.32403200000000004,-1.5220479999999998,1.264,-1.264,7,2,0.0,0,50.0,16.66666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.66402133,22.15322133,22.78261333,20.927968,10,6,6,1,1,1,-1.253568,0.636288,-0.88,-0.56,7,2,0.0,0,16.66666667,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.05845333,23.18990933,21.77314133,20.38033067,3,1,4,2,0,1,0.13164800000000002,1.789632,0.46399999999999997,0.68,7,7,0.0,0,66.66666667,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.03536213,20.47008,22.27985067,23.423744,8,9,10,9,1,0,-0.8284544,-1.8176383999999999,-1.304,-1.6112,7,7,0.0,0,28.57142857,14.28571429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.506265600000003,22.35764053,21.0722944,21.067276800000002,5,3,3,8,1,0,0.5501824000000001,1.0332544,1.17216,0.9712,7,7,0.0,0,57.14285714,71.42857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.51192747,20.93121707,20.50426453,22.82609067,1,10,2,6,0,0,1.2317056,-1.4028544,1.5408,-0.9712,6,7,0.0,0,85.71428571,14.28571429,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.13063253,21.84676267,21.67362987,21.37851307,5,2,5,4,1,1,0.34077440000000003,0.30531840000000005,1.6112,-0.024,7,7,0.0,0,57.14285714,71.42857143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.32257707,22.2439552,21.142374399999998,22.7076352,6,7,1,7,1,0,0.9090304,-0.1113984,1.0592,0.32544,7,7,0.0,0,57.14285714,42.85714286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.19516416,22.20954197,22.91610816,20.48341163,7,1,7,2,0,1,-0.48911872,1.18536448,-0.72,0.344,3,4,0.0,0,37.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.83741013,21.416064000000002,21.42281045,23.258995199999998,2,9,4,9,0,1,0.04425472,-1.25411072,0.5712,-1.08896,3,4,0.0,0,62.5,25.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.82497365,22.02450603,22.46087253,21.69890389,10,3,6,5,0,1,-1.32228352,0.47261952,-1.104,-1.3359999999999999,4,3,0.0,0,12.5,62.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21.35277909,22.60806165,21.85382144,21.31389952,6,5,8,1,0,1,0.22660352,1.12722432,0.536,-0.048,5,4,0.0,0,62.5,62.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.34828971,23.00501248,22.86388053,20.32450219,8,5,10,3,0,1,-0.86276352,1.04014592,-1.2432,-0.72,5,5,0.0,0,25.0,62.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.75613133,22.61960482,23.33288653,20.75912311,7,3,7,5,0,1,-0.9912949759999999,0.978095616,-1.176,-0.4688,3,3,-0.6,0,33.33333333,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21.27863177,22.52644932,23.29110443,21.17111962,8,6,10,1,0,0,-1.2902108159999999,0.7017794559999999,-1.59456,-0.2384,2,2,-0.6,0,22.22222222,55.55555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5328512,23.40400998,23.45719616,20.45960175,9,4,9,3,0,1,-1.403288576,1.432116736,-0.696,0.024,3,2,-0.6,0,22.22222222,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.05997892,22.31992811,22.96869803,21.53824836,10,4,6,4,0,1,-1.657826816,0.435403776,-1.4832,-0.2192,3,3,-0.6,0,11.11111111,66.66666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.20222327,22.76763358,21.92305715,20.3867293,6,1,8,2,1,1,0.381282816,1.548291584,0.6288,0.8752,4,5,-0.4,0,66.66666667,88.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20.19798314,21.54628096,23.27495842,23.08575693,10,9,6,9,0,0,-1.7262614530000002,-1.322630861,-1.58656,-1.271168,6,6,-0.6,0,10.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.02115946,23.04320799,21.20356236,20.6876814,5,4,1,3,1,1,1.161423565,1.345693389,1.24736,0.2192,7,7,-0.2,0,60.0,70.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.21410686,21.28957208,20.30938344,23.63288354,1,9,2,10,1,0,1.8386332669999998,-1.6321686530000001,1.43264,-0.1712,5,7,0.6,0,90.0,20.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.53568386,20.96177862,20.64729849,22.53844572,3,6,5,8,1,0,0.982476493,-0.294973747,1.48896,0.17695999999999998,7,5,-0.4,0,70.0,60.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.75594249,21.44490506,21.38059869,23.10630922,3,7,4,7,1,0,0.7483230209999999,-0.9930359809999999,0.85696,-0.139648,7,7,0.4,0,70.0,30.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.08702477,23.41692757,22.71860554,21.42951655,9,5,9,1,1,1,-0.658104689,1.5291388519999998,-0.7568,0.40928000000000003,7,7,-0.4,0,27.27272727,63.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.90123306,22.97128549,21.55014512,21.29750675,5,1,3,2,0,0,0.476554711,1.070906614,1.537728,1.30016,7,7,-0.4,0,63.63636364,81.81818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20.62259072,20.40838651,23.48504738,23.46996674,7,10,7,6,0,0,-1.394428785,-1.781009162,-1.1408,-0.97696,5,7,0.6,0,27.27272727,9.090909091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.08165766,22.06854709,23.30630683,19.99783879,8,3,10,5,1,1,-0.905734922,0.9859811940000001,-1.875648,-0.17504,7,7,-0.6,0,27.27272727,72.72727273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.2494229,23.20475399,22.07075658,20.57114562,6,3,8,4,0,1,-0.43597899799999995,1.198658417,-0.09696,0.22464,7,6,0.4,0,54.54545455,72.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.77702839,23.68354205,21.358005399999996,21.14361324,2,5,2,1,0,1,0.656725291,1.623311081,0.746112,0.727424,6,6,0.2,0,75.0,66.66666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.92670921,19.99953832,22.97597339,22.65660526,10,6,6,8,0,0,-1.62480733,-0.948783198,-1.669248,-0.058432000000000005,7,6,-0.6,0,8.333333332999999,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.65483767,22.64098645,19.99827103,21.640116100000004,3,4,5,3,1,1,1.188784955,0.581243769,1.391168,-0.42463999999999996,7,7,-0.6,0,75.0,66.66666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.56380319,21.66532613,20.2569165,23.64504547,3,8,4,10,1,0,1.558926733,-1.124587938,1.285568,0.26304,7,7,0.4,0,75.0,25.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.69807257,21.66961981,22.388037899999997,23.12488443,7,9,7,9,1,0,-0.915543028,-0.9264837509999999,-0.7126399999999999,-0.6169344,7,7,0.6,0,33.33333333,25.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.64612249,23.85104255,22.44542621,20.33886653,4,1,3,4,0,1,-0.135004985,1.847141387,1.4301823999999999,0.779712,7,7,-0.4,0,61.53846154,76.92307692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.69569585,23.22162271,22.85990755,21.63640432,9,2,9,2,0,1,-0.941187001,0.9253802329999999,-1.00544,0.8401280000000001,7,7,-0.6,0,23.07692308,76.92307692,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.49683364,23.25720347,21.91489059,20.53195016,5,3,1,5,0,1,0.898648865,1.551027964,1.597888,0.259968,7,7,-0.4,0,61.53846154,76.92307692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21.34963065,20.91845806,22.77528421,22.27043032,6,7,8,7,1,1,-0.35902655899999997,-0.532434422,-0.6775680000000001,-0.7117184,7,7,0.4,0,53.84615385,38.46153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.46559424,20.59136737,23.91603637,23.73077871,9,10,10,6,0,0,-1.49967035,-1.699845864,-1.9005183999999997,-0.981568,7,7,0.4,0,23.07692308,7.692307692000001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.41416738,23.33080025,21.27109322,22.73191248,2,5,4,1,0,0,0.8777131090000001,0.11891909199999999,1.6284544,0.1819392,7,7,-0.6,0,71.42857143,57.14285714,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.89476645,21.45247539,21.93634426,22.692829100000004,7,8,7,10,1,1,-0.225947538,-0.99973628,-0.370112,-0.38956799999999997,7,7,0.6,0,42.85714286,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.03309389,23.11689799,23.26462297,22.2896743,10,4,6,3,0,1,-1.559876691,0.49199601200000004,-1.7353984,-0.9397120000000001,7,7,0.2,0,7.142857143,64.28571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.80576277,23.45729817,20.95889346,22.30912346,2,3,5,2,1,0,1.840822371,0.540304186,1.7129343999999997,0.47210240000000003,7,7,-0.6,0,78.57142857,71.42857143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.19970452,22.35655668,22.38022737,23.16792604,6,9,8,9,0,1,-0.487221247,-0.552949601,-0.7420544,-0.69354752,7,7,0.6,0,50.0,28.57142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.81857868,22.57794355,23.53434083,21.76711477,9,3,9,5,0,0,-1.04235968,0.8726578970000001,-0.604352,0.8079744000000001,5,5,-0.6,0,26.66666667,73.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.11198031,21.95976362,22.65426328,21.83751523,8,6,10,8,1,1,-0.399789024,0.21022300300000002,-1.32041472,0.3532544,6,5,0.2,0,33.33333333,53.33333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.76583854,23.331333899999997,21.380632100000003,21.26687458,3,2,2,4,1,1,1.032243349,1.102170487,0.9968896,0.0237696,6,7,-0.2,0,73.33333333,73.33333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.21581316,23.49351839,22.49907541,21.36507277,7,4,7,3,0,1,-0.58075803,0.99359681,-0.6960896,-0.1517696,7,7,-0.6,0,40.0,66.66666667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.9146402,19.55980845,22.78552998,23.61169838,5,10,1,6,0,0,-0.30486472600000003,-1.8479013530000001,0.6783104,-0.9852544,7,7,0.4,0,53.33333333,6.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.21781089,23.15481471,22.37001218,21.61205822,6,4,8,3,0,0,-0.23182159800000002,0.594877448,0.00635648,-0.32141568,7,7,-0.6,0,50.0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.33173379,23.41235484,21.746833,22.06369182,1,2,4,5,1,1,1.48173639,1.098126318,1.70276352,1.04637952,7,7,-0.2,0,75.0,75.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
