away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result,Home_America Volei,Home_Bento Volei,Home_Blumenau,Home_Brasil Volei Clube,Home_Canoas,Home_Cimed,Home_Corinthians/Guarulhos,Home_Fatima UCS,Home_Funvic,Home_JF Volei,Home_Londrina,Home_Maringa,Home_Medley,Home_Minas,Home_Pinheiros,Home_Ponta Grossa,Home_RJX,Home_SESC-RJ,Home_Sada Cruzeiro,Home_Santo Andre,Home_Sao Bernardo,Home_Sao Jose dos Campos,Home_Sao Judas,Home_Sesi,Home_Super Imperatriz,Home_UM Itapetininga,Home_Ulbra Sao Caetano,Home_Volei Futuro,Home_Volei Renata,Home_Volei Ribeirao,Home_Voleisul/Paqueta,Home_Volta Redonda,Away_America Volei,Away_Bento Volei,Away_Blumenau,Away_Brasil Volei Clube,Away_Canoas,Away_Cimed,Away_Corinthians/Guarulhos,Away_Fatima UCS,Away_Funvic,Away_JF Volei,Away_Londrina,Away_Maringa,Away_Medley,Away_Minas,Away_Pinheiros,Away_Ponta Grossa,Away_RJX,Away_SESC-RJ,Away_Sada Cruzeiro,Away_Santo Andre,Away_Sao Bernardo,Away_Sao Jose dos Campos,Away_Sao Judas,Away_Sesi,Away_Super Imperatriz,Away_UM Itapetininga,Away_Ulbra Sao Caetano,Away_Volei Futuro,Away_Volei Renata,Away_Volei Ribeirao,Away_Voleisul/Paqueta,Away_Volta Redonda
10,4,0,20.1622455946,23.3532045089,-1.8019938169999998,-1.7019296479,3,30.7692307692,-0.2,11,11,0,21.7420815963,24.0061241217,-1.5176210661000002,-0.69696,3,15.3846153846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,1,23.708203825300004,20.5383269689,0.62376518,1.5010676975,3,69.2307692308,1.031232,4,3,0,23.8991546578,20.848342513,1.6163601735,2.2781061728,3,69.2307692308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,1,1,22.571817598899997,21.8110732981,-0.07783224849999999,0.5903025454,4,64.2857142857,-0.20800000000000002,4,7,0,23.7665630602,21.4306615751,0.8008541579999999,1.6897215925,3,64.2857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,10,0,22.014896801,22.812609891599998,-1.1728038119,-0.6552665103,4,38.4615384615,0.016,10,4,1,20.7297964757,23.032563607100002,-0.9615437184000001,-0.40658041829999997,4,35.7142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,11,0,20.7208109663,23.008273207,-0.0761456244,-0.9352222854000001,4,35.7142857143,-0.664,1,5,0,22.5746393577,22.123871030900002,0.5112379377,0.9837871429999999,5,71.4285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,9,0,20.9052458548,24.242690235799998,-1.7866189205,-1.8209701862,4,14.2857142857,0.752,4,8,1,23.6108689306,21.7423465462,1.0317391615,0.7849685154,4,64.2857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,1,22.576110792199998,21.751115471,-1.1312,0.47798108079999996,4,61.5384615385,-0.4,3,3,1,24.119323726199998,21.4786740104,1.6930881387999999,2.2224849382,4,71.4285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,0,21.7436652771,23.8048992974,-1.90019072,-1.6140968529,4,14.2857142857,0.6,6,2,1,23.2876293098,21.4242878499,0.8436026244,1.1116886095,4,64.2857142857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,0,23.2132504482,21.584529260100002,0.09901214400000001,0.4406833264,4,60.0,-0.688,9,11,0,20.4566487731,22.766618565599998,-0.9481778283,-1.3127304204999999,3,33.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,1,24.295458981,20.849605875,0.7305042842,1.9544705111000003,3,73.3333333333,0.4784,6,1,1,22.4974540791,21.6488586385,0.6722420362999999,1.8077759056,4,66.6666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,1,23.696770114499998,20.8727636133,0.41561879520000006,1.2748820995,3,66.6666666667,-1.176,8,10,1,22.3119174408,22.4000879133,-0.12421320820000001,-0.06626207690000001,3,42.8571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,1,23.7386951445,21.2438772369,0.5701659692000001,1.2253913292,3,66.6666666667,-0.4,7,6,0,21.7275553004,22.400892376799998,-0.2176151354,1.6342420480000002,3,57.1428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,0,20.7338371806,23.126050885700003,-1.0415950536,-1.1692349747,3,33.3333333333,-1.464,12,9,0,20.5741966838,24.2441521886,-1.8567761488999999,-1.4640008947999998,3,13.333333333299999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,22.419711486199997,21.5790968247,0.17831144510000002,0.6089903502,3,73.3333333333,-0.6,12,11,0,21.128265555,24.1105861046,-1.8912774822999998,-0.957568,3,13.333333333299999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,0,21.809533952600002,22.2800703306,-0.5382430495,-0.2993705666,6,40.0,0.696,2,3,0,24.3030338514,22.079684699999998,0.9635764088,2.3779879506,6,68.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,1,22.9357691889,21.596610793099998,0.7426491561,1.0871922801,7,75.0,0.368,3,2,1,23.3174160916,20.6582108906,1.2199056795999998,1.4893508876,7,68.75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,1,21.622044240300003,22.000713901399997,-1.50496,0.025907891699999998,7,60.0,0.4,4,1,1,23.3979632633,22.1857535775,1.1377936291,2.0462207245,7,68.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,0,23.070956115599998,21.2351017896,0.2561327754,0.7803130634000001,7,62.5,0.552,6,7,1,23.5706003586,21.2676234081,0.9525466611,1.151777274,7,62.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,24.442427081199998,21.46374776,-0.0155965726,1.3708611271000002,7,70.5882352941,-1.1568,8,10,0,21.2476271621,22.824056264499998,-0.8394964531999999,-0.2530096615,7,37.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,23.2139328733,20.4465687125,0.5324950361999999,1.1759245437,6,70.5882352941,-0.4944,1,5,0,22.268615351100003,21.8372886345,0.6697538241,0.9870297144,6,70.5882352941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,23.198370610700003,21.988602861999997,0.1377342012,0.7102349032999999,6,64.7058823529,-0.12,7,6,1,21.5376353923,22.0805711211,0.22072631339999998,1.5073936384,6,62.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,7,1,23.856480286799997,20.5474320598,0.6792097152,1.3620373288999998,6,64.7058823529,-1.0416,7,8,0,21.9900982258,21.988081431599998,0.0242504507,1.0279748123999999,6,58.8235294118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,1,22.694892280900003,22.149830907600002,0.3941193249,0.7358030593000001,7,72.2222222222,0.19552,4,2,0,23.251146298600002,21.23725497,0.7407396348999999,1.3914807101,7,66.6666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,1,21.848101729699998,22.6592450116,-1.0305944396,-0.2715971626,7,41.176470588200004,0.52544,3,3,0,23.953941664899997,22.020998208,0.6966889017,2.5023903605,7,66.6666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,6,1,21.550108313800003,21.704456896900002,-1.003968,0.37658105070000003,7,64.7058823529,0.76,3,7,1,23.6851842295,20.7379456478,1.4896298631,1.5214218192,7,66.6666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1,22.475913824699997,21.7598647261,0.5152954599,0.7886424474,4,73.6842105263,0.1008,2,3,1,24.0431533319,22.056798566399998,0.7573511212999999,2.2019122884,4,68.42105263159999,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1,24.084522665500003,21.5954388531,-0.4124772581,1.0058808971,3,70.0,-0.48063999999999996,1,5,0,21.9307310598,22.257891780799998,0.2309139579,0.9896237715,3,70.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,0,23.6814807169,21.857023184899997,0.9433677722,0.5917038904999999,4,63.1578947368,-0.008,4,6,1,22.5067533177,22.0968988509,0.9012648406,1.4059149107,4,66.6666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,6,0,22.7054026542,22.4275190807,-0.2031744,0.3210118724,6,63.1578947368,0.4064,3,7,1,23.6951845735,22.185618548,0.8733631124,0.6171374553,6,65.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,1,24.156147658800002,22.3484948384,1.1546942177,1.0986904898999998,7,66.6666666667,1.2249856000000001,1,3,1,24.2676181324,21.2763510825,1.4047047177,2.1615298306999997,7,71.4285714286,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,0,22.5986964885,21.9108822896,-0.089812639,0.3681879226,7,50.0,-0.7828096,4,4,0,21.544584847800003,22.806313424699997,-0.4152688336,0.1916990172,7,50.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,6,0,20.0,20.0,0.0,0.0,7,50.0,0.0,7,10,0,20.365319018399997,23.2132948525,-1.3585422625999999,-1.6501843364,7,50.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,0,22.764322123299998,23.1420152646,-0.56253952,-0.143190502,7,50.0,0.12,5,7,0,21.8920785806,22.190465145300003,-0.38059963950000003,0.42237984990000005,7,50.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,0,20.0,20.0,0.0,0.0,7,50.0,0.0,12,12,0,20.0,20.0,0.0,0.0,7,50.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,10,0,20.1422552148,23.470635882,-0.2609164995,-1.4868338100999998,3,0.0,1.0032,2,7,1,21.793662864499996,22.1523721163,-0.1044797116,0.5379038799,3,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,1,20.9,19.85,0.4,0.4,5,100.0,0.0,2,2,1,22.9789571908,21.2787058317,0.6945503381,1.4369765796,5,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0,19.92,20.2,0.0,-0.2,5,0.0,0.0,10,5,0,23.1249181271,22.828795870700002,0.4789523919,0.8937099643,7,50.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,24.364094506,20.821080866,0.2700181935,1.5237637740999999,7,50.0,-0.6,11,11,0,21.2359457773,24.2884688836,-2.1130219859,-1.3660544,7,50.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,0,21.918481383699998,23.0073960093,-1.0244755517,-0.41727773009999997,7,50.0,0.0,6,11,1,20.2,19.92,0.2,0.0,5,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,4,0,20.9856678783,23.145050739699997,0.0122363679,-0.7322150668999999,5,0.0,-0.6,7,6,0,22.611457698699997,22.7936122116,-0.3145524016,0.7247319286,5,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,0,20.1938041718,23.0565087056,-0.4087331996,-1.3894670481,3,0.0,1.1504,7,5,1,23.699934501599998,23.1130366966,0.7831619135,1.1149679714,1,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,4,0,21.0385343026,23.316040591799997,-0.3902109057,-0.9857720535,2,0.0,-1.08,11,11,0,20.7887566219,24.4307751069,-2.2904175887,-1.69284352,2,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,24.4912756048,20.4568646928,0.8160145548000001,1.8190110193,2,100.0,-0.28,5,6,1,22.8891661589,22.484889769299997,0.14835807869999998,0.9797855429000001,2,50.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0,20.785999999999998,21.36,-0.4,-0.56,2,0.0,0.0,3,7,1,21.714930291599998,21.801897693,0.1164162308,0.6303231039,4,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,23.516499086,21.622964665300003,0.3281498888,1.1556402705,7,100.0,0.0,5,11,1,20.88,20.656,0.36,0.2,7,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,6,0,21.32,21.0133333333,-0.28,-0.28,7,50.0,0.0,10,8,0,22.254785106999996,23.1259168074,-0.5338221840999999,0.19759227079999997,7,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,0,20.1050433374,23.2452069645,-0.7269865597,-1.5115736385,7,0.0,-0.08800000000000001,10,8,0,21.2704947523,23.5007334459,-1.0270577473,-0.44192618340000006,7,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,0,21.2954666667,22.2213333333,-0.92,-1.048,7,0.0,0.0,1,2,1,23.563199268800002,21.7983717323,1.3245122164,1.7495812637000001,7,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,1,22.5052775666,22.1081848211,-0.3950937797,0.6931329846,7,100.0,0.664,7,1,0,23.7530204838,20.9254917542,1.2552088154,2.1292238646,7,50.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1,23.759947601300002,22.4404293572,0.5237553742000001,1.0265295308,7,100.0,0.8016,8,4,1,21.7308274421,22.7028324734,-0.3886176428,-0.24664078620000002,7,33.3333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,6,1,22.8713329271,22.147911815500002,-0.650031616,0.31868646300000003,7,66.6666666667,0.0,5,6,1,22.055999999999997,20.2773333333,0.376,0.0,7,66.6666666667,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,0,20.6810052975,24.444620085500002,-2.1201525759999997,-2.232334071,7,0.0,0.0,7,11,0,21.204,21.2748,-0.11199999999999999,-0.24,7,66.6666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,1,23.004222053299998,22.0865478569,0.2839249762,1.1545063877,1,100.0,0.21600000000000003,5,4,1,21.7846619537,22.242265978699997,-0.1108941143,0.0026873709999999996,1,50.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,0,21.1863733333,22.6770666667,-1.136,-1.2384,2,0.0,0.0,9,8,1,21.766395801799998,23.1505867568,-0.4216461978,0.046459053300000004,6,33.3333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,0,20.43403467,23.346165571599997,-0.9815892477,-1.6092589108000002,6,0.0,1.1440000000000001,1,2,1,23.750559415,21.5886973858,1.4596097731,1.7996650109999999,2,100.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,11,1,21.944804238000003,24.089029401799998,-1.0961220608,-1.1858672568000002,2,33.3333333333,0.0,4,6,1,22.6448,20.3552,0.9008,0.6,2,75.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,0,23.087958081100002,22.3523434858,0.2190042993,0.6212236247,2,66.6666666667,1.37998848,9,1,0,23.402416387,21.740393403400002,0.40416705229999994,1.1033790916,2,33.3333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,6,0,22.430399675100002,22.7183294524,-1.1200252928,-0.3450508296,3,50.0,0.0,9,11,0,21.4965333333,22.41984,-0.6896,-0.792,3,50.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,0,22.403377642600002,22.6692382855,-0.372860019,0.32360511010000004,5,80.0,0.80704,1,2,1,24.100447531999997,22.170957908600002,1.5676878184999998,1.8397320088,4,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
