away_current_pos,away_last_yr_pos,away_prev_game_perf,away_team_av_points,away_team_av_points_conceded,away_team_away_form,away_team_form,away_team_rest_time,away_win_percentage,h2h_form,home_current_pos,home_last_yr_pos,home_prev_game_perf,home_team_av_points,home_team_av_points_conceded,home_team_form,home_team_home_form,home_team_rest_time,home_win_percentage,match_importance,result,Date,away_team,home_team,month,year
5,2,1,20.8266711571,17.8078840931,1.4513344168,1.287321846,3,66.6666666667,-1.0962816,7,8,0,19.1331179339,21.1499637983,-1.6385555573,-0.4460899483,2,37.5,0,0,11,Sada Cruzeiro,Sao Bernardo,1,2014
11,12,0,19.3869432111,21.2198043867,-1.6974698672,-1.3162847466,3,16.6666666667,0,10,12,1,19.0848652811,19.2319152769,-0.4758345832,-0.7638301696,3,28.5714285714,0,1,11,America Volei,Funvic,1,2014
6,1,0,19.4416106071,20.7793163549,-0.2625358964,-0.2002153361,4,37.5,-1.08,12,10,0,17.6411082405,21.5705633403,-2.4662640068,-1.8781828939,4,0,0,0,12,RJX,JF Volei,1,2014
8,8,1,19.2131242667,19.2239925333,-0.176,-0.0189184,4,42.8571428571,0,2,3,1,20.0381941333,19.2889748053,0.60018176,1.2064,4,75,0,1,12,Maringa,Brasil Volei Clube,1,2014
1,3,1,20.7575531449,18.4787271887,1.2121063914,1.7983554613,3,87.5,-1.25216,10,7,0,19.5898685153,20.1776163688,-0.4630125073,0.4758490642,4,42.8571428571,0,0,12,Sesi,Volta Redonda,1,2014
5,5,1,21.0721815544,19.4840014327,0.0536757178,1.2149455679,4,71.4285714286,-0.2,3,6,0,19.2164507102,18.8011230018,0.2815747946,0.5736110146,4,75,0,0,12,Minas,Canoas,1,2014
10,7,0,19.0718948123,20.342093095,-1.2503521425,-0.9704100058,7,37.5,1.3629184,5,2,1,20.4613369257,17.7663072745,1.2298574768,1.4589762424,7,71.4285714286,0,1,19,Volta Redonda,Sada Cruzeiro,1,2014
2,3,1,20.2305553067,18.4978465109,-0.4144,1.080145408,7,77.7777777778,0,4,5,1,20.5377452435,19.1072011462,1.1719564543,1.3313258848,7,75,0,1,19,Brasil Volei Clube,Minas,1,2014
7,8,0,18.8264943471,20.7199710386,-1.6736171143,-1.5108444458,7,33.3333333333,1.5664,6,1,1,19.9032884857,20.5734530839,0.2398277311,0.5338172567,7,44.4444444444,0,0,19,Sao Bernardo,RJX,1,2014
1,3,1,20.8060425159,18.1829817509,1.5696851131,2.0386843691,7,88.8888888889,-1.08256,5,6,0,18.8931605682,18.7208984014,0.0252598357,0.2588888116,7,66.6666666667,0,0,19,Sesi,Canoas,1,2014
12,10,0,18.0628865924,21.6064506722,-2.3413402039,-2.3730112054,7,0,0.56,11,12,0,18.9095545689,21.0258435094,-1.4530277972,-0.1841691742,7,14.2857142857,0,1,19,JF Volei,America Volei,1,2014
12,10,0,18.4003092739,21.5851605378,-2.2730721631,-2.2984089643,7,0,1.4112,3,5,1,20.3301961948,18.885760917,1.3375651634,1.4650607079,7,77.7777777778,0,0,30,JF Volei,Minas,1,2014
4,2,1,20.5190695405,17.9130458196,1.3610675335,1.3838859814,7,75,0.264,11,12,1,19.4276436551,20.7706748075,-0.7624222378,0.2526646607,7,25,0,0,31,Sada Cruzeiro,America Volei,1,2014
11,12,0,18.9921149241,20.766539846,-1.7579758937,-1.0099377902,1,22.2222222222,0.3872,7,8,1,19.0611954777,19.7259768309,-0.8086755567,-0.5568719587,7,40,0,1,1,America Volei,Sao Bernardo,2,2014
8,8,0,18.43716608,19.5791940267,-0.7408,-0.61513472,7,37.5,0,4,5,0,19.5841569559,18.3886087336,0.8700521307,0.9720485663,3,70,0,0,2,Maringa,Minas,2,2014
9,12,1,19.3178922249,18.7855322215,-0.991836092,0.0193323335,7,37.5,-0.2,12,10,1,18.0002474191,20.5881284302,-1.6387271715,-1.9025463151,3,11.1111111111,0,1,2,Funvic,JF Volei,2,2014
2,2,1,20.5652556324,17.7804366557,1.4888540268,1.5071087851,2,77.7777777778,-0.6,5,6,0,19.0645284545,19.0267187211,-0.3797921315,-0.1928889507,7,60,0,0,2,Sada Cruzeiro,Canoas,2,2014
7,1,0,19.0726307885,20.4587624671,0.1899712829,-0.2081378151,7,40,-0.88,10,7,0,18.9575158498,20.423674476,-1.1763280046,-0.2193207486,7,33.3333333333,0,1,2,RJX,Volta Redonda,2,2014
1,3,1,20.6948340127,18.4963854007,1.6557480905,2.0309474953,7,90,0,3,3,0,19.7844442453,18.6982772087,0.4641163264,1.56512,7,70,0,0,2,Sesi,Brasil Volei Clube,2,2014
12,12,0,18.3936919393,20.1332318768,-1.606380715,-1.0079502322,4,20,0.101952,4,5,0,19.6673255647,18.3908869869,0.4960417046,0.577638853,3,63.6363636364,0,0,5,America Volei,Minas,2,2014
8,8,1,18.429732864,19.6633552213,-0.39264,-0.292107776,3,44.4444444444,0.6,2,2,1,20.2522045059,17.5843493245,1.4056870281,1.5671809939,3,80,0,1,5,Maringa,Sada Cruzeiro,2,2014
4,5,0,19.4005271184,18.9793762561,0.2429405742,-0.2031666363,2,58.3333333333,0.5767985152,1,3,1,20.1958672102,18.5171083206,1.8247579962,1.4345444969,5,90.9090909091,0,0,7,Minas,Sesi,2,2014
5,6,0,18.6116227636,19.0213749769,0.2173997118,-0.5038337052,7,54.5454545455,0.496,7,1,0,18.7081046308,20.1670099737,-0.5665102521,0.0270538053,7,36.3636363636,0,0,9,Canoas,RJX,2,2014
6,8,1,18.7689563821,18.9807814647,-0.9388936914,-0.4469404453,7,45.4545454545,-0.68,10,12,0,19.3343137799,19.0284257772,-0.1845341332,-0.2110641357,7,33.3333333333,0,0,9,Sao Bernardo,Funvic,2,2014
9,7,1,18.9660126798,19.7889395808,-1.400281714,-0.5410624037,7,40,0.5232,11,12,1,18.9816202181,19.7732521681,-0.2063601858,-0.1978682715,4,27.2727272727,0,0,9,Volta Redonda,America Volei,2,2014
12,10,1,18.4001979353,20.3505027442,-1.6184577305,-1.1109817372,7,20,0,9,8,0,17.7437862912,19.9306841771,-0.8336862208,-0.1312,4,40,0,1,9,JF Volei,Maringa,2,2014
2,2,1,20.4017636047,17.0674794596,1.3910832214,1.7245496225,4,81.8181818182,0.2,4,3,0,19.5475553963,18.598621767,0.1712930611,1.052096,7,63.6363636364,0,0,9,Sada Cruzeiro,Brasil Volei Clube,2,2014
7,8,1,17.955029033,19.8645473417,-0.914112,-0.4669489766,3,45.4545454545,0.6,2,3,0,19.8766937682,18.6536866565,1.259806397,0.9476355975,5,83.3333333333,0,1,12,Maringa,Sesi,2,2014
10,12,0,18.8174510239,19.1227406218,-0.9934688736,-0.5476273066,3,30,0.92,8,7,1,19.5061434772,19.564484998,0.167150077,0.2245434011,3,45.4545454545,0,0,12,Funvic,Volta Redonda,2,2014
11,12,0,18.9186295078,20.1519350678,-0.685104572,-0.7650881486,3,25,0.4,5,6,1,18.6892982109,18.8570999815,-0.2030669641,-0.3543111605,3,58.3333333333,0,1,12,America Volei,Canoas,2,2014
12,10,0,18.6401583482,20.0404021953,-1.4947661844,-1.0887853897,3,18.1818181818,0.744,6,8,1,18.9151651057,18.5346251718,0.0424476437,-0.2454975669,3,50,0,0,12,JF Volei,Sao Bernardo,2,2014
2,2,1,20.5214108838,16.9206502344,1.7128665771,1.979639698,3,83.3333333333,-0.9876096,3,5,1,19.3604216947,18.9035010049,0.0374666909,-0.1378889176,5,61.5384615385,0,1,12,Sada Cruzeiro,Minas,2,2014
9,1,0,18.6064837047,19.933607979,-0.2480229737,-0.6532082017,4,33.3333333333,-0.2,5,3,0,18.9047109837,19.0788974136,-0.4629655511,0.2416768,4,58.3333333333,0,1,13,RJX,Brasil Volei Clube,2,2014
8,7,0,19.2049147818,19.4115879984,-0.5202253712,-0.0662799384,4,41.6666666667,-0.568,11,10,1,18.6121266786,19.9323217563,-0.4710283118,-1.3220370521,4,25,0,1,16,Volta Redonda,JF Volei,2,2014
5,6,1,19.1514385687,18.0190133186,0.3739197695,0.4375464287,4,61.5384615385,-0.88,11,12,1,18.8139608191,18.8981924974,-0.2381018453,-0.5688513085,4,36.3636363636,0,0,16,Canoas,Funvic,2,2014
5,3,1,19.3237687869,18.6631179309,-0.73152,0.2296275591,3,61.5384615385,-0.2,12,12,0,18.0682369396,20.3215480543,-1.2120705189,-0.7582946172,4,23.0769230769,0,0,16,Brasil Volei Clube,America Volei,2,2014
4,5,1,18.8483373558,18.7228008039,0.3943524594,0.2299733528,4,64.2857142857,0.0579456,9,1,0,18.2851869637,20.1468863832,-1.1225665613,-0.1783569557,3,30.7692307692,0,0,16,Minas,RJX,2,2014
6,8,0,19.0321320846,18.5277001374,-0.3511149531,-0.366041885,4,46.1538461538,-0.4,7,8,0,18.1140232264,19.9916378733,-0.7735591813,0.09504,4,41.6666666667,0,0,16,Sao Bernardo,Maringa,2,2014
1,3,1,20.0013550145,18.6729493252,1.5245984724,1.4078451176,4,84.6153846154,0.856677888,2,2,0,20.017128707,16.8965201875,1.3837117584,1.8537447952,4,76.9230769231,0,0,16,Sesi,Sada Cruzeiro,2,2014
11,12,0,18.717835322,19.3852206646,-0.5947750989,-0.7904814762,3,33.3333333333,0,7,8,0,18.2912185811,20.0933102987,-1.018847345,-0.323968,3,38.4615384615,0,0,19,Funvic,Maringa,2,2014
6,8,1,19.3257056677,18.6221601099,0.1191080375,0.107166492,6,50,-0.450944,9,7,0,19.4139318254,20.0792703987,-0.4530239507,-0.0203652791,6,38.4615384615,0,1,22,Sao Bernardo,Volta Redonda,2,2014
11,10,1,19.4397013429,19.995857405,-0.7958129475,0.0231773506,7,30.7692307692,1.144,5,6,1,19.5878175216,18.0818773215,0.950037143,0.3165510716,7,64.2857142857,0,0,23,JF Volei,Canoas,2,2014
10,12,1,19.1742682576,19.3081765317,0.1241799209,-0.032385181,4,38.4615384615,0.2,4,3,1,19.7923483629,18.5304943447,0.7837020473,0.79334144,7,64.2857142857,0,1,23,Funvic,Brasil Volei Clube,2,2014
11,1,0,17.2948162376,20.3175091065,-0.7984183789,-1.4980532491,7,28.5714285714,0.49344,1,3,1,19.6410840116,18.3383594601,1.3262760941,1.158108478,7,85.7142857143,0,0,23,RJX,Sesi,2,2014
5,6,0,19.7202540173,18.7155018572,0.8991358156,0.3600297144,4,60,-0.744,6,8,0,18.7405645341,18.577728088,-0.1142668064,-0.5963980535,5,46.6666666667,0,1,27,Canoas,Sao Bernardo,2,2014
2,2,0,19.4137029656,17.15721615,1.1702932617,0.9069694067,7,71.4285714286,-0.220288,8,1,1,17.6358529901,20.2540072852,-0.9984425993,-0.7426855646,4,33.3333333333,0,0,27,Sada Cruzeiro,RJX,2,2014
7,7,1,19.2111454603,19.343416319,-0.816180297,-0.1624191606,5,42.8571428571,0.6,9,8,0,18.4329748649,20.2746482389,-1.415077876,-0.8591744,7,35.7142857143,0,1,27,Volta Redonda,Maringa,2,2014
3,3,1,20.0338786903,18.4243954758,0.014784,1.2269616378,4,66.6666666667,-0.6,10,10,1,19.8017610743,20.046685924,0.4185418805,-0.6576296417,4,35.7142857143,0,1,27,Brasil Volei Clube,JF Volei,2,2014
4,5,1,19.2786698846,17.6449073098,0.9154819675,0.7839786822,7,66.6666666667,-0.72,11,12,0,18.9394146061,19.6465412253,-0.6259081448,-1.0550810468,4,35.7142857143,0,1,27,Minas,Funvic,2,2014
1,3,0,19.7128672093,18.4706875681,1.4196787779,0.8610208752,4,80,-0.81312,12,12,0,18.0545895517,20.5905717767,-1.5696564151,-1.2066356937,7,21.4285714286,0,0,27,Sesi,America Volei,2,2014
5,6,0,19.1762032139,19.1724014858,0.1193086525,-0.3119762285,7,56.25,0.4,3,3,0,19.8771029522,18.9895163806,0.5815693103,1.234673152,7,62.5,0,1,8,Canoas,Brasil Volei Clube,3,2014
11,1,0,17.5753490588,20.4698724949,-0.4387347032,-1.3987540794,7,31.25,0.55364352,4,5,0,18.8729359077,17.7659258479,0.2271829458,0.0896888659,7,62.5,0,1,8,RJX,Minas,3,2014
7,8,1,19.0463798919,19.8697185911,-1.1312896,-0.7320623008,7,40,1.08,2,2,1,19.7976290392,17.1924395867,1.3255755254,1.2829958361,7,73.3333333333,1,1,9,Maringa,Sada Cruzeiro,3,2014
6,8,1,19.1924516273,18.2621824704,-0.10471357,0.5085865549,7,50,1.78656,1,3,1,19.7702937674,18.3265500545,1.0888167002,0.7264867824,7,81.25,1,1,9,Sao Bernardo,Sesi,3,2014
3,3,1,19.5816823618,18.5516131045,-0.3881728,0.6652554482,3,64.7058823529,-0.52,5,6,0,18.7009625711,19.0179211886,-0.4495809828,-0.1467591428,3,52.9411764706,1,0,11,Brasil Volei Clube,Canoas,3,2014
4,5,1,19.6316820595,18.1460740116,0.332385574,0.7817463566,4,64.7058823529,-1.042914816,11,1,0,17.9936125803,20.9092313292,-1.7190032635,-1.1941484517,4,29.4117647059,1,0,12,Minas,RJX,3,2014
2,2,1,20.0381032313,16.820618336,1.5362346094,1.6604604203,5,75,-1.464,7,8,0,18.3037705802,20.0957748729,-1.1856498407,-0.28733952,5,37.5,1,0,14,Sada Cruzeiro,Maringa,3,2014
1,3,1,19.376235014,18.1012400436,1.5357430223,1.0710533602,6,82.3529411765,-1.629248,6,8,0,18.7939613018,18.1697459763,0.2068692439,0.1228815572,6,47.0588235294,1,0,15,Sesi,Sao Bernardo,3,2014
4,5,1,19.8553456476,18.2668592093,0.6659084592,1.0253970853,7,66.6666666667,0.59008768,2,2,1,19.9804825851,16.9564946688,1.7283683362,1.6263966689,7,76.4705882353,2,1,23,Minas,Sada Cruzeiro,3,2014
3,3,1,20.1653458894,19.1912904836,0.08946176,0.9322043586,7,66.6666666667,0.2,1,3,1,19.5509880112,17.6309920349,1.2568426881,0.7811894259,7,83.3333333333,2,1,26,Brasil Volei Clube,Sesi,3,2014
2,2,1,20.1843860681,16.565195735,1.6289876875,1.982694669,6,77.7777777778,-1.072070144,4,5,0,18.8842765181,18.8134873674,0.2203176682,0.6717510928,6,63.1578947368,2,0,29,Sada Cruzeiro,Minas,3,2014
1,3,1,20.1407904089,18.2547936279,1.6285944179,1.4054741505,7,84.2105263158,0.4853423104,2,2,1,20.3475088544,16.5854899214,2.1861557352,1.9011173351,7,78.9473684211,3,1,13,Sesi,Sada Cruzeiro,4,2014
7,7,0,18.1851690415,18.585796781,-0.283770856,-0.2345046049,7,50,-0.72,8,8,0,18.1430164641,20.0266198983,-1.3485198725,-0.629871616,7,50,0,1,29,Sao Bernardo,Maringa,10,2014
6,3,0,20.2822767116,19.8530323869,-0.328430592,0.3457634869,7,50,0,10,10,0,20,20,0,0,7,50,0,0,30,Brasil Volei Clube,Voleisul/Paqueta,10,2014
5,2,0,19.7126323271,18.8038349023,0.7028755343,0.5243793204,7,50,-1.050496,8,12,0,17.9936716413,20.4724574214,-1.6557251321,-1.365308555,7,50,0,0,30,Sesi,America Volei,10,2014
6,4,0,18.4407545478,19.2507898939,-0.0672732326,-0.4237458654,7,50,-0.176,5,10,1,18.8015316848,19.1672329803,-0.1007265158,-0.4440648375,7,50,0,1,30,Minas,Funvic,10,2014
5,1,1,20.4780070836,16.8683919371,1.90319015,2.3489245882,7,50,0,11,11,0,20,20,0,0,7,50,0,0,31,Sada Cruzeiro,Sao Jose dos Campos,10,2014
10,10,0,20.45,20.6,0,-0.4,3,0,0,3,2,1,20.6701058617,19.4430679219,0.8195034563,1.0249515407,3,100,0,0,2,Voleisul/Paqueta,Sesi,11,2014
9,12,0,18.7949373131,21.2779659371,-1.1480836576,-1.7245801057,3,0,0.1888,1,1,1,21.1324056668,17.2447135497,2.2791396705,2.1208938681,2,100,0,1,2,America Volei,Sada Cruzeiro,11,2014
5,8,1,19.5144131713,19.954629252,-1.50503168,-0.478815898,4,100,0.4,8,6,0,19.3107700569,19.7143369509,-0.7596647862,-0.5174073142,7,50,0,0,2,Maringa,Canoas,11,2014
7,4,0,19.0859369716,20.4006319152,-0.6538185861,-0.9389966923,3,0,0,11,11,0,19.75,20.75,-0.4,-0.4,2,0,0,0,2,Minas,Sao Jose dos Campos,11,2014
3,10,1,20.0412253479,19.6671197176,-0.5006560633,0.5194187873,3,100,0.76,6,3,1,20.8258213692,20.3324259095,0.6766107895,1.1877385216,3,100,0,0,2,Funvic,Brasil Volei Clube,11,2014
7,10,1,21.26,20.98,0.4,0.08,3,50,0,1,1,1,21.7559245335,17.6457708397,2.2233117364,2.0967150945,3,100,0,1,5,Voleisul/Paqueta,Sada Cruzeiro,11,2014
8,6,0,19.6486160455,20.5714695607,-0.104553078,-1.007731829,4,0,0.0048,12,7,0,18.4814685665,19.8686374248,-0.7876036839,-0.3016947543,7,0,0,0,6,Canoas,Sao Bernardo,11,2014
5,4,1,19.5887495773,20.0005055321,-0.3230548689,-0.5511973539,4,50,0.2,3,8,1,20.4115305371,20.1637034016,0.0169472816,0.0961027072,4,100,0,0,6,Minas,Maringa,11,2014
11,11,0,19.48,20.92,0,-0.52,4,0,0,9,12,0,18.8859498504,21.8723727497,-1.7796640845,-1.492246844,4,0,0,1,6,Sao Jose dos Campos,America Volei,11,2014
6,3,0,21.0606570954,20.5459407276,0.1372555264,0.3412886316,4,50,-0.08,10,9,1,20.0914088594,19.8873487392,0.7348335044,-0.1261037133,7,50,0,0,6,Brasil Volei Clube,JF Volei,11,2014
6,2,0,21.0360846894,20.4544543375,0.9623004274,0.2556027651,4,50,-1.016,2,10,1,20.3129802783,20.133695774,0.6155350299,0.24474813,4,100,0,1,6,Sesi,Funvic,11,2014
7,6,1,20.7188928364,20.4571756486,0.5163575376,-0.2061854632,2,50,0,11,11,0,19.984,22.0693333333,-1.016,-0.52,2,0,0,0,8,Canoas,Sao Jose dos Campos,11,2014
10,9,0,19.8064604209,20.9098789914,-0.236650358,-0.0121331965,3,0,1.144,7,2,0,20.8955344182,21.36356347,-0.395517788,0.4199612326,3,33.3333333333,0,1,9,JF Volei,Sesi,11,2014
2,10,1,21.2503842226,20.1736232859,-0.2005248506,1.0924280239,3,100,0.28,1,1,1,22.4047396268,18.1166166718,2.3786493891,2.2773720756,4,100,0,1,9,Funvic,Sada Cruzeiro,11,2014
9,10,0,21.008,21.784,-0.28,-0.536,4,33.3333333333,0,8,12,1,20.4420932137,21.8978981998,-0.8237312676,-0.5937974752,3,33.3333333333,0,1,9,Voleisul/Paqueta,America Volei,11,2014
12,7,0,18.7851748532,20.8949099399,-0.8270166848,-1.2300829471,3,0,2.049728,4,4,1,20.6209996618,20.5004044257,-0.0409578831,-0.0625991258,3,66.6666666667,0,1,9,Sao Bernardo,Minas,11,2014
6,8,0,20.8292244296,21.0809627213,-0.804025344,-0.3864421747,3,66.6666666667,0.6,5,3,1,21.8485256763,20.1700859154,0.8730309053,0.7501908173,3,66.6666666667,0,1,9,Maringa,Brasil Volei Clube,11,2014
7,6,1,21.4751142691,20.9657405189,0.8130860301,0.2350516294,5,66.6666666667,-0.5152,10,9,0,20.17850167,21.7279031931,-0.6097065572,-0.7008829707,4,0,0,1,13,Canoas,JF Volei,11,2014
12,7,0,18.6281398826,21.8492612852,-1.2616133478,-1.5840663577,5,0,1.07702528,1,1,1,22.9237917014,17.5599600041,2.5029195113,2.4218976605,5,100,0,1,14,Sao Bernardo,Sada Cruzeiro,11,2014
7,6,0,21.5800914153,22.3725924151,0.050468824,-0.4119586964,3,50,0.36,3,4,1,21.6301330628,20.0003235406,0.5672336935,0.5499206994,7,75,0,1,16,Canoas,Minas,11,2014
5,2,1,21.7164275345,21.4241841093,0.1698403419,0.2835857696,7,50,-0.88,6,8,0,20.8633795437,21.864770177,-0.7091537398,-0.3231178342,7,50,0,0,16,Sesi,Maringa,11,2014
8,12,1,21.203674571,21.5183185598,-1.3184669261,-0.2589850141,7,50,0.4,3,10,0,20.0669740448,21.1388986287,0.2739424191,0.795798504,7,75,0,1,16,America Volei,Funvic,11,2014
1,1,1,23.4057000278,18.2479680033,1.92255212,2.602335609,2,100,-1.6112,9,9,1,21.742801336,21.7823225545,0.1122347542,0.0392936235,3,33.3333333333,0,0,16,Sada Cruzeiro,JF Volei,11,2014
12,7,0,19.1025119061,22.5460756948,-1.6092906783,-1.8672530862,2,0,0.4,5,3,1,22.4788205411,20.3360687323,1.0984247242,1.0001526538,7,75,0,1,16,Sao Bernardo,Brasil Volei Clube,11,2014
11,11,0,20.5872,22.5554666667,-0.6,-1.2128,7,0,0,10,10,0,20.8064,22.2772,-0.8288,-0.4,7,25,0,1,16,Sao Jose dos Campos,Voleisul/Paqueta,11,2014
7,6,0,21.6640731322,22.5780739321,-0.1596249408,-0.5295669572,2,40,0.816,4,3,1,22.9830564328,19.7355216525,1.4787397794,1.4001221231,2,80,0,1,18,Canoas,Brasil Volei Clube,11,2014
3,10,1,21.0535792358,21.111118903,-0.7604198805,0.8191539353,4,80,0,9,10,1,21.7117866667,21.6884266667,-0.06304,0.28,4,40,0,0,20,Funvic,Voleisul/Paqueta,11,2014
1,1,1,23.7745600222,19.0983744026,1.938041696,2.4818684872,4,100,-1.5712,6,8,0,20.7573703016,22.6918161416,-1.1673229918,-0.8584942674,4,40,0,0,20,Sada Cruzeiro,Maringa,11,2014
10,9,0,21.8942410688,22.4758580436,-0.7893202864,-0.3102121966,4,25,0.848,8,12,0,21.1629396568,22.2146548478,-0.8071880113,-0.0750379802,4,40,0,0,20,JF Volei,America Volei,11,2014
8,12,0,21.0803517254,22.6717238783,-1.6547735409,-1.045750409,3,33.3333333333,0.4,6,8,0,20.6058962413,23.0034529133,-1.3338583935,-1.0867954139,3,33.3333333333,0,1,23,America Volei,Maringa,11,2014
10,10,0,21.8194293333,22.0507413333,-0.624,-0.450432,3,33.3333333333,0,9,9,1,22.4153928551,22.1306864349,0.1518302427,-0.3685651012,3,40,0,0,23,Voleisul/Paqueta,JF Volei,11,2014
5,2,1,22.5731420276,21.2060139541,0.7358722736,0.8268686157,7,60,-1.266048,8,6,0,21.3312585058,23.0624591457,-1.0236535657,-0.8139258514,5,33.3333333333,0,0,23,Sesi,Canoas,11,2014
3,3,1,23.3864451463,19.788417322,0.7098044211,1.7829918235,5,83.3333333333,0.4,5,4,1,21.9841064502,20.4002588324,0.6537869548,0.6399365595,7,80,0,0,23,Brasil Volei Clube,Minas,11,2014
12,7,0,18.7486761915,23.0368605559,-1.8874325426,-2.0938024689,7,0,1.7033984,4,2,1,22.9085136221,21.2648111633,1.0614948926,0.9359689861,4,66.6666666667,0,1,27,Sao Bernardo,Sesi,11,2014
11,11,0,20.3364266667,23.11104,-1.08,-1.57024,7,0,0,3,10,1,21.5428633887,21.3388951224,1.0553231482,1.2366388032,7,83.3333333333,0,1,27,Sao Jose dos Campos,Funvic,11,2014
6,8,1,21.284716993,22.4527623306,-1.0432202752,-0.6670867148,5,42.8571428571,0,7,10,1,22.8555434667,21.9072597333,0.2396544,-0.176,5,42.8571428571,0,0,28,Maringa,Voleisul/Paqueta,11,2014
5,4,0,21.7872851602,21.520207066,0.1415561049,-0.0769704361,6,66.6666666667,0.2614388122,4,2,1,23.3268108977,20.0118489306,1.4491959141,1.3487751889,2,71.4285714286,0,0,29,Minas,Sesi,11,2014
12,7,0,17.9989409532,23.4294884447,-2.1099460341,-2.2750419751,3,0,-0.50976,9,12,0,20.9142813803,22.9373791026,-1.2366003272,-0.4600303841,7,28.5714285714,0,1,30,Sao Bernardo,America Volei,11,2014
10,9,0,22.1989809507,23.1045491479,-0.2314562291,-0.4785358058,7,33.3333333333,-0.04,2,10,1,22.2342907109,21.1377827646,1.4442585186,1.5893110426,3,85.7142857143,0,1,30,JF Volei,Funvic,11,2014
3,3,1,23.909156117,20.0307338576,1.1678435369,2.0263934588,7,85.7142857143,0,11,11,0,20.335808,23.488832,-1.856192,-0.816,3,0,0,0,30,Brasil Volei Clube,Sao Jose dos Campos,11,2014
9,6,0,21.3650068046,23.2999673165,-0.7276999526,-1.2189228526,7,28.5714285714,0.68,1,1,1,23.8696480178,19.2786995221,2.3854947898,2.5375181284,7,100,0,1,30,Canoas,Sada Cruzeiro,11,2014
8,10,0,21.8844347733,21.9258077867,0.1008,-0.00827648,6,37.5,0,12,7,0,18.4491527626,23.6435907558,-2.2200335801,-0.8413558034,4,0,0,1,4,Voleisul/Paqueta,Sao Bernardo,12,2014
4,2,0,22.9414487181,20.2894791445,0.9886978188,0.9593567312,5,62.5,-0.56,3,3,1,24.1273248936,20.2912537528,2.221114767,1.7200976984,4,87.5,0,1,4,Sesi,Brasil Volei Clube,12,2014
3,10,1,22.4874325687,21.1602262117,-0.2083359044,1.5554068149,4,87.5,-0.6,6,8,1,21.4277735944,21.5622098645,-0.3336693718,-0.4694363311,6,50,0,0,4,Funvic,Maringa,12,2014
12,11,0,20.5353130667,23.7910656,-1.464,-2.0849536,4,0,0,10,9,0,22.0091847606,23.1836393183,-0.7828286447,-0.894852081,4,28.5714285714,0,0,4,Sao Jose dos Campos,JF Volei,12,2014
1,1,1,24.0957184142,18.956292951,1.9504333568,2.5083958318,4,100,-1.4576561152,5,4,1,21.7098281281,21.4961656528,0.1384236511,-0.0880507524,5,71.4285714286,0,0,4,Sada Cruzeiro,Minas,12,2014
9,6,0,20.625338777,23.6399738532,-1.1821599621,-1.5751382821,5,25,-0.92,7,12,1,21.6314251043,22.3999032821,-0.5892802618,0.0319756927,5,37.5,0,1,5,Canoas,America Volei,12,2014
7,12,1,22.3051400834,21.9865892923,-1.7238188327,0.1285757906,2,44.4444444444,-0.5184384,5,4,0,21.0478625025,21.3969325222,-0.0892610791,-0.2704406019,3,62.5,0,1,7,America Volei,Minas,12,2014
12,7,1,19.0793222101,22.8348726046,-2.0879568273,-1.5760268641,3,12.5,-0.944,2,10,1,22.889946055,21.1781809693,1.6443254519,1.6714488341,3,88.8888888889,0,1,7,Sao Bernardo,Funvic,12,2014
6,8,0,21.3922188756,22.1497678916,-0.6345762202,-0.6669354975,3,44.4444444444,-0.2,10,9,0,22.1573478085,23.5469114547,-1.0262629157,-1.1158816648,3,25,0,1,7,Maringa,JF Volei,12,2014
5,2,0,22.5531589745,20.8815833156,0.3909582551,0.367485385,3,55.5555555556,0,11,11,1,21.4282504533,23.58285248,-1.26796288,-1.2528,3,12.5,0,0,7,Sesi,Sao Jose dos Campos,12,2014
10,6,0,20.5669376883,23.9119790826,-1.5457279697,-1.8601106257,2,22.2222222222,0,9,10,0,21.4275478187,21.8606462293,-0.206621184,-0.3408,3,33.3333333333,0,0,7,Canoas,Voleisul/Paqueta,12,2014
3,3,1,23.9518599149,20.4330030022,1.5342748295,2.1768918136,3,88.8888888889,0.44,1,1,1,23.4765747314,18.8450343608,2.2067166655,2.6300145027,3,100,0,1,7,Brasil Volei Clube,Sada Cruzeiro,12,2014
12,7,0,18.463457768,23.2678980837,-2.2703654618,-1.8608214913,4,11.1111111111,0,11,11,0,21.3426003627,23.266281984,-1.214370304,-1.20224,4,11.1111111111,0,1,11,Sao Bernardo,Sao Jose dos Campos,12,2014
7,12,0,21.5241120667,21.8292714339,-1.5790550661,-0.0971393675,5,40,0.76,3,3,0,22.6948212652,21.3464024018,1.1415134509,1.7760781588,5,80,0,1,12,America Volei,Brasil Volei Clube,12,2014
2,10,1,23.311956844,20.1425447755,0.2333312765,1.9154603615,6,90,1.304,8,6,1,21.3535501506,23.4795832661,-1.0880885005,-1.0511406811,6,30,0,0,13,Funvic,Canoas,12,2014
10,10,0,21.4920382549,22.3885169835,-0.11936,-0.5652969472,7,30,0,5,4,1,21.078290002,20.7975460178,0.1285911367,-0.0163524815,7,66.6666666667,0,1,14,Voleisul/Paqueta,Minas,12,2014
6,8,0,21.3804417671,22.78648098,-1.1076609761,-1.133548398,7,40,0,11,11,1,22.0740802901,22.5463589205,-0.3714962432,-0.361792,3,20,0,0,14,Maringa,Sao Jose dos Campos,12,2014
