,Date,away_team,home_team,month,year
113,8,Brasil Volei Clube,Sesi,2,2015
114,8,America Volei,Canoas,2,2015
115,8,Sao Bernardo,Voleisul/Paqueta,2,2015
116,8,JF Volei,Sao Jose dos Campos,2,2015
117,8,Maringa,Funvic,2,2015
118,12,Sao Bernardo,Canoas,2,2015
119,22,Funvic,Sao Bernardo,2,2015
120,22,Sao Jose dos Campos,Sesi,2,2015
121,22,Voleisul/Paqueta,Canoas,2,2015
122,22,JF Volei,Maringa,2,2015
123,22,Minas,America Volei,2,2015
124,22,Sada Cruzeiro,Brasil Volei Clube,2,2015
125,1,Minas,Voleisul/Paqueta,3,2015
126,1,Sesi,Sada Cruzeiro,3,2015
127,1,Sao Jose dos Campos,Maringa,3,2015
128,1,Sao Bernardo,JF Volei,3,2015
129,1,Canoas,Funvic,3,2015
130,1,Brasil Volei Clube,America Volei,3,2015
131,7,America Volei,Sada Cruzeiro,3,2015
132,8,Maringa,Sesi,3,2015
133,8,Canoas,Funvic,3,2015
134,10,Brasil Volei Clube,Minas,3,2015
135,14,Sada Cruzeiro,America Volei,3,2015
136,15,Sesi,Maringa,3,2015
137,15,Minas,Brasil Volei Clube,3,2015
138,15,Funvic,Canoas,3,2015
139,17,Maringa,Sesi,3,2015
140,18,Canoas,Funvic,3,2015
141,21,Minas,Sada Cruzeiro,3,2015
142,22,Sesi,Funvic,3,2015
143,31,Sada Cruzeiro,Minas,3,2015
144,1,Funvic,Sesi,4,2015
145,12,Sesi,Sada Cruzeiro,4,2015
