,Date,away_team,home_team,month,year
193,15,Sada Cruzeiro,Volta Redonda,3,2011
194,15,Medley,Ulbra Sao Caetano,3,2011
195,15,Volei Futuro,Sao Bernardo,3,2011
196,15,Pinheiros,Santo Andre,3,2011
197,16,Minas,Fatima UCS,3,2011
198,16,America Volei,Blumenau,3,2011
199,16,Sesi,Londrina,3,2011
200,18,Minas,Volta Redonda,3,2011
201,18,Volei Futuro,Ulbra Sao Caetano,3,2011
202,18,Medley,Sao Bernardo,3,2011
203,18,Sesi,Santo Andre,3,2011
204,18,Pinheiros,Londrina,3,2011
205,18,Sada Cruzeiro,Fatima UCS,3,2011
206,18,America Volei,Cimed,3,2011
207,22,Medley,Sesi,3,2011
208,22,Minas,America Volei,3,2011
209,23,Pinheiros,Sada Cruzeiro,3,2011
210,23,Volei Futuro,Cimed,3,2011
211,25,Sesi,Medley,3,2011
212,25,America Volei,Minas,3,2011
213,26,Sada Cruzeiro,Pinheiros,3,2011
214,26,Cimed,Volei Futuro,3,2011
215,31,Minas,Sesi,3,2011
216,2,Volei Futuro,Sada Cruzeiro,4,2011
217,3,Sesi,Minas,4,2011
218,9,Minas,Sesi,4,2011
219,9,Sada Cruzeiro,Volei Futuro,4,2011
220,16,Volei Futuro,Sada Cruzeiro,4,2011
221,25,Sada Cruzeiro,Sesi,4,2011
