,Date,away_team,home_team,month,year
78,29,Sada Cruzeiro,Canoas,1,2016
79,29,Funvic,Bento Volei,1,2016
80,29,Sesi,America Volei,1,2016
81,29,Brasil Volei Clube,Minas,1,2016
82,30,Sada Cruzeiro,Maringa,1,2016
83,30,Sesi,Minas,1,2016
84,31,JF Volei,Canoas,1,2016
85,31,Brasil Volei Clube,America Volei,1,2016
86,31,Funvic,Voleisul/Paqueta,1,2016
87,31,Sao Jose dos Campos,Bento Volei,1,2016
88,5,JF Volei,Minas,2,2016
89,5,Bento Volei,Maringa,2,2016
90,5,Sao Jose dos Campos,Sesi,2,2016
91,5,America Volei,Sada Cruzeiro,2,2016
92,5,Voleisul/Paqueta,Canoas,2,2016
93,5,Funvic,Brasil Volei Clube,2,2016
94,13,Funvic,Sesi,2,2016
95,13,Sao Jose dos Campos,Brasil Volei Clube,2,2016
96,14,Voleisul/Paqueta,Maringa,2,2016
97,14,America Volei,JF Volei,2,2016
98,14,Bento Volei,Canoas,2,2016
99,14,Sada Cruzeiro,Minas,2,2016
100,20,Brasil Volei Clube,Maringa,2,2016
101,20,Sesi,JF Volei,2,2016
102,23,Canoas,Minas,2,2016
103,26,Sada Cruzeiro,Sao Jose dos Campos,2,2016
104,26,Bento Volei,Sesi,2,2016
105,26,JF Volei,Funvic,2,2016
106,26,Voleisul/Paqueta,Brasil Volei Clube,2,2016
107,26,Maringa,America Volei,2,2016
108,27,Sada Cruzeiro,Funvic,2,2016
109,28,Maringa,Minas,2,2016
110,28,Canoas,America Volei,2,2016
111,28,JF Volei,Sao Jose dos Campos,2,2016
112,28,Voleisul/Paqueta,Sesi,2,2016
113,1,Bento Volei,Brasil Volei Clube,3,2016
114,4,Maringa,Sao Jose dos Campos,3,2016
115,4,America Volei,Voleisul/Paqueta,3,2016
116,4,Funvic,Canoas,3,2016
117,4,Minas,Bento Volei,3,2016
118,4,Brasil Volei Clube,Sada Cruzeiro,3,2016
119,5,Brasil Volei Clube,JF Volei,3,2016
120,6,Funvic,Maringa,3,2016
121,6,Sao Jose dos Campos,Canoas,3,2016
122,6,Minas,Voleisul/Paqueta,3,2016
123,6,America Volei,Bento Volei,3,2016
124,6,Sesi,Sada Cruzeiro,3,2016
125,10,Funvic,Sao Jose dos Campos,3,2016
126,10,Sada Cruzeiro,JF Volei,3,2016
127,10,Maringa,Canoas,3,2016
128,10,Sesi,Brasil Volei Clube,3,2016
129,10,Voleisul/Paqueta,Bento Volei,3,2016
130,10,Minas,America Volei,3,2016
131,14,Bento Volei,Brasil Volei Clube,3,2016
132,14,America Volei,Sesi,3,2016
133,17,Sao Jose dos Campos,Sada Cruzeiro,3,2016
134,18,Minas,Funvic,3,2016
135,19,Brasil Volei Clube,Bento Volei,3,2016
136,19,Sesi,America Volei,3,2016
137,20,Sada Cruzeiro,Sao Jose dos Campos,3,2016
138,20,Funvic,Minas,3,2016
139,26,Brasil Volei Clube,Funvic,3,2016
140,27,Sesi,Sada Cruzeiro,3,2016
141,2,Sada Cruzeiro,Sesi,4,2016
142,2,Funvic,Brasil Volei Clube,4,2016
143,6,Brasil Volei Clube,Funvic,4,2016
144,10,Brasil Volei Clube,Sada Cruzeiro,4,2016
