,Date,month,year,home_team,away_team,home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result
0,12,10,2018,Czarni Radom,Jastrzebski,20.0,20.0,20.0,20.0,9,6,9,6,0,0,0.0,0.0,0.0,0.0,7,7,0.0,0,50.0,50.0,0
1,13,10,2018,Verva Warszawa,Cuprum,20.0,20.0,20.0,20.0,3,12,7,8,0,0,0.0,0.0,0.0,0.0,7,7,0.0,0,50.0,50.0,1
2,13,10,2018,Zawiercie,Rzeszow,20.0,20.0,20.0,20.0,4,7,10,4,0,0,0.0,0.0,0.0,0.0,7,7,0.0,0,50.0,50.0,1
3,13,10,2018,Bedzin,Kedzierzyn-Kozle,20.0,20.0,20.0,20.0,13,4,13,1,0,0,0.0,0.0,0.0,0.0,7,7,0.0,0,50.0,50.0,0
4,14,10,2018,GKS Katowice,Olsztyn,20.0,20.0,20.0,20.0,8,9,11,5,0,0,0.0,0.0,0.0,0.0,7,7,0.0,0,50.0,50.0,1
5,15,10,2018,Bydgoszcz,Belchatow,20.0,20.0,20.0,20.0,11,7,14,2,0,0,0.0,0.0,0.0,0.0,7,7,0.0,0,50.0,50.0,1
6,17,10,2018,Belchatow,Bedzin,20.48,20.6,20.64,21.1,8,13,2,13,0,0,-0.2,-0.4,0.0,0.0,2,4,0.0,0,0.0,0.0,1
7,17,10,2018,Zawiercie,Jastrzebski,20.36,21.0,20.2,20.133333333333333,4,3,10,6,1,1,0.2,0.6000000000000001,0.2,0.6000000000000001,4,5,0.0,0,100.0,100.0,0
8,17,10,2018,Szczecin,Kedzierzyn-Kozle,20.0,21.1,20.0,20.6,14,2,12,1,0,1,0.0,0.4,0.0,0.4,7,4,0.0,0,50.0,100.0,0
9,17,10,2018,Olsztyn,Czarni Radom,20.4,20.133333333333333,20.9,21.0,10,8,5,9,0,0,-0.4,-0.6000000000000001,0.0,0.0,3,5,0.0,0,0.0,0.0,0
10,17,10,2018,Cuprum,Bydgoszcz,20.133333333333333,20.64,21.0,20.48,12,8,8,14,0,1,-0.6000000000000001,0.2,0.0,0.0,4,2,0.0,0,0.0,100.0,0
11,17,10,2018,Gdansk,GKS Katowice,20.0,20.9,20.0,20.4,11,8,3,11,0,1,0.0,0.4,0.0,0.0,7,3,0.0,0,50.0,100.0,1
12,18,10,2018,Rzeszow,Verva Warszawa,20.2,21.0,20.36,20.133333333333333,10,4,4,7,0,1,-0.2,0.6000000000000001,0.0,0.0,5,5,0.0,0,0.0,100.0,0
13,19,10,2018,Kedzierzyn-Kozle,Bydgoszcz,22.080000000000002,21.062,20.68,20.834,1,4,1,14,1,1,0.9200000000000002,0.56,0.0,0.4,2,2,0.0,0,100.0,100.0,1
14,20,10,2018,Belchatow,Gdansk,21.384,20.0,20.812,20.28,7,9,2,3,1,1,0.24,0.2,0.4,0.0,3,3,0.0,0,50.0,100.0,1
15,20,10,2018,Olsztyn,Bedzin,20.386666666666667,20.78,21.72,21.880000000000003,11,13,5,13,0,0,-0.9200000000000002,-0.7200000000000001,-0.6000000000000001,-0.4,3,3,0.0,0,0.0,0.0,1
16,21,10,2018,Jastrzebski,Szczecin,20.76,20.2,20.306666666666665,21.2,3,14,6,12,1,0,0.6800000000000002,-0.6000000000000001,0.0,0.0,4,4,0.0,0,100.0,0.0,0
17,21,10,2018,Cuprum,Czarni Radom,20.556666666666665,21.106666666666666,21.35,20.866666666666667,13,7,8,9,0,1,-0.8800000000000001,0.12,-0.4,0.6000000000000001,4,4,0.0,0,0.0,50.0,0
18,21,10,2018,Verva Warszawa,Zawiercie,21.700000000000003,20.488,20.456666666666667,20.12,2,7,7,10,1,0,0.8800000000000001,-0.03999999999999998,0.6000000000000001,0.0,3,4,0.0,0,100.0,50.0,1
19,22,10,2018,Rzeszow,GKS Katowice,20.51,21.0,21.188000000000002,20.32,12,8,4,11,0,0,-0.56,0.12000000000000005,-0.4,-0.2,4,5,0.0,0,0.0,50.0,0
20,26,10,2018,GKS Katowice,Cuprum,22.533333333333335,20.578666666666667,21.256,22.213333333333335,6,13,11,8,1,0,0.6960000000000002,-1.3040000000000003,0.4,-0.6000000000000001,4,5,0.0,0,66.66666666666666,0.0,0
21,27,10,2018,Czarni Radom,Verva Warszawa,22.018666666666665,22.110000000000003,20.826666666666668,20.665333333333336,4,2,9,7,1,1,0.6960000000000001,1.104,-0.6000000000000001,0.4,6,6,0.0,0,66.66666666666666,100.0,1
22,27,10,2018,Belchatow,Olsztyn,21.1472,21.376,20.769600000000004,21.509333333333334,5,9,2,5,1,1,0.392,-0.13600000000000012,0.52,-0.4,7,7,0.0,0,66.66666666666666,33.33333333333333,0
23,27,10,2018,Bydgoszcz,Zawiercie,19.982933333333335,20.6904,21.6672,20.846,8,9,14,10,0,0,-0.15200000000000002,-0.432,0.2,-0.4,7,6,0.0,0,66.66666666666666,33.33333333333333,0
24,28,10,2018,Kedzierzyn-Kozle,Gdansk,22.664,20.12,19.677333333333333,20.264,1,10,1,3,1,0,1.3360000000000003,-0.03999999999999998,0.6000000000000001,-0.2,7,7,0.0,0,100.0,50.0,1
25,29,10,2018,Szczecin,Rzeszow,21.36,21.408,21.693333333333335,22.683733333333336,12,13,12,4,1,0,0.12,-1.048,-0.6000000000000001,-0.2,7,7,0.0,0,50.0,0.0,1
26,29,10,2018,Bedzin,Jastrzebski,20.757333333333335,21.341333333333335,22.570666666666668,21.44533333333333,14,4,13,6,0,0,-1.1760000000000002,-0.05599999999999994,-0.4,0.6800000000000002,7,7,0.0,0,0.0,66.66666666666666,0
27,31,10,2018,Gdansk,Olsztyn,20.629333333333335,22.16746666666667,21.277866666666668,21.407466666666668,11,8,3,5,0,1,-0.6320000000000001,0.49119999999999997,0.2,0.28,3,4,0.0,0,33.33333333333333,50.0,1
28,3,11,2018,Olsztyn,Kedzierzyn-Kozle,21.933973333333334,23.19786666666667,21.605973333333335,20.2752,8,1,5,1,0,1,0.19295999999999996,1.6688000000000003,0.12,0.9200000000000002,3,6,0.0,0,40.0,100.0,0
29,3,11,2018,Jastrzebski,Belchatow,21.27306666666667,21.11776,20.916266666666665,21.68234666666667,3,6,6,2,1,0,0.15520000000000006,-0.28640000000000004,-0.6000000000000001,-0.2,5,7,0.0,0,75.0,50.0,1
30,3,11,2018,Rzeszow,Bedzin,21.193066666666667,20.36586666666667,23.14698666666667,22.256533333333334,13,14,4,13,0,0,-1.4384000000000001,-1.1408000000000003,-0.9200000000000002,-0.9200000000000002,5,5,0.0,0,0.0,0.0,0
31,4,11,2018,Cuprum,Szczecin,21.529600000000002,22.088,22.237333333333332,21.421333333333337,12,11,8,12,1,1,-0.44320000000000026,0.6960000000000001,-0.9200000000000002,0.6000000000000001,7,6,0.0,0,25.0,66.66666666666666,0
32,4,11,2018,Zawiercie,Czarni Radom,21.55232,22.614933333333333,20.0768,20.994666666666667,6,4,10,9,1,1,0.25440000000000007,1.1568,-0.03999999999999998,1.08,7,7,0.0,0,50.0,75.0,0
33,4,11,2018,Gdansk,Bydgoszcz,20.98346666666667,19.386346666666668,21.222293333333333,22.33376,10,11,3,14,1,0,-0.30560000000000015,-0.7216000000000001,0.36000000000000004,-0.28,4,7,0.0,0,50.0,50.0,1
