,Date,month,year,home_team,away_team,home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result
23,14,11,2015,Kielce,Kedzierzyn-Kozle,20.132,22.1904,22.114000000000008,19.215466666666668,13,1,12,7,0,1,-0.9760000000000001,1.2080000000000002,-0.7200000000000001,0.2,3,3,0.0,0,0.0,100.0,0
24,14,11,2015,AZS Czestochowa,Czarni Radom,20.42,21.4488,21.518,19.373733333333334,12,6,13,8,0,1,-0.8160000000000001,0.7520000000000001,-0.7200000000000001,0.8800000000000001,3,3,0.0,0,0.0,66.66666666666666,0
25,14,11,2015,Rzeszow,Jastrzebski,21.990000000000002,20.92,20.47466666666667,20.52,2,7,1,4,1,0,1.1360000000000001,0.08800000000000002,0.6000000000000001,0.2,3,3,0.0,0,100.0,66.66666666666666,0
26,14,11,2015,Bedzin,Cuprum,19.04266666666667,21.261333333333333,22.184,20.329066666666666,14,7,14,5,0,1,-1.2080000000000002,0.6320000000000001,-0.2,-0.2,3,4,0.0,0,0.0,66.66666666666666,0
27,15,11,2015,Olsztyn,Verva Warszawa,20.866666666666667,20.547066666666666,21.581333333333337,21.66,10,9,10,9,0,0,-0.504,-0.7520000000000001,0.4,-0.6000000000000001,5,4,0.0,0,33.33333333333333,33.33333333333333,1
28,20,11,2015,Cuprum,Kielce,21.959066666666665,19.638933333333338,20.763253333333335,22.691200000000006,5,13,5,12,1,0,0.9056000000000002,-1.3808000000000002,0.7600000000000001,-0.4,6,6,0.0,0,75.0,0.0,1
29,20,11,2015,Bedzin,Verva Warszawa,19.734133333333336,20.837653333333336,22.697200000000002,21.648,14,10,14,9,0,0,-1.3664,-0.8016000000000001,-0.56,-0.6800000000000002,6,5,0.0,0,0.0,25.0,1
30,21,11,2015,Czarni Radom,Olsztyn,22.425706666666667,21.013333333333335,19.43232,21.665066666666668,6,8,8,10,1,1,1.2016000000000002,-0.2032,-0.2,-0.7600000000000001,7,6,0.0,0,75.0,50.0,1
31,21,11,2015,Belchatow,AZS Czestochowa,22.395200000000006,20.269333333333336,20.02826666666667,22.481066666666667,5,13,2,13,1,0,0.8688000000000002,-1.2528000000000001,0.6640000000000001,-0.2,7,7,0.0,0,75.0,0.0,1
32,21,11,2015,Kedzierzyn-Kozle,Bielsko-Biala,22.75232,19.929413333333336,18.90570666666667,21.704960000000003,1,11,7,11,1,0,1.5664000000000002,-0.7264000000000002,1.08,-0.2800000000000001,7,7,0.0,0,100.0,25.0,1
33,22,11,2015,Bydgoszcz,Rzeszow,20.90826666666667,21.672000000000004,21.4908,20.33973333333334,9,5,6,1,1,0,0.13119999999999987,0.7088000000000001,-0.08000000000000007,0.7200000000000001,7,7,0.0,0,50.0,75.0,0
34,22,11,2015,Jastrzebski,Gdansk,20.696,20.950293333333335,20.496000000000002,20.838080000000005,7,6,4,3,1,0,0.27040000000000003,0.07840000000000003,-0.03999999999999998,0.07840000000000003,7,7,0.0,0,75.0,75.0,0
35,25,11,2015,Kielce,Verva Warszawa,20.444480000000006,20.936789333333333,23.552960000000006,22.385066666666667,14,10,12,9,0,0,-1.7046400000000004,-1.2412800000000002,-1.1760000000000002,-1.1440000000000001,5,5,0.0,0,0.0,20.0,0
36,25,11,2015,Bielsko-Biala,Cuprum,19.410197333333336,22.967253333333332,22.497301333333336,21.343936000000003,11,5,11,5,0,1,-1.1811200000000004,1.3244800000000003,-0.56,0.24,4,5,0.0,0,20.0,80.0,1
37,25,11,2015,Belchatow,Jastrzebski,22.916160000000005,20.556800000000003,19.28928,20.5968,3,7,2,4,1,0,1.2950400000000002,0.01632000000000003,1.1312000000000002,0.36000000000000004,4,3,0.0,0,80.0,60.0,1
38,25,11,2015,AZS Czestochowa,Olsztyn,19.482133333333334,20.677333333333337,22.984853333333334,22.332053333333334,13,9,13,10,0,0,-1.6022400000000003,-0.7625600000000001,-1.1760000000000002,-1.2080000000000002,4,4,0.0,0,0.0,40.0,0
39,25,11,2015,Gdansk,Bydgoszcz,20.96023466666667,21.476613333333336,20.670464000000006,22.292640000000002,4,10,3,6,1,0,0.26272000000000006,-0.29504000000000014,0.0,0.07999999999999996,3,3,0.0,0,80.0,40.0,1
40,25,11,2015,Bedzin,Czarni Radom,20.853973333333336,22.940565333333335,22.42442666666667,19.412522666666668,12,6,14,8,1,1,-0.49312,1.5612800000000004,0.15200000000000002,1.3040000000000003,5,4,0.0,0,20.0,80.0,0
41,26,11,2015,Rzeszow,Kedzierzyn-Kozle,22.437600000000007,23.335189333333336,21.02178666666667,18.591232000000005,5,1,1,7,1,1,0.9670400000000001,1.8531200000000003,0.2800000000000001,0.7600000000000001,4,5,0.0,0,80.0,100.0,0
42,27,11,2015,Bydgoszcz,Belchatow,20.38129066666667,23.182928000000008,22.834112,19.481424,10,2,6,2,0,1,-0.8360320000000002,1.4360320000000004,-0.4640000000000001,0.4,2,2,0.0,0,33.33333333333333,83.33333333333334,0
43,28,11,2015,Kedzierzyn-Kozle,Gdansk,23.618151466666667,21.768187733333335,19.572985600000006,19.736371200000004,1,3,7,3,1,1,1.8824960000000002,0.8101760000000001,1.4640000000000002,0.26272000000000006,2,3,0.0,0,100.0,83.33333333333334,0
44,28,11,2015,Olsztyn,Bedzin,21.54186666666667,20.48317866666667,22.06564266666667,22.939541333333334,8,12,10,14,1,0,-0.010048000000000057,-0.994496,0.52,-1.08,3,3,0.0,0,50.0,16.666666666666664,1
45,30,11,2015,Rzeszow,Cuprum,22.650080000000006,23.02380266666667,21.767429333333336,21.725148800000007,5,6,1,5,0,0,0.3736320000000001,0.6595840000000003,-0.17599999999999993,-0.20800000000000002,4,5,0.0,0,66.66666666666666,66.66666666666666,0
46,30,11,2015,Czarni Radom,Kielce,23.35245226666667,20.435584000000006,19.330018133333336,23.122368000000005,5,14,8,12,1,0,1.8490240000000004,-1.5637120000000004,0.44000000000000006,-0.9200000000000002,5,5,0.0,0,83.33333333333334,0.0,1
47,30,11,2015,Verva Warszawa,Bielsko-Biala,21.02943146666667,20.17815786666667,21.988053333333333,22.647841066666672,9,11,9,11,1,1,-0.7930240000000002,-0.5448960000000004,-0.24,-0.8240000000000002,5,5,0.0,0,33.33333333333333,33.33333333333333,1
48,3,12,2015,Jastrzebski,AZS Czestochowa,20.495440000000002,19.785706666666666,21.327440000000003,23.387882666666666,8,13,4,13,0,0,-0.386944,-1.8817920000000004,-0.23199999999999998,-0.7600000000000001,7,7,0.0,0,50.0,0.0,1
49,4,12,2015,AZS Czestochowa,Bedzin,20.228565333333336,19.786542933333337,23.710306133333333,23.35163306666667,13,12,13,14,0,0,-2.1054336000000005,-1.3955968000000003,-1.5408000000000004,-1.4640000000000002,1,6,0.0,0,0.0,14.285714285714285,1
50,5,12,2015,Bielsko-Biala,Czarni Radom,20.209192960000003,23.431961813333338,23.118272853333337,19.31401450666667,11,4,11,8,0,1,-1.0359168000000003,1.8792192000000005,-0.04800000000000004,1.6432000000000004,5,5,0.0,0,28.57142857142857,85.71428571428571,0
51,5,12,2015,Kielce,Olsztyn,20.198467200000007,22.23349333333334,23.247894400000003,21.05251413333334,14,8,12,10,0,1,-1.6509696000000003,0.5919616000000001,-1.1408000000000003,-0.36640000000000006,5,7,0.0,0,0.0,57.14285714285714,1
52,5,12,2015,Rzeszow,Verva Warszawa,22.280064000000007,21.823545173333336,21.73394346666667,21.657109333333334,6,9,1,9,0,1,0.09890560000000004,-0.034419200000000094,-0.3408,-0.7152000000000001,5,5,0.0,0,57.14285714285714,42.857142857142854,0
53,5,12,2015,Jastrzebski,Bydgoszcz,21.396352000000004,20.905032533333337,21.461952000000004,23.4672896,7,10,4,6,1,0,0.29044480000000006,-1.2688256000000004,0.4144000000000001,-0.5360000000000001,2,7,0.0,0,57.14285714285714,28.57142857142857,1
54,6,12,2015,Belchatow,Kedzierzyn-Kozle,23.746342400000007,22.974521173333336,20.185139200000002,19.778388480000007,3,2,2,7,1,0,1.7488256000000004,1.3059968000000002,1.3049600000000003,1.008,7,7,0.0,0,85.71428571428571,85.71428571428571,0
55,6,12,2015,Gdansk,Cuprum,21.53455018666667,22.739042133333335,19.869096960000004,21.540119040000008,4,5,3,5,1,1,0.8481408000000001,0.7276672000000002,0.6000000000000001,0.03359999999999999,7,6,0.0,0,85.71428571428571,71.42857142857143,1
56,9,12,2015,Czarni Radom,Rzeszow,23.10556945066667,22.184051200000006,19.811211605333337,21.707154773333336,3,7,8,1,1,0,1.7033753600000006,-0.12087551999999997,0.7520000000000001,0.9760000000000001,4,4,0.0,0,87.5,50.0,1
57,9,12,2015,Olsztyn,Bielsko-Biala,22.086794666666673,20.527354368,21.742011306666676,22.85461828266667,9,11,10,11,0,0,0.07356928000000007,-1.0287334400000003,1.016,-1.2592000000000003,4,4,0.0,0,50.0,25.0,1
58,9,12,2015,Cuprum,Belchatow,22.71123370666667,22.877073920000004,21.992095232000008,20.34811136,5,4,5,2,0,0,0.38213376000000016,1.1990604800000004,1.2080000000000002,0.9200000000000002,3,3,0.0,0,62.5,75.0,0
59,9,12,2015,Bydgoszcz,AZS Czestochowa,21.12402602666667,21.08285226666667,23.97383168,23.118244906666668,10,12,6,13,0,1,-1.6150604800000006,-1.2843468800000006,-0.9712000000000002,-1.2080000000000002,4,5,0.0,0,25.0,12.5,1
60,9,12,2015,Kedzierzyn-Kozle,Jastrzebski,22.579616938666668,22.3170816,19.702710784000008,21.569561600000007,2,6,7,4,1,1,1.2447974400000001,0.8323558400000002,0.9712000000000003,-0.11199999999999999,3,4,0.0,0,87.5,62.5,1
61,9,12,2015,Verva Warszawa,Gdansk,21.77883613866667,21.987640149333338,21.685687466666668,20.415277568000004,9,4,9,3,1,1,0.17246463999999995,0.8785126400000001,0.4080000000000001,0.4101760000000001,4,3,0.0,0,50.0,87.5,0
62,9,12,2015,Bedzin,Kielce,19.979234346666672,21.05877376000001,23.581306453333333,22.898315520000004,14,13,14,12,0,1,-1.5164774400000005,-0.9207756800000003,-0.47840000000000005,-1.1360000000000001,5,4,0.0,0,12.5,12.5,0
63,11,12,2015,Bielsko-Biala,Bedzin,20.621883494400002,20.183387477333337,23.5503612928,23.46504516266667,11,14,11,14,0,0,-1.4229867520000004,-1.6131819520000006,-0.23840000000000006,-1.5712000000000002,2,2,0.0,0,22.22222222222222,11.11111111111111,1
64,12,12,2015,AZS Czestochowa,Kielce,21.199615146666673,21.44701900800001,23.894595925333334,22.518652416000002,13,12,13,12,0,1,-1.6274775040000007,-0.3366205440000003,-0.8326400000000004,-0.5088000000000001,3,3,0.0,0,11.11111111111111,22.22222222222222,1
65,12,12,2015,Belchatow,Verva Warszawa,22.221659136000007,21.703068910933336,20.278489088,21.868549973333334,4,9,2,9,1,0,1.1592483840000003,-0.06202828800000004,0.8439680000000003,-0.3721600000000001,3,3,0.0,0,77.77777777777779,44.44444444444444,1
66,12,12,2015,Rzeszow,Olsztyn,22.147240960000005,22.936102400000006,21.68572381866667,21.59360904533334,8,7,1,10,0,1,-0.29670041599999997,0.6588554240000002,-0.47264,-0.6931200000000001,3,3,0.0,0,44.44444444444444,55.55555555555556,1
67,12,12,2015,Jastrzebski,Cuprum,21.920331946666668,22.168986965333335,22.255649280000007,21.51367618560001,7,6,4,5,0,0,0.06588467200000014,0.10570700800000016,0.9315200000000001,-0.17312000000000002,3,3,0.0,0,55.55555555555556,55.55555555555556,1
68,13,12,2015,Gdansk,Czarni Radom,22.11011211946667,22.804455560533338,20.612222054400004,20.24896928426667,3,4,3,8,1,1,0.902810112,1.5627002880000005,0.6800000000000002,1.5145600000000004,4,4,0.0,0,88.88888888888889,88.88888888888889,1
69,13,12,2015,Bydgoszcz,Kedzierzyn-Kozle,22.299220821333336,23.063693550933333,23.512398677333337,19.828835293866675,10,2,6,7,1,1,-0.6920483840000005,1.5958379520000001,-0.17696000000000012,1.0064,4,4,0.0,0,33.33333333333333,88.88888888888889,0
70,18,12,2015,Kielce,Bielsko-Biala,21.237615206400008,20.857506795520003,22.334921932800004,22.800289034240002,13,11,12,11,0,1,-0.46929643520000025,-0.9383894016000003,-0.5126400000000002,-1.6073600000000003,6,7,0.0,0,20.0,30.0,1
71,19,12,2015,Cuprum,Bydgoszcz,22.01518957226667,21.83937665706667,21.890940948480008,23.80991894186667,7,10,5,6,0,0,-0.11543439359999988,-1.1536387072000005,0.7664000000000002,-1.0288000000000002,7,6,0.0,0,50.0,30.0,1
72,19,12,2015,Kedzierzyn-Kozle,AZS Czestochowa,23.450954840746668,21.27969211733334,19.86306823509334,23.19567674026667,1,13,7,13,1,1,1.8766703616000002,-1.1019820032000007,1.3769600000000004,-1.5664000000000002,6,7,0.0,0,90.0,20.0,1
73,20,12,2015,Czarni Radom,Belchatow,22.49356444842667,22.91066064213334,21.099175427413336,20.6227912704,4,3,8,2,0,1,0.8501602304000005,1.5273987072000004,0.8016000000000001,0.9360000000000002,7,7,0.0,0,80.0,80.0,0
74,20,12,2015,Olsztyn,Gdansk,21.908881920000006,22.588089695573338,21.434887236266675,20.739777643520004,8,3,10,3,0,1,0.3270843392000002,1.1222480896000002,1.4128000000000003,0.5281408000000001,7,7,0.0,0,50.0,90.0,1
75,20,12,2015,Bedzin,Rzeszow,20.106709981866672,21.877792768000006,23.132036130133336,20.908579054933334,14,8,14,1,0,1,-1.4905455616000005,-0.03736033279999998,-0.7827200000000001,0.5808000000000002,7,7,0.0,0,10.0,50.0,0
76,21,12,2015,Verva Warszawa,Jastrzebski,21.762455128746673,22.216265557333333,22.628173312,22.084519424000007,9,7,9,4,0,1,-0.6496226304000001,0.25270773760000015,0.12640000000000007,-0.6896000000000001,7,7,0.0,0,40.0,60.0,1
77,13,1,2016,Rzeszow,Kielce,22.502234214400005,21.740092165120007,19.86019657728,21.817937546240003,5,12,1,12,1,1,0.5701117337600001,0.02456285183999979,-0.178112,-0.6070400000000001,7,7,0.0,0,54.54545454545454,27.27272727272727,1
78,13,1,2016,Jastrzebski,Czarni Radom,21.839679112533332,22.54485155874134,22.667615539200007,21.829340341930667,7,4,4,8,0,0,-0.39783380991999995,0.2801281843200004,0.9452160000000001,0.8116480000000003,7,7,0.0,0,54.54545454545454,72.72727272727273,1
79,13,1,2016,Bydgoszcz,Verva Warszawa,21.471501325653335,22.40996410299734,24.047935153493338,22.16920531626667,10,9,6,9,0,1,-1.5229109657600004,0.08030189568000001,-0.7415680000000002,-0.8977280000000002,7,7,0.0,0,27.27272727272727,45.45454545454545,1
80,13,1,2016,Kedzierzyn-Kozle,Cuprum,23.760763872597334,22.61215165781334,19.55712125474134,21.512752758784007,1,7,7,5,1,1,2.1013362892800003,0.5076524851200002,1.7015680000000004,-0.338496,7,7,0.0,0,90.9090909090909,54.54545454545454,1
81,13,1,2016,Bedzin,Gdansk,19.21870131882667,21.95047175645867,23.50562890410667,20.671822114816003,14,3,14,3,0,0,-1.7924364492800005,0.6977984716800003,-1.2261760000000002,0.2225126400000001,7,7,0.0,0,9.090909090909092,81.81818181818183,0
82,14,1,2016,Belchatow,Olsztyn,23.27852851370667,21.607105536000006,21.04823301632,21.02790978901334,3,8,2,10,1,1,1.6219189657600004,0.4616674713600002,1.2751744000000005,-0.754496,7,7,0.0,0,81.81818181818183,54.54545454545454,0
83,15,1,2016,Bedzin,Bydgoszcz,18.841627721728003,22.42720106052267,23.804503123285336,23.638348122794675,14,10,14,6,0,1,-2.0339491594240005,-0.8183287726080003,-1.5809408000000003,-1.4230400000000003,2,2,0.0,0,8.333333333333332,33.33333333333333,0
84,16,1,2016,Rzeszow,Gdansk,22.901787371520008,22.560377405166935,20.088157261824,20.00412435851947,5,2,1,3,1,1,0.8560893870080002,1.1582387773440004,0.25751040000000003,0.7780101120000001,3,3,0.0,0,58.333333333333336,83.33333333333334,1
85,16,1,2016,Olsztyn,Kedzierzyn-Kozle,22.235684428800006,24.008611098077868,21.622327831210672,19.179030337126406,7,1,10,7,1,1,0.7693339770880002,2.2810690314240003,1.3302400000000003,1.4051200000000001,2,3,0.0,0,58.333333333333336,91.66666666666666,0
86,16,1,2016,Bielsko-Biala,Belchatow,20.636005436416003,23.42282281096534,22.990231227392,21.788586413056002,11,3,11,2,0,0,-1.1507115212800003,0.8975351726080004,0.009279999999999955,1.1488,7,2,0.0,0,27.27272727272727,75.0,0
87,16,1,2016,AZS Czestochowa,Verva Warszawa,20.69042036053334,22.327971282397876,23.556541392213337,22.985364253013337,13,9,13,9,0,0,-1.4815856025600007,-0.335758483456,-0.46611200000000036,-1.1181824000000002,7,3,0.0,0,18.181818181818183,41.66666666666667,1
88,17,1,2016,Czarni Radom,Cuprum,22.43588124699307,21.623054659584007,22.463472273544536,22.210202207027205,5,8,8,5,0,0,-0.37589745254399975,-0.19387801190399995,0.24128000000000005,-0.8707968000000001,4,4,0.0,0,66.66666666666666,50.0,0
89,17,1,2016,Kielce,Jastrzebski,21.592073732096004,22.471743290026666,22.354350036992003,22.53409243136001,13,7,12,4,0,1,-0.3803497185280002,0.2817329520640001,-0.010112000000000176,-1.1516800000000003,4,4,0.0,0,25.0,58.333333333333336,0
90,20,1,2016,AZS Czestochowa,Bielsko-Biala,21.552336288426673,20.808804349132803,22.445233113770673,23.242184981913603,12,11,13,11,1,0,-0.5852684820480005,-1.3205692170240004,0.22711039999999977,-1.6858880000000003,4,4,0.0,0,25.0,25.0,1
91,22,1,2016,Jastrzebski,Bedzin,23.177394632021333,19.673302177382403,21.893940611754676,24.193602498628273,6,14,4,14,1,0,0.8253863616512002,-2.0271593275392004,1.3561728000000002,-1.4569600000000003,5,7,0.2,0,61.53846153846154,7.6923076923076925,1
92,22,1,2016,Cuprum,Verva Warszawa,21.618443727667206,21.462377025918304,22.008161765621765,23.38829140241067,7,9,5,9,1,0,0.04489759047680003,-0.8686067867648002,1.2131200000000004,-1.4945459200000002,5,6,-0.2,0,53.84615384615385,38.46153846153847,1
93,23,1,2016,Kedzierzyn-Kozle,Czarni Radom,24.206888878462294,22.188704997594456,18.87655760303446,22.29077781883563,1,7,7,8,1,0,2.4248552251392006,-0.5007179620351998,1.9612544000000005,0.049318400000000207,7,6,0.2,0,92.3076923076923,61.53846153846154,1
94,23,1,2016,Belchatow,Kielce,23.588258248772274,21.14032565234347,21.730869130444802,23.083480029593602,2,13,2,12,1,0,1.1180281380864003,-0.9042797748224003,0.6201395200000005,-0.8856320000000002,7,6,0.4,0,76.92307692307693,23.076923076923077,1
95,23,1,2016,Rzeszow,AZS Czestochowa,23.521429897216006,21.601869030741337,20.603859142792537,22.11618649101654,5,11,1,13,1,1,1.2848715096064003,-0.26821478563840045,0.8060083200000001,-1.8531200000000003,7,3,0.4,0,61.53846153846154,30.76923076923077,1
96,23,1,2016,Bydgoszcz,Olsztyn,23.09176084841814,21.321880876373342,23.51067849823574,22.29786226496854,10,8,6,10,1,0,-0.25466301808640024,0.015467181670400176,-0.19325440000000016,-0.20359680000000002,7,7,-0.4,0,38.46153846153847,53.84615384615385,1
97,30,1,2016,Bedzin,Belchatow,19.788641741905924,23.51060659901782,24.20488199890262,21.62469530435584,14,2,14,2,0,1,-2.0217274620313606,1.0944225104691203,-1.6647526400000001,1.3190400000000002,7,7,-0.6000000000000001,0,7.142857142857142,78.57142857142857,0
98,30,1,2016,Czarni Radom,Bydgoszcz,21.550963998075567,23.22340867873451,22.832622255068504,22.758542798588593,7,9,8,6,0,1,-1.00057436962816,0.1962695855308798,-0.0069759999999999545,-0.7384320000000003,7,7,0.6000000000000001,0,57.14285714285714,42.857142857142854,1
99,30,1,2016,Bielsko-Biala,Rzeszow,20.807043479306245,23.817143917772807,22.95374798553088,19.616420647567363,12,4,11,1,0,1,-1.2564553736192003,1.6278972076851204,-0.39257600000000004,1.0646400000000003,7,7,-0.6000000000000001,0,23.076923076923077,64.28571428571429,0
100,30,1,2016,AZS Czestochowa,Cuprum,20.414828557926402,22.294754982133764,22.69294919281323,20.873196079164078,11,7,13,5,0,1,-0.8145718285107204,0.6359180723814402,0.38168831999999986,-0.49663744000000015,7,7,-0.2,0,28.57142857142857,57.14285714285714,0
101,31,1,2016,Verva Warszawa,Kedzierzyn-Kozle,20.43656828740131,24.365511102769837,23.710633121928534,18.90124608242757,10,1,9,7,0,1,-1.2948854294118401,2.5398841801113607,0.7011200000000002,1.7240960000000003,7,7,-0.6000000000000001,0,35.714285714285715,92.85714285714286,0
102,31,1,2016,Gdansk,Kielce,22.581635257466885,21.15226052187478,21.203299486815574,23.106784023674884,4,13,3,12,0,0,0.3265910218752003,-0.9234238198579203,0.9440000000000002,-0.9085056000000002,7,7,0.4,0,76.92307692307693,21.428571428571427,1
103,1,2,2016,Olsztyn,Jastrzebski,21.007504701098675,23.39191570561707,22.588289811974832,21.565152489403744,8,7,10,4,0,1,-0.3876262546636799,1.0603090893209601,0.46419200000000016,-0.3213440000000002,7,7,-0.2,0,50.0,64.28571428571429,0
104,7,2,2016,Olsztyn,Cuprum,21.75600376087894,22.585803985707013,23.220631849579867,20.89855686333126,8,6,10,5,0,1,-0.710101003730944,0.9087344579051522,-0.02864639999999985,0.0026900479999998894,6,7,-0.6000000000000001,0,46.666666666666664,60.0,1
105,9,2,2016,Kielce,Bydgoszcz,21.571808417499824,23.02872694298761,23.53542721893991,23.256834238870876,13,9,12,6,0,0,-1.1387390558863362,-0.24298433157529617,-0.6080896000000002,-0.9907456000000003,7,7,-0.4,0,20.0,40.0,0
106,10,2,2016,Gdansk,AZS Czestochowa,23.11530820597351,20.53186284634112,21.612639589452463,22.904359354250584,3,11,3,13,1,0,0.6612728175001603,-1.0516574628085764,1.1552000000000002,-2.0824960000000003,7,7,0.4,0,78.57142857142857,26.666666666666668,1
107,10,2,2016,Rzeszow,Belchatow,24.18704846755158,23.808485279214256,20.15980318472056,21.16642291015134,4,2,1,2,1,1,1.9023177661480966,1.4755380083752963,1.2448066560000002,1.6552320000000003,7,7,0.4,0,66.66666666666666,80.0,0
108,10,2,2016,Czarni Radom,Verva Warszawa,22.290771198460455,20.615921296587715,22.716097804054804,24.035173164209496,7,10,8,9,1,0,-0.4004594957025279,-1.6359083435294723,0.3944192000000001,-1.7956367360000003,7,7,0.4,0,60.0,33.33333333333333,0
109,10,2,2016,Bedzin,Kedzierzyn-Kozle,19.697580060191406,24.559075548882536,24.3639055991221,19.387663532608723,14,1,14,7,0,1,-2.2173819696250887,2.6319073440890888,-1.9318021120000002,1.9792768000000005,7,7,-0.6000000000000001,0,6.666666666666667,93.33333333333333,0
