Date,month,year,home_team,away_team,home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result
25,4,2018,Gdansk,Belchatow,23.20473757,24.61627282,21.49462856,21.4409441,1,3,7,3,1,1,1.260800298,2.159945417,1.214726772,1.711567763,3,7,-0.88,2,78.78787879,83.33333333,0
25,4,2018,Jastrzebski,Rzeszow,22.79080711,23.76087261,21.30501624,22.69561922,7,6,4,2,0,0,0.519258772,0.042396652,1.274259322,-0.165845018,3,3,-0.76,1,57.57575758,60.60606061,1
26,4,2018,Olsztyn,Kedzierzyn-Kozle,23.87434208,23.73337363,21.80434897,21.92033272,4,3,5,1,1,0,1.439106738,0.411971959,1.232654075,0.941665648,4,7,-0.76,2,63.63636364,83.33333333,0
28,4,2018,Bydgoszcz,AZS Czestochowa,21.36921944,20,24.72968294,20,14,17,15,16,0,0,-2.083302103,0,-1.541058358,0,6,7,0,3,21.875,50,1
28,4,2018,Rzeszow,Jastrzebski,22.76869809,22.31264569,22.23649538,20.80401299,6,7,2,4,0,1,-0.166082678,0.615407018,0.665400524,-0.043874639,3,3,0.408,1,58.82352941,58.82352941,1
28,4,2018,Belchatow,Gdansk,24.21301826,22.60379005,21.19275528,21.71570285,2,3,3,7,1,0,1.927956334,0.808640238,2.064023844,1.691814188,3,3,0.904,2,83.87096774,76.47058824,1
29,4,2018,Kedzierzyn-Kozle,Olsztyn,23.6266989,23.77947366,22.21626618,22.08347918,2,5,1,5,1,0,0.529577567,0.95128539,0.84645793,1.055841192,3,3,0.808,2,83.87096774,61.76470588,1
29,4,2018,Rzeszow,Jastrzebski,23.41495847,23.05011655,22.9891963,21.8432104,4,7,2,4,1,0,0.267133857,0.092325614,0.93232042,-0.435099711,1,1,0.7264,1,60,57.14285714,0
29,4,2018,Bydgoszcz,AZS Czestochowa,22.09537555,19.6,23.38374635,21,14,17,15,16,1,0,-1.066641682,-0.6,-0.632846686,-0.6,1,1,0.6,3,24.24242424,0,1
2,5,2018,Olsztyn,Gdansk,22.94357893,22.40303204,21.90678334,22.17256228,5,3,5,7,0,0,0.561028312,0.446912191,0.78612326,1.153451351,3,4,-0.36,2,60,74.28571429,0
3,5,2018,Belchatow,Kedzierzyn-Kozle,24.1704146,23.14135912,21.27420422,21.69301294,2,1,3,1,1,1,1.742365067,0.623662054,1.851219075,0.953332518,5,4,0.28,3,84.375,84.375,1
5,5,2018,AZS Czestochowa,Bydgoszcz,19.21333333,22.67630044,21.8,22.24033042,17,14,16,15,0,1,-1.08,-0.253313346,0,-2.053971026,6,6,-1.08,3,0,26.47058824,0
5,5,2018,Gdansk,Olsztyn,22.24242563,22.83486314,22.21804982,21.84542667,3,5,7,5,1,0,0.557529753,0.24882265,0.771781417,0.644672954,3,3,0.488,2,75,58.33333333,1
6,5,2018,Kedzierzyn-Kozle,Belchatow,23.17975396,24.40299835,22.42107702,21.68603005,3,1,1,3,0,1,-0.101070357,1.993892054,0.877166344,1.56925421,3,3,-0.824,3,81.81818182,84.84848485,0
12,10,2018,Czarni Radom,Jastrzebski,20,20,20,20,9,6,9,6,0,0,0,0,0,0,7,7,0,0,50,50,0
13,10,2018,Verva Warszawa,Cuprum,20,20,20,20,3,12,7,8,0,0,0,0,0,0,7,7,0,0,50,50,1
13,10,2018,Zawiercie,Rzeszow,20,20,20,20,4,7,10,4,0,0,0,0,0,0,7,7,0,0,50,50,1
13,10,2018,Bedzin,Kedzierzyn-Kozle,20,20,20,20,13,4,13,1,0,0,0,0,0,0,7,7,0,0,50,50,0
14,10,2018,GKS Katowice,Olsztyn,20,20,20,20,8,9,11,5,0,0,0,0,0,0,7,7,0,0,50,50,1
15,10,2018,Bydgoszcz,Belchatow,20,20,20,20,11,7,14,2,0,0,0,0,0,0,7,7,0,0,50,50,1
17,10,2018,Belchatow,Bedzin,20.48,20.6,20.64,21.1,8,13,2,13,0,0,-0.2,-0.4,0,0,2,4,0,0,0,0,1
17,10,2018,Zawiercie,Jastrzebski,20.36,21,20.2,20.13333333,4,3,10,6,1,1,0.2,0.6,0.2,0.6,4,5,0,0,100,100,0
17,10,2018,Szczecin,Kedzierzyn-Kozle,20,21.1,20,20.6,14,2,12,1,0,1,0,0.4,0,0.4,7,4,0,0,50,100,0
17,10,2018,Olsztyn,Czarni Radom,20.4,20.13333333,20.9,21,10,8,5,9,0,0,-0.4,-0.6,0,0,3,5,0,0,0,0,0
17,10,2018,Cuprum,Bydgoszcz,20.13333333,20.64,21,20.48,12,8,8,14,0,1,-0.6,0.2,0,0,4,2,0,0,0,100,0
17,10,2018,Gdansk,GKS Katowice,20,20.9,20,20.4,11,8,3,11,0,1,0,0.4,0,0,7,3,0,0,50,100,1
18,10,2018,Rzeszow,Verva Warszawa,20.2,21,20.36,20.13333333,10,4,4,7,0,1,-0.2,0.6,0,0,5,5,0,0,0,100,0
19,10,2018,Kedzierzyn-Kozle,Bydgoszcz,22.08,21.062,20.68,20.834,1,4,1,14,1,1,0.92,0.56,0,0.4,2,2,0,0,100,100,1
20,10,2018,Belchatow,Gdansk,21.384,20,20.812,20.28,7,9,2,3,1,1,0.24,0.2,0.4,0,3,3,0,0,50,100,1
20,10,2018,Olsztyn,Bedzin,20.38666667,20.78,21.72,21.88,11,13,5,13,0,0,-0.92,-0.72,-0.6,-0.4,3,3,0,0,0,0,1
21,10,2018,Jastrzebski,Szczecin,20.76,20.2,20.30666667,21.2,3,14,6,12,1,0,0.68,-0.6,0,0,4,4,0,0,100,0,0
21,10,2018,Cuprum,Czarni Radom,20.55666667,21.10666667,21.35,20.86666667,13,7,8,9,0,1,-0.88,0.12,-0.4,0.6,4,4,0,0,0,50,0
21,10,2018,Verva Warszawa,Zawiercie,21.7,20.488,20.45666667,20.12,2,7,7,10,1,0,0.88,-0.04,0.6,0,3,4,0,0,100,50,1
22,10,2018,Rzeszow,GKS Katowice,20.51,21,21.188,20.32,12,8,4,11,0,0,-0.56,0.12,-0.4,-0.2,4,5,0,0,0,50,0
26,10,2018,GKS Katowice,Cuprum,22.53333333,20.57866667,21.256,22.21333333,6,13,11,8,1,0,0.696,-1.304,0.4,-0.6,4,5,0,0,66.66666667,0,0
27,10,2018,Czarni Radom,Verva Warszawa,22.01866667,22.11,20.82666667,20.66533333,4,2,9,7,1,1,0.696,1.104,-0.6,0.4,6,6,0,0,66.66666667,100,1
27,10,2018,Belchatow,Olsztyn,21.1472,21.376,20.7696,21.50933333,5,9,2,5,1,1,0.392,-0.136,0.52,-0.4,7,7,0,0,66.66666667,33.33333333,0
27,10,2018,Bydgoszcz,Zawiercie,19.98293333,20.6904,21.6672,20.846,8,9,14,10,0,0,-0.152,-0.432,0.2,-0.4,7,6,0,0,66.66666667,33.33333333,0
28,10,2018,Kedzierzyn-Kozle,Gdansk,22.664,20.12,19.67733333,20.264,1,10,1,3,1,0,1.336,-0.04,0.6,-0.2,7,7,0,0,100,50,1
29,10,2018,Szczecin,Rzeszow,21.36,21.408,21.69333333,22.68373333,12,13,12,4,1,0,0.12,-1.048,-0.6,-0.2,7,7,0,0,50,0,1
29,10,2018,Bedzin,Jastrzebski,20.75733333,21.34133333,22.57066667,21.44533333,14,4,13,6,0,0,-1.176,-0.056,-0.4,0.68,7,7,0,0,0,66.66666667,0
31,10,2018,Gdansk,Olsztyn,20.62933333,22.16746667,21.27786667,21.40746667,11,8,3,5,0,1,-0.632,0.4912,0.2,0.28,3,4,0,0,33.33333333,50,1
3,11,2018,Olsztyn,Kedzierzyn-Kozle,21.93397333,23.19786667,21.60597333,20.2752,8,1,5,1,0,1,0.19296,1.6688,0.12,0.92,3,6,0,0,40,100,0
3,11,2018,Jastrzebski,Belchatow,21.27306667,21.11776,20.91626667,21.68234667,3,6,6,2,1,0,0.1552,-0.2864,-0.6,-0.2,5,7,0,0,75,50,1
3,11,2018,Rzeszow,Bedzin,21.19306667,20.36586667,23.14698667,22.25653333,13,14,4,13,0,0,-1.4384,-1.1408,-0.92,-0.92,5,5,0,0,0,0,0
4,11,2018,Cuprum,Szczecin,21.5296,22.088,22.23733333,21.42133333,12,11,8,12,1,1,-0.4432,0.696,-0.92,0.6,7,6,0,0,25,66.66666667,0
4,11,2018,Zawiercie,Czarni Radom,21.55232,22.61493333,20.0768,20.99466667,6,4,10,9,1,1,0.2544,1.1568,-0.04,1.08,7,7,0,0,50,75,0
4,11,2018,Gdansk,Bydgoszcz,20.98346667,19.38634667,21.22229333,22.33376,10,11,3,14,1,0,-0.3056,-0.7216,0.36,-0.28,4,7,0,0,50,50,1
7,11,2018,Zawiercie,GKS Katowice,20.90852267,22.49333333,21.06144,22.07146667,7,9,10,11,0,0,-0.39648,-0.0432,-0.632,0.44,3,7,0,0,40,50,1
7,11,2018,Bydgoszcz,Czarni Radom,19.85907733,23.09194667,22.817008,20.4624,11,3,14,9,0,1,-0.97728,1.52544,-0.44,1.464,3,3,0,0,40,80,0
7,11,2018,Belchatow,Rzeszow,21.544208,21.55445333,22.04587733,24.184256,8,14,2,4,0,0,-0.62912,-1.75072,-0.184,-0.76,4,4,0,0,40,0,1
7,11,2018,Bedzin,Cuprum,21.95936,20.82368,22.40522667,22.78986667,13,12,13,8,1,0,-0.31264,-0.95456,-0.52,0.12,4,3,0,0,20,20,0
8,11,2018,Kedzierzyn-Kozle,Jastrzebski,23.70829333,21.71845333,20.77016,21.38301333,1,3,1,6,1,1,1.73504,0.52416,1.08,0.744,5,5,0,0,100,80,1
9,11,2018,Szczecin,Verva Warszawa,22.6704,22.02133333,20.73706667,21.53226667,8,4,12,7,1,0,1.1568,0.2832,0.12,-0.28,5,7,0,0,75,75,1
10,11,2018,Jastrzebski,Gdansk,21.37476267,21.73677333,22.10641067,21.32783467,3,8,6,3,0,1,-0.180672,0.15552,-0.08,-0.76,2,6,0,0,66.66666667,60,1
10,11,2018,Cuprum,Belchatow,21.558944,22.4353664,22.38189333,22.63670187,12,7,8,2,1,1,-0.363648,-0.103296,-1.336,-0.56,3,3,0,0,33.33333333,50,0
11,11,2018,Olsztyn,Bydgoszcz,22.09717867,20.13726187,22.43477867,22.9536064,10,11,5,14,0,0,-0.245632,-1.181824,-0.304,-0.624,7,4,0,0,33.33333333,33.33333333,1
11,11,2018,Rzeszow,Kedzierzyn-Kozle,22.24356267,23.96663467,24.5474048,20.616128,14,1,4,1,0,1,-1.800576,1.988032,-1.336,1.136,4,3,0,0,0,100,0
11,11,2018,Zawiercie,Szczecin,21.72681813,22.68632,21.349152,20.73965333,7,5,10,12,1,1,0.082816,1.32544,-0.1056,1.08,4,2,0,0,50,80,1
12,11,2018,Bedzin,Verva Warszawa,21.717488,21.76706667,22.82418133,21.77581333,13,7,13,7,0,0,-0.650112,-0.17344,-0.816,-0.624,5,3,0,0,16.66666667,60,0
13,11,2018,Czarni Radom,GKS Katowice,23.17355733,22.49466667,20.61992,22.65717333,3,10,9,11,1,0,1.620352,-0.43456,0.12,-0.048,6,6,0,0,83.33333333,40,1
16,11,2018,Gdansk,Rzeszow,21.122752,22.07485013,22.06226773,24.27792384,9,14,3,4,0,0,-0.475584,-1.6404608,0.688,-1.008,6,5,0,0,50,0,0
17,11,2018,Kedzierzyn-Kozle,Cuprum,23.81330773,20.91382187,20.7729024,22.90551467,1,12,1,8,1,0,1.7904256,-0.8909184,1.464,0.496,6,7,0,0,100,28.57142857,1
17,11,2018,Belchatow,Verva Warszawa,22.94829312,22.26365333,21.77602816,21.37065067,6,4,2,7,1,1,0.5173632,0.261248,0.2528,-0.0992,7,5,0,0,57.14285714,66.66666667,1
17,11,2018,Bydgoszcz,GKS Katowice,20.70980949,21.72906667,23.76288512,23.12573867,11,10,14,11,0,0,-1.5454592,-0.947648,-0.752,-0.6384,6,4,0,0,28.57142857,33.33333333,1
18,11,2018,Olsztyn,Jastrzebski,23.07774293,22.09981013,22.54782293,21.41846187,8,3,5,6,1,1,0.4034944,0.4554624,0.3568,-0.0048,7,7,0,0,42.85714286,71.42857143,0
18,11,2018,Szczecin,Czarni Radom,22.88238933,23.53884587,21.725056,20.22926933,7,3,12,9,0,1,0.460352,1.8962816,0.496,1.5712,7,5,0,0,66.66666667,85.71428571,1
19,11,2018,Bedzin,Zawiercie,21.3239904,22.51478784,23.10934507,21.81265493,14,7,13,10,0,1,-0.9200896,0.6662528,-1.0528,0.28,7,7,0,0,14.28571429,57.14285714,0
21,11,2018,Cuprum,Verva Warszawa,20.19772416,21.944256,23.32441173,22.09652053,12,7,8,7,0,0,-1.31273472,-0.3910016,-1.6688,-0.67936,4,4,-0.6,0,25,57.14285714,0
23,11,2018,Czarni Radom,Bedzin,23.18107669,21.21919232,21.03341547,22.68747605,3,14,9,13,0,0,1.11702528,-0.93607168,0.696,-0.136,5,4,0,0,75,12.5,1
24,11,2018,Rzeszow,Olsztyn,22.50988011,22.76219435,23.57233907,22.78825835,13,8,4,5,1,0,-0.91236864,-0.07720448,-1.2688,0.024,7,6,0,0,12.5,37.5,0
24,11,2018,GKS Katowice,Szczecin,21.48325333,23.15591147,23.20059093,21.7300448,11,7,11,12,0,1,-1.1581184,0.7682816,-0.28,0.264,7,6,0,0,28.57142857,71.42857143,1
24,11,2018,Zawiercie,Belchatow,22.21183027,23.3586345,21.61012395,21.55415586,5,6,10,2,1,1,0.73300224,1.01389056,0.51552,0.152,5,7,0,0,62.5,62.5,1
25,11,2018,Cuprum,Gdansk,20.40817933,21.0482016,23.65952939,22.49981419,12,10,8,3,0,0,-1.450187776,-0.7804672,-1.73504,-1.208,4,7,0,0,22.22222222,42.85714286,0
26,11,2018,Jastrzebski,Bydgoszcz,22.42984811,21.26784759,21.43476949,23.1103081,3,11,6,14,1,1,0.76436992,-0.83636736,0.536,-1.0992,7,7,0,0,75,37.5,0
27,11,2018,Verva Warszawa,Kedzierzyn-Kozle,22.5554048,24.05064619,21.92721643,20.08498859,5,1,7,1,1,1,0.08719872,2.03234048,0.88,1.1088,6,7,0,0,62.5,100,0
29,11,2018,Szczecin,Gdansk,22.82472917,21.83856128,22.13403584,21.99985135,7,9,12,3,0,1,0.21462528,-0.02437376,0.7968,-0.3664,5,4,0,0,62.5,50,0
1,12,2018,Kedzierzyn-Kozle,Bedzin,23.89051695,19.97535386,19.76799087,23.14998084,1,14,1,13,1,0,2.025872384,-1.348857344,1.7712,-0.7088,4,7,0.4,0,100,11.11111111,1
5,12,2018,Verva Warszawa,GKS Katowice,21.74432384,21.93660267,22.19177314,22.86047275,5,11,7,11,0,1,-0.330241024,-0.52649472,0.304,-0.91072,7,7,0,0,55.55555556,37.5,1
8,12,2018,Gdansk,Verva Warszawa,22.47084902,22.29545907,21.86654775,21.50341851,7,3,3,7,1,1,0.580500992,0.135807181,0.1504,-0.143488,7,3,0,0,55.55555556,60,0
8,12,2018,Jastrzebski,Rzeszow,22.01054515,22.28790409,22.14781559,22.81787126,4,13,6,4,0,0,0.011495936,-0.929894912,-0.1712,-0.4064,7,7,0,0,66.66666667,11.11111111,1
8,12,2018,Kedzierzyn-Kozle,Zawiercie,24.11241356,22.76946422,19.54772603,21.68809916,1,5,1,10,1,1,2.220697907,0.986401792,2.01696,0.424,7,7,0,0,100,66.66666667,1
9,12,2018,Belchatow,Czarni Radom,23.0869076,23.54486135,22.24332469,19.82673237,6,4,2,9,0,1,0.411112448,1.493620224,0.80224,0.85696,7,7,0,0,55.55555556,77.77777778,1
9,12,2018,Olsztyn,Cuprum,22.16975548,20.32654346,22.51060668,23.92762351,9,12,5,8,1,0,0.138236416,-1.760150221,-0.11456,-0.2032,7,7,0,0,44.44444444,20,0
10,12,2018,Bedzin,GKS Katowice,19.71361642,21.29928213,23.51998467,23.1883782,14,11,13,11,0,0,-1.679085875,-0.821195776,-1.04224,-1.128576,7,5,0,0,10,33.33333333,0
12,12,2018,Czarni Radom,Kedzierzyn-Kozle,23.23588908,24.18993085,20.4113859,19.98818082,4,1,9,1,0,1,0.794896179,2.176558326,1.1568,1.28704,3,4,0,0,70,100,0
12,12,2018,Zawiercie,Gdansk,22.56557137,21.57667922,22.25047933,22.2432382,5,7,10,3,0,0,0.389121434,0.064400794,0.812416,0.30688,4,4,0,0,60,50,1
12,12,2018,Rzeszow,Bydgoszcz,22.38032327,22.01427808,23.35429701,22.55491314,13,11,4,14,0,1,-1.14391593,-0.069093888,-1.21504,-0.27936,4,7,0,0,10,44.44444444,1
12,12,2018,Cuprum,Jastrzebski,20.18123477,22.70843612,22.70209881,22.26825248,12,3,8,6,1,1,-1.208120177,0.409196749,-1.988032,0.39616,3,4,0,0,27.27272727,70,0
12,12,2018,GKS Katowice,Belchatow,21.91942571,23.01952608,23.19070256,22.19465975,9,6,11,2,1,1,-0.456956621,0.728889958,0.176,-0.2784,2,3,0,0,40,60,1
13,12,2018,Verva Warszawa,Olsztyn,22.58636726,21.29580438,20.80273481,21.92848534,3,10,7,5,1,0,0.508645745,-0.089410867,0.6432,0.2192,5,4,0,0,63.63636364,40,1
15,12,2018,Kedzierzyn-Kozle,GKS Katowice,24.35194468,22.53554057,19.92387799,22.48589538,1,7,1,11,1,1,2.341246661,0.234434703,2.013568,-0.7028608,3,3,0,0,100,45.45454545,1
16,12,2018,Olsztyn,Zawiercie,20.78664351,22.5324571,22.34278827,22.04038346,10,4,5,10,0,1,-0.471528694,0.511297147,-0.291648,-0.0608,3,4,0,0,36.36363636,63.63636364,0
16,12,2018,Gdansk,Czarni Radom,21.50134338,22.5220446,22.27459056,21.32910872,8,5,3,9,0,0,-0.148479365,0.035916943,-0.27968,0.285568,4,4,0,0,45.45454545,63.63636364,0
16,12,2018,Jastrzebski,Verva Warszawa,22.5267489,22.86909381,21.73460198,20.39218785,3,2,6,7,1,1,0.527357399,0.806916596,0.26304,0.2852096,4,3,0,0,72.72727273,66.66666667,0
17,12,2018,Rzeszow,Cuprum,22.58425861,20.06498782,23.3234376,22.52167905,13,12,4,8,1,0,-0.715132744,-1.166496141,-0.772032,0.03744,5,5,0,0,18.18181818,25,1
17,12,2018,Bydgoszcz,Bedzin,22.25142246,20.41089313,22.72393051,23.69598774,11,14,14,13,0,0,-0.25527511,-1.5432687,-0.2016,-1.16704,5,7,0,0,40,9.090909091,1
21,12,2018,Czarni Radom,Rzeszow,23.01763568,23.06740689,21.12995364,22.52541675,5,12,9,4,1,1,0.628733555,0.027893805,0.32544,-0.72512,5,4,0,0,66.66666667,25,0
21,12,2018,Zawiercie,Cuprum,22.22596568,19.91865692,21.63230677,23.01734324,4,13,10,8,1,0,0.609037718,-1.533196913,0.8499328,-0.570048,5,4,0,0,66.66666667,23.07692308,1
22,12,2018,Bydgoszcz,Verva Warszawa,22.80113797,22.45527504,22.11247775,20.31375028,9,2,14,7,1,1,0.395779912,0.845533277,0.43872,0.42816768,5,6,0,0,45.45454545,69.23076923,0
22,12,2018,Belchatow,Kedzierzyn-Kozle,22.3489542,24.38155574,22.7557278,20.03910239,6,1,2,1,0,1,-0.016888033,2.272997328,1.041792,1.629632,7,7,0,0,54.54545455,100,0
22,12,2018,Jastrzebski,GKS Katowice,22.02139912,22.12843245,21.54768158,22.8887163,4,7,6,11,0,0,0.221885919,-0.212452237,0.010432,-0.96228864,6,7,0,0,66.66666667,41.66666667,1
23,12,2018,Bedzin,Gdansk,20.26204784,21.26774137,23.95679019,22.81967245,14,8,13,3,0,0,-1.83461496,-0.718783492,-1.033792,0.045504,6,7,0,0,8.333333333,41.66666667,0
28,12,2018,Belchatow,Bydgoszcz,22.47916336,22.29091037,23.20458224,22.5399822,6,9,2,14,0,0,-0.413510427,-0.083376071,0.4334336,-0.423488,6,6,-0.2,0,50,41.66666667,1
29,12,2018,Olsztyn,GKS Katowice,20.6293148,21.56941263,22.07423062,23.31097304,12,8,5,11,0,0,-0.577222955,-0.76996179,-0.4333184,-1.369830912,7,7,-0.4,0,33.33333333,38.46153846,0
29,12,2018,Jastrzebski,Czarni Radom,22.61711929,22.81410854,21.10481193,21.95396291,3,5,6,9,1,0,0.777508735,0.102986844,0.6083456,0.8284544,7,7,0.6,0,69.23076923,61.53846154,1
11,1,2019,Bedzin,Belchatow,20.54297161,22.98333068,24.16543215,22.43033246,14,6,13,2,0,1,-2.067691968,0.269191659,-1.4270336,-0.82272,7,7,-0.4,0,7.692307692,53.84615385,0
12,1,2019,GKS Katowice,Gdansk,22.0555301,22.01419309,22.49877843,22.58907129,7,8,11,3,1,1,-0.215969432,0.024973206,0.7408,0.6364032,7,7,-0.2,0,42.85714286,46.15384615,1
12,1,2019,Verva Warszawa,Rzeszow,22.81422004,23.50392551,20.30100022,22.4203334,2,11,7,4,1,1,1.076426621,0.422315044,0.91456,-0.180096,7,7,0.4,0,71.42857143,30.76923077,1
13,1,2019,Czarni Radom,Olsztyn,21.7179535,20.35345184,22.56317033,22.4593845,5,12,9,5,0,0,-0.517610525,-0.861778364,-0.139648,-0.22464,7,7,0.6,0,57.14285714,30.76923077,1
14,1,2019,Bydgoszcz,Cuprum,21.69939497,20.43492554,23.03198576,22.91387459,9,13,14,8,0,0,-0.666700857,-1.62655753,-0.049024,-0.8560384,7,7,0.4,0,38.46153846,21.42857143,0
14,1,2019,Jastrzebski,Zawiercie,23.09369544,22.28077254,20.35051621,21.80584541,3,4,6,10,1,1,1.222006988,0.887230174,1.08667648,0.15136,7,7,0.2,0,71.42857143,69.23076923,1
17,1,2019,GKS Katowice,Zawiercie,22.74442408,21.57461803,22.29902275,22.29467633,7,4,11,10,1,0,0.227224454,0.309784139,0.99264,-0.278912,5,3,-0.4,0,46.66666667,64.28571429,1
18,1,2019,Czarni Radom,Cuprum,21.3343628,20.58794043,21.69053626,22.33109967,5,13,9,8,1,1,-0.21408842,-1.101246024,0.0882816,-0.48483072,5,4,0.6,0,60,26.66666667,1
19,1,2019,Zawiercie,Verva Warszawa,21.52636109,23.25137603,22.9690744,19.77413351,5,2,10,7,0,1,-0.352172689,1.461141297,1.07994624,0.742534144,2,7,-0.4,0,60,73.33333333,1
20,1,2019,Bydgoszcz,Kedzierzyn-Kozle,21.35951597,24.50524459,22.66558861,20.63128191,9,1,14,1,0,1,-0.733360685,2.218397863,-0.2392192,1.7037056,6,7,-0.6,0,35.71428571,100,0
20,1,2019,GKS Katowice,Rzeszow,23.3288726,22.33647374,22.10588486,22.93626672,7,11,11,4,1,0,0.781779564,-0.262147965,1.394112,-0.7440768,3,7,0.6,0,50,28.57142857,1
22,1,2019,Bedzin,Olsztyn,20.16771062,19.92276147,24.33234572,21.9275076,14,12,13,5,0,0,-2.254153574,-0.889422691,-1.74162688,-0.379712,7,7,-0.6,0,7.142857143,28.57142857,0
31,1,2019,Zawiercie,Bydgoszcz,22.07108888,20.68761278,22.87525952,23.13247088,4,10,10,14,1,0,0.118261849,-1.186688548,1.263956992,-0.9387904,7,7,0.6,0,62.5,33.33333333,1
1,2,2019,Cuprum,GKS Katowice,20.57035234,23.66309808,22.36487974,21.81804123,13,6,8,11,0,1,-1.280996819,1.225423651,-1.7904256,-0.69586473,7,7,0.6,0,25,52.94117647,1
2,2,2019,Rzeszow,Zawiercie,22.00251233,22.8068711,23.34901338,23.15020762,13,4,4,10,0,1,-0.809718372,0.494609479,-0.0176256,-0.8231296,7,2,-0.2,0,26.66666667,64.70588235,0
2,2,2019,Olsztyn,Belchatow,21.80487585,23.38666455,22.14200608,21.6775993,9,7,5,2,1,1,-0.111538153,0.815353327,-0.74665472,-0.058176,7,7,0.6,0,33.33333333,57.14285714,1
2,2,2019,Verva Warszawa,Czarni Radom,23.10110082,21.56749024,20.66930681,21.45242901,3,5,7,9,0,1,0.768913038,0.228729264,1.331648,0.06276352,7,7,-0.6,0,68.75,62.5,1
3,2,2019,Bydgoszcz,Gdansk,21.40009022,21.91135447,23.65597671,23.17125703,10,9,14,3,0,0,-1.349350839,-0.380021435,-0.79137536,0.10912256,3,7,-0.4,0,31.25,42.85714286,0
3,2,2019,Jastrzebski,Bedzin,23.32495635,20.73416849,20.03041297,25.33254324,4,14,6,13,1,0,1.377605591,-2.40332286,1.269341184,-1.533632,7,7,0.2,0,73.33333333,6.666666667,1
6,2,2019,Bedzin,Rzeszow,20.45400146,22.00200986,25.2660346,23.6792107,14,13,13,4,0,0,-2.522658288,-1.247774697,-1.993301504,-1.19526144,3,4,0.6,0,6.25,25,0
6,2,2019,GKS Katowice,Verva Warszawa,22.98047846,23.48088066,22.35443298,20.26877878,6,2,11,7,0,1,0.580338921,1.21513043,1.7152896,0.194027315,5,4,-0.4,0,50,70.58823529,0
6,2,2019,Kedzierzyn-Kozle,Olsztyn,24.60419568,22.74390068,20.10502553,22.46360486,1,9,1,5,1,1,2.37471829,0.310769478,2.0108544,0.2962304,7,4,0.4,0,100,37.5,1
7,2,2019,Belchatow,Jastrzebski,23.45933164,23.65996508,22.64207944,19.89099704,7,3,2,6,0,1,0.252282662,1.702084473,0.94674688,0.516928,5,4,-0.4,0,53.33333333,75,0
8,2,2019,Czarni Radom,Zawiercie,20.98732553,23.24549688,22.16194321,22.92016609,5,4,9,10,0,1,-0.417016589,0.995687583,0.47062528,-0.05850368,6,6,0.6,0,58.82352941,66.66666667,1
9,2,2019,Jastrzebski,Kedzierzyn-Kozle,23.97797206,25.08335654,20.91279763,20.83402043,3,1,6,1,1,1,1.761667578,2.299774632,1.615472947,1.96296448,2,3,-0.6,0,76.47058824,100,0
9,2,2019,Cuprum,Bedzin,21.35628187,20.26320117,21.94190379,25.06282768,12,14,8,13,1,0,-0.624797456,-2.41812663,-1.03234048,-1.8269056,7,3,0.4,0,29.41176471,5.882352941,1
10,2,2019,Rzeszow,Belchatow,22.45160789,23.76746531,22.84336856,23.16366355,11,7,4,2,1,0,-0.598219758,-0.198173871,-0.61410048,-0.4465408,4,3,-0.4,0,29.41176471,50,1
10,2,2019,Olsztyn,Gdansk,22.94512054,22.59575025,23.37088389,22.67033896,10,8,5,3,0,1,-0.151384418,0.295982852,-0.197323776,0.687298048,4,7,-0.2,0,35.29411765,46.66666667,0
12,2,2019,Czarni Radom,Bydgoszcz,21.78986042,21.25340551,22.62955457,23.99144803,5,12,9,14,1,0,0.066386729,-1.679480671,0.776500224,-1.15103232,4,7,0.4,0,61.11111111,29.41176471,1
15,2,2019,Verva Warszawa,Bedzin,23.73470453,20.54389427,20.26502302,25.05026214,2,14,7,13,1,0,1.372104344,-2.534501304,1.6653184,-2.06152448,7,6,0.4,0,72.22222222,5.555555556,1
15,2,2019,Bydgoszcz,Olsztyn,21.15272441,22.15609643,24.09315843,22.85670711,12,10,14,5,0,0,-1.743584537,-0.321107534,-1.233100288,-0.16301568,3,5,-0.6,0,27.77777778,33.33333333,1
16,2,2019,Kedzierzyn-Kozle,Rzeszow,25.06668523,22.86128631,20.60054967,22.62469485,1,9,1,4,1,1,2.439819706,-0.078575806,2.00868352,-0.556209152,7,6,0.2,0,100,33.33333333,0
16,2,2019,GKS Katowice,Czarni Radom,22.43438277,22.33188834,22.83354638,22.25364365,6,5,11,9,0,1,0.064271137,0.453109383,0.97223168,-0.549789184,7,4,-0.6,0,47.36842105,63.15789474,1
17,2,2019,Gdansk,Jastrzebski,22.2366002,23.11571098,21.93627117,21.73023811,8,3,3,6,1,0,0.436786282,0.809334062,-0.823744,0.8135424,7,7,-0.6,0,50,72.22222222,0
17,2,2019,Belchatow,Cuprum,23.36397225,22.0850255,23.43093084,21.88685637,7,12,2,8,0,1,-0.558539097,0.100162036,0.357397504,-0.787864576,7,7,0.6,0,47.05882353,33.33333333,1
