Date,month,year,home_team,away_team,home_team_av_points,away_team_av_points,home_team_av_points_conceded,away_team_av_points_conceded,home_current_pos,away_current_pos,home_last_yr_pos,away_last_yr_pos,home_prev_game_perf,away_prev_game_perf,home_team_form,away_team_form,home_team_home_form,away_team_away_form,home_team_rest_time,away_team_rest_time,h2h_form,match_importance,home_win_percentage,away_win_percentage,result
15,2,2014,Olsztyn,Rzeszow,23.65057889,24.9593184,21.50038499,21.67106998,5,1,9,4,1,1,1.44989868,2.185451339,0.979139584,1.17239552,7,7,-0.4,0,61.11111111,83.33333333,0
15,2,2014,AZS Czestochowa,Kedzierzyn-Kozle,20.94533181,23.20840496,23.44974465,22.57469858,11,4,10,2,0,1,-1.54967847,0.58254877,-1.203288576,-0.545447424,7,7,-0.4,0,27.77777778,66.66666667,0
15,2,2014,Gdansk,Jastrzebski,23.22400752,23.61767196,24.16683436,20.66082254,10,3,8,3,0,1,-1.262915013,1.652182502,-0.769917645,1.110580736,7,7,-0.4,0,31.57894737,72.22222222,0
16,2,2014,Verva Warszawa,Belchatow,22.8035613,23.9177303,23.71014067,19.63383771,7,2,6,5,1,1,-0.486713964,1.81801343,-0.08085248,0.865546547,7,7,-0.6,0,44.44444444,78.94736842,0
19,2,2014,Jastrzebski,Czarni Radom,24.16080423,23.38783858,20.46199137,23.17021158,3,6,3,6,1,1,1.921746001,0.259698555,1.236962816,-0.086396416,4,5,-0.6,0,73.68421053,57.89473684,1
19,2,2014,Bydgoszcz,Olsztyn,21.74953595,23.00046311,21.88898923,21.56030799,9,5,1,9,1,0,-0.218942577,0.959918944,-1.074911744,0.727504384,5,4,-0.6,0,31.57894737,57.89473684,1
19,2,2014,Belchatow,AZS Czestochowa,24.13418424,21.55626545,19.10707017,23.65979572,2,11,5,10,1,0,2.054410744,-1.639742776,2.351455744,-1.162681856,3,4,0.6,0,80,26.31578947,1
19,2,2014,Verva Warszawa,Gdansk,21.64284904,22.51253935,23.96811253,24.60013416,7,10,6,8,0,0,-0.989371171,-1.610332011,-0.664681984,-0.825603584,3,4,0.4,0,42.10526316,30,0
19,2,2014,Bielsko-Biala,Kielce,19.65481708,21.33945245,23.91229174,24.15115892,12,10,12,7,0,0,-2.281896145,-1.158970818,-1.531321856,-1.879522816,5,5,-0.4,0,15.78947368,31.57894737,0
20,2,2014,Kedzierzyn-Kozle,Rzeszow,23.46672397,24.32745472,22.85975887,21.41685599,4,2,2,4,1,1,0.866039016,1.948361071,1.625775616,1.137916416,5,5,-0.6,0,68.42105263,84.21052632,1
21,2,2014,AZS Czestochowa,Bydgoszcz,21.14501236,22.59962876,23.87783657,22.11119139,11,9,10,1,0,1,-1.711794221,0.224845938,-1.362630861,0.104069325,2,2,0.4,0,25,35,1
22,2,2014,Olsztyn,Jastrzebski,23.00037049,23.60864338,22.44824639,20.32959309,5,3,9,3,0,1,0.367935155,1.737396801,0.583311667,1.488464589,3,3,0.4,0,55,75,0
22,2,2014,Bielsko-Biala,Rzeszow,19.62385367,23.34196378,23.82983339,21.29348479,12,2,12,4,0,0,-2.225516916,1.358688857,-1.625057485,0.710333133,3,2,-0.6,0,15,80,0
23,2,2014,Czarni Radom,Kedzierzyn-Kozle,22.67027086,22.93337917,22.81616927,22.16780709,6,4,6,2,0,1,0.007758844,0.892831213,0.384368947,-0.036357939,4,3,-0.6,0,55,70,0
24,2,2014,Kielce,Verva Warszawa,21.77156196,21.63427923,23.22092714,23.45449003,8,7,7,6,1,0,-0.527176655,-0.991496937,-0.132628275,-0.515533107,5,5,-0.6,0,35,40,1
28,2,2014,Jastrzebski,AZS Czestochowa,23.88691471,21.27600989,19.19700781,23.54226926,3,11,3,10,1,1,1.989917441,-1.169435377,1.189570253,-1.330145485,6,7,0.6,0,76.19047619,28.57142857,1
1,3,2014,Rzeszow,Czarni Radom,23.67357102,22.20288336,21.1014545,23.38626875,1,6,4,6,1,0,1.686951086,-0.593792925,2.315659981,-0.269117133,7,6,0.6,0,80.95238095,52.38095238,1
2,3,2014,Kedzierzyn-Kozle,Olsztyn,23.48003667,21.33362972,21.80091234,22.95859711,4,5,2,9,1,0,1.31426497,-0.305651876,1.500620493,0.182003507,7,7,-0.4,0,71.42857143,52.38095238,1
3,3,2014,Verva Warszawa,Bielsko-Biala,21.75742338,19.7657496,23.71359202,24.06386671,7,12,6,12,0,0,-1.19319755,-2.380413533,-0.731745587,-2.085585613,7,7,-0.4,0,38.0952381,14.28571429,1
5,3,2014,Bydgoszcz,Gdansk,22.519703,22.29003148,22.04895311,24.00010733,9,10,1,8,0,1,-0.02012325,-1.088265608,-0.459929395,-0.460482867,7,7,-0.4,0,33.33333333,33.33333333,1
5,3,2014,Belchatow,Kielce,24.25734739,22.36724957,19.18565614,23.02674171,2,8,5,7,1,1,2.043528595,-0.021741324,2.281164595,-1.103618253,7,7,0.4,0,80.95238095,38.0952381,0
6,3,2014,Jastrzebski,Czarni Radom,24.10953177,20.29564002,19.65760625,23.709015,3,6,3,6,1,0,1.991933953,-1.07503434,1.351656202,-0.815293706,6,5,-0.28,1,77.27272727,50,1
7,3,2014,Kedzierzyn-Kozle,Olsztyn,23.78402934,20.66690378,21.04072987,23.36687769,4,5,2,9,1,0,1.651411976,-0.844521501,1.800496394,-0.454397194,5,5,0.28,1,72.72727273,50,1
7,3,2014,Jastrzebski,Czarni Radom,24.28762541,19.96984535,19.45941833,23.967212,2,6,3,6,1,0,2.193547162,-1.460027472,1.681324962,-1.252234965,1,1,0.376,1,78.26086957,47.82608696,1
8,3,2014,Belchatow,Verva Warszawa,24.00587791,21.95593871,20.10852491,23.27087362,3,7,5,6,0,1,1.434822876,-0.55455804,1.624931676,-0.812426486,3,5,1.08,1,77.27272727,40.90909091,1
8,3,2014,Rzeszow,Kielce,23.93885682,22.65379965,19.41449693,23.02139337,2,8,4,7,1,1,1.949560868,0.182606941,2.452527985,-0.682894602,7,3,1.08,1,81.81818182,40.90909091,1
8,3,2014,Kedzierzyn-Kozle,Olsztyn,24.02722347,20.60018969,20.89925056,23.69350215,4,5,2,9,1,0,1.921129581,-1.2756172,2.040397115,-0.963517755,1,1,0.824,1,73.91304348,47.82608696,1
9,3,2014,Rzeszow,Kielce,24.15108545,21.58970639,18.99826421,23.4171147,1,8,4,7,1,0,2.159648695,-0.453914447,2.562022388,-1.146315682,1,1,1.464,1,82.60869565,39.13043478,1
9,3,2014,Belchatow,Verva Warszawa,23.95470233,21.66475097,20.18681993,23.36669889,3,7,5,6,1,0,1.547858301,-0.843646432,1.699945341,-1.049941189,1,1,1.264,1,78.26086957,39.13043478,1
20,3,2014,AZS Czestochowa,Bydgoszcz,21.32080791,22.2957624,23.83381541,22.27916249,11,9,10,1,0,1,-1.335548301,0.1839014,-0.890104689,-0.11674454,7,7,0.52,2,27.27272727,36.36363636,0
22,3,2014,Bielsko-Biala,Gdansk,20.11259968,22.47202518,23.80109337,23.48008586,12,10,12,8,0,0,-2.304330826,-1.070612487,-1.900045988,-0.568386294,7,7,-1.08,2,13.63636364,31.81818182,0
23,3,2014,Olsztyn,Kedzierzyn-Kozle,20.48015175,24.22177878,23.95480172,20.71940045,5,4,9,2,0,1,-1.62049376,2.136903665,-0.133350666,0.570913649,7,7,-1.2592,1,45.83333333,75,0
23,3,2014,Kielce,Rzeszow,20.87176511,24.32086836,23.73369176,18.79861137,8,1,7,4,0,1,-0.963131558,2.327718956,0.29389738,1.168266506,7,7,-1.7712,1,37.5,83.33333333,0
24,3,2014,Verva Warszawa,Belchatow,20.99846744,24.23042853,23.76002578,19.81612261,7,2,6,5,0,1,-1.274917145,1.838286641,-0.18539647,1.292437238,7,7,-1.6112,1,37.5,79.16666667,0
28,3,2014,Czarni Radom,Jastrzebski,20.10920961,24.63010033,24.3737696,19.700868,6,3,6,3,0,1,-1.768021977,2.35483773,-0.292504842,1.790771671,7,7,-0.9008,1,45.83333333,79.16666667,0
28,3,2014,Bydgoszcz,AZS Czestochowa,22.23660992,21.40664633,22.17332999,23.46705233,9,11,1,10,1,0,0.54712112,-1.468438641,-0.167943516,-1.464116388,7,7,-0.016,2,39.13043478,26.08695652,1
4,4,2014,Rzeszow,Kedzierzyn-Kozle,24.45669469,23.69742302,18.4388891,20.21552036,1,4,4,2,1,1,2.462175165,1.909522932,2.64961791,0.656730919,7,7,0.28,2,84,76,0
5,4,2014,Gdansk,Bielsko-Biala,22.77762015,20.44007974,23.13406869,23.8408747,10,12,8,12,1,0,-0.456489989,-2.243464661,-1.215934116,-2.06846849,7,7,1.264,2,34.7826087,13.04347826,1
5,4,2014,Kielce,Olsztyn,20.09741209,20.0241214,23.98695341,23.48384138,9,5,7,9,0,0,-1.370505246,-1.496395008,-0.364882096,-1.370814204,7,7,-0.72,2,36,44,0
5,4,2014,Rzeszow,Kedzierzyn-Kozle,23.72535575,23.03793842,18.83111128,20.33241629,1,4,4,2,0,1,1.769740132,1.727618346,1.919694328,0.725384735,1,1,0.024,2,80.76923077,76.92307692,0
6,4,2014,Belchatow,Jastrzebski,24.18434282,24.70408026,20.25289809,19.29402773,3,4,5,3,1,1,1.870629313,2.483870184,1.959956273,2.032617337,7,7,0.12,2,80,80,1
6,4,2014,Verva Warszawa,Czarni Radom,21.19877395,19.62070102,23.80802063,24.49901568,8,6,6,6,0,0,-1.419933716,-2.014417582,-0.548317176,-1.601787972,7,7,-0.88,2,36,44,1
7,4,2014,Belchatow,Jastrzebski,23.54747426,23.80326421,20.24231847,19.63522219,2,4,5,3,1,0,1.69650345,1.787096147,1.767965018,1.426093869,1,1,0.296,2,80.76923077,76.92307692,1
11,4,2014,Kedzierzyn-Kozle,Rzeszow,22.67035073,22.9402846,20.22593303,19.30488902,3,2,2,4,1,0,1.582094676,1.215792105,2.232317692,1.534613205,6,6,0.1808,2,77.77777778,77.77777778,0
12,4,2014,Kedzierzyn-Kozle,Rzeszow,22.41628059,22.59222768,20.42074643,19.72391122,3,1,2,4,0,1,1.065675741,1.172633684,1.585854154,1.427690564,1,1,-0.05536,2,75,78.57142857,0
12,4,2014,Olsztyn,Kielce,21.21929712,20.81126301,23.52040644,24.38956272,5,9,9,7,1,0,-0.597116007,-1.696404197,-0.306680533,-1.517052545,7,7,1.176,2,46.15384615,34.61538462,1
12,4,2014,Czarni Radom,Verva Warszawa,20.02989415,22.09235249,24.73254588,23.37974983,6,7,6,6,0,1,-2.211534066,-0.535946973,-0.834003874,-1.439952951,6,6,0.104,2,42.30769231,38.46153846,0
13,4,2014,Jastrzebski,Belchatow,22.90927804,23.83797941,20.70817775,20.06052144,4,2,3,5,0,1,0.829676918,1.95720276,1.945059969,1.43394979,6,6,-0.8368,2,74.07407407,81.48148148,0
17,4,2014,Kielce,Czarni Radom,20.7290104,20.30391532,23.75165018,23.9060367,9,6,7,6,0,0,-1.557123358,-1.969227252,-0.891905677,-1.881430378,5,5,0.88,1,33.33333333,40.74074074,0
18,4,2014,Rzeszow,Kedzierzyn-Kozle,22.92378215,22.18302447,20.02912897,21.18659714,1,3,4,2,1,0,1.338106947,0.452540593,1.335755463,0.780307788,6,6,0.444288,2,79.31034483,72.4137931,1
18,4,2014,Olsztyn,Verva Warszawa,21.2154377,21.793882,22.89632515,22.98379987,5,7,9,6,1,1,-0.277692805,-0.228757578,-0.045344426,-0.951962361,6,6,0.08,1,48.14814815,40.74074074,1
19,4,2014,Olsztyn,Verva Warszawa,21.37235016,21.4351056,22.31706012,22.78703989,5,7,9,6,1,0,-0.022154244,-0.383006063,0.163724459,-0.961569889,1,1,0.264,1,50,39.28571429,0
22,4,2014,Rzeszow,Belchatow,22.93902572,24.07038353,20.37330318,19.91508382,1,2,4,5,1,1,1.470485558,2.165762208,1.46860437,1.747159832,4,7,0.44,3,80,82.14285714,0
22,4,2014,Jastrzebski,Kedzierzyn-Kozle,22.1940891,22.09641958,21.5665422,21.54927771,4,3,3,2,0,0,0.063741534,-0.037967526,0.956047976,0.22424623,7,4,-0.04,2,71.42857143,70,1
23,4,2014,Jastrzebski,Kedzierzyn-Kozle,21.91527128,21.91713566,21.49323376,21.39942217,3,4,3,2,1,0,0.250993227,-0.230374021,0.96483838,-0.020603016,1,1,0.168,2,72.4137931,67.74193548,1
23,4,2014,Rzeszow,Belchatow,22.67122057,23.89630682,20.93864254,20.25206706,1,2,4,5,0,1,0.976388446,1.932609766,0.974883496,1.597727866,1,1,0.152,3,77.41935484,82.75862069,0
25,4,2014,Czarni Radom,Kielce,21.14313226,21.18320832,23.72482936,23.90132014,6,9,6,7,1,0,-1.175381802,-1.645698686,-0.867203099,-1.413642036,7,7,-0.304,1,42.85714286,32.14285714,1
26,4,2014,Kedzierzyn-Kozle,Jastrzebski,21.93370853,22.13221702,21.71953774,21.59458701,4,3,2,3,0,1,-0.384299216,0.400794582,0.868683323,0.540875096,3,3,-0.3344,2,65.625,73.33333333,1
26,4,2014,Verva Warszawa,Olsztyn,21.26808448,20.73788013,21.86963191,21.9736481,7,5,6,9,1,0,-0.10640485,-0.217723395,0.161346259,-0.496651363,7,7,-0.0112,1,41.37931034,48.27586207,1
27,4,2014,Belchatow,Rzeszow,24.18371212,21.87030979,19.93498698,21.8175807,1,2,5,4,1,0,2.146087813,0.181110757,2.014372015,1.542152451,4,4,0.4784,3,83.33333333,75,1
27,4,2014,Kedzierzyn-Kozle,Jastrzebski,21.86696682,22.10577362,21.77563019,21.59566961,4,3,2,3,1,0,-0.107439373,0.120635665,0.894946658,0.232700076,1,1,-0.06752,2,66.66666667,70.96774194,0
27,4,2014,Verva Warszawa,Olsztyn,21.41446758,20.6703041,21.57570553,21.97891848,7,5,6,9,1,0,0.11487612,-0.374178716,0.329077007,-0.597321091,1,1,0.19104,1,43.33333333,46.66666667,0
30,4,2014,Olsztyn,Verva Warszawa,21.28624328,21.48157407,21.93313478,22.01056443,5,7,9,6,1,0,0.100657027,-0.308099104,-0.069020433,-0.569255911,3,3,0.247168,1,48.38709677,41.93548387,1
3,10,2014,AZS Czestochowa,Kedzierzyn-Kozle,20,20,20,20,11,4,11,4,0,0,0,0,0,0,-1186,-1186,0,0,50,50,0
4,10,2014,Bedzin,Belchatow,20,20,20,20,14,3,14,2,0,0,0,0,0,0,-1185,-1185,0,0,50,50,0
4,10,2014,Jastrzebski,Bielsko-Biala,20,20,20,20,5,11,3,12,0,0,0,0,0,0,-1185,-1185,0,0,50,50,1
4,10,2014,Bydgoszcz,Verva Warszawa,20,20,20,20,7,9,9,7,0,0,0,0,0,0,-1185,-1185,0,0,50,50,0
5,10,2014,Gdansk,Olsztyn,20,20,20,20,6,10,10,5,0,0,0,0,0,0,-1184,-1184,0,0,50,50,1
5,10,2014,Kielce,Czarni Radom,20,20,20,20,12,9,8,6,0,0,0,0,0,0,-1184,-1184,0,0,50,50,0
6,10,2014,Cuprum,Rzeszow,20,20,20,20,8,7,5,1,0,0,0,0,0,0,-1183,-1183,0,0,50,50,0
10,10,2014,Gdansk,Kedzierzyn-Kozle,20.5,21,20.1,19.93333333,3,5,10,4,1,1,0.4,0.6,0.4,0.6,5,7,0,0,100,100,1
10,10,2014,Cuprum,Belchatow,19.95,20.9,20.75,19.85,8,3,5,2,0,1,-0.4,0.4,-0.4,0.4,4,6,0,0,0,100,0
11,10,2014,Olsztyn,Bydgoszcz,20.1,20.08,20.5,20.36,10,9,5,9,0,0,-0.4,-0.2,0,0,6,7,0,0,0,0,0
11,10,2014,Rzeszow,Bielsko-Biala,20.75,19.93333333,19.95,21,3,11,1,12,1,0,0.4,-0.6,0,-0.6,5,7,0,0,100,0,1
11,10,2014,Jastrzebski,AZS Czestochowa,21,19.93333333,19.93333333,21,4,13,3,11,1,0,0.6,-0.6,0.6,0,7,7,0,0,100,0,1
11,10,2014,Czarni Radom,Bedzin,21,19.85,19.93333333,20.9,7,14,6,14,1,0,0.6,-0.4,0,0,6,7,0,0,100,0,1
11,10,2014,Verva Warszawa,Kielce,20.36,19.93333333,20.08,21,8,12,7,8,1,0,0.2,-0.6,0,0,7,6,0,0,100,0,1
15,10,2014,Rzeszow,Bedzin,21.6,19.94666667,19.76,21.72,1,14,1,14,1,0,0.92,-0.92,0.6,-0.6,4,4,0,0,100,0,1
15,10,2014,Olsztyn,Bielsko-Biala,19.8,19.74666667,20.6,21.8,10,11,5,12,0,0,-0.52,-1.08,-0.2,-1.08,4,4,0,0,0,0,1
15,10,2014,Kielce,Bydgoszcz,20.26666667,20.264,20.84,20.008,12,7,8,9,0,1,-0.68,0.04,-0.6,0.2,4,4,0,0,0,50,0
15,10,2014,Jastrzebski,Belchatow,21.36,21.72,19.74666667,19.68,4,2,3,2,1,1,0.68,0.92,0.68,0.92,4,5,0,0,100,100,0
15,10,2014,Czarni Radom,Gdansk,21.8,21.4,20.01333333,19.94666667,6,3,6,10,1,1,1.08,0.92,0.6,0,4,5,0,0,100,100,0
15,10,2014,Kedzierzyn-Kozle,Cuprum,20.66666667,19.76,20.94666667,21.6,8,10,4,5,0,0,-0.12,-0.92,0,0,5,5,0,0,50,0,0
16,10,2014,Verva Warszawa,AZS Czestochowa,20.328,19.74666667,20.384,21.36,7,13,7,11,1,0,0.36,-0.68,0.2,-0.2,5,5,0,0,100,0,1
18,10,2014,Rzeszow,Jastrzebski,22.03,21.42133333,20.208,20.79733333,1,5,1,3,1,0,1.136,-0.056,0.88,0,3,3,0,0,100,66.66666667,1
18,10,2014,AZS Czestochowa,Czarni Radom,20.264,21.44,22.288,20.45066667,13,7,11,6,0,0,-1.144,0.664,-0.6,0.6,2,3,0,0,0,66.66666667,1
18,10,2014,Cuprum,Olsztyn,20.248,20.28,21.52,20.64,8,10,5,5,1,1,-0.536,-0.216,-0.92,-0.4,3,3,0,0,33.33333333,33.33333333,1
18,10,2014,Bedzin,Bydgoszcz,20.35733333,21.2112,22.126,20.13973333,14,7,14,9,0,1,-1.136,0.632,-0.4,0.76,3,3,0,0,0,66.66666667,0
19,10,2014,Belchatow,Kedzierzyn-Kozle,22.376,20.77333333,20.07733333,21.19733333,2,9,2,4,1,0,1.336,-0.296,0,-0.12,4,4,0,0,100,33.33333333,1
19,10,2014,Gdansk,Kielce,21.56,20.34666667,19.95733333,21.672,3,13,10,8,1,0,0.936,-1.144,0.92,-0.2,4,4,0,0,100,0,1
19,10,2014,Bielsko-Biala,Verva Warszawa,19.95733333,21.4624,21.88,20.77386667,12,5,12,7,0,1,-1.064,0.888,0,0.2,4,3,0,0,0,100,1
22,10,2014,Olsztyn,Belchatow,20.774,22.9008,21.312,19.66186667,10,2,5,2,0,1,-0.5728,1.6688,0.04,1.336,4,3,0,0,25,100,0
22,10,2014,Kielce,AZS Czestochowa,19.61066667,21.2112,22.3376,21.96373333,13,12,8,11,0,1,-1.5152,-0.3152,-1.08,-0.76,3,4,0,0,0,25,0
22,10,2014,Jastrzebski,Bedzin,21.17706667,20.33586667,20.95786667,22.3508,6,14,3,14,0,0,-0.2448,-1.3088,-0.056,-0.88,4,4,0,0,50,0,1
22,10,2014,Czarni Radom,Bielsko-Biala,21.28533333,20.64586667,21.36053333,21.944,8,12,6,12,0,1,-0.0688,-0.6512,0.28,-1.064,4,3,0,0,50,25,1
22,10,2014,Bydgoszcz,Gdansk,21.61896,22.248,20.16178667,19.2992,5,3,9,10,1,1,0.9056,1.3488,-0.2,0.2,4,3,0,0,75,100,0
22,10,2014,Verva Warszawa,Cuprum,21.60992,20.9984,21.29909333,21.766,7,8,7,5,0,1,0.5104,-0.0288,0.76,0.2,3,4,0,0,75,50,1
23,10,2014,Kedzierzyn-Kozle,Rzeszow,20.21866667,21.944,21.95786667,20.2064,10,3,4,1,0,1,-0.8368,1.1088,-0.2,0.4,4,5,0,0,25,100,0
25,10,2014,Belchatow,Verva Warszawa,23.32064,21.887936,18.86282667,21.08927467,2,4,2,7,1,1,1.93504,0.80832,0.6,-0.04,3,3,0,0,100,80,1
25,10,2014,Rzeszow,Olsztyn,22.7552,19.75253333,20.63178667,22.0496,2,11,1,5,1,0,1.48704,-1.05824,0.904,-0.72,2,3,0,0,100,20,1
25,10,2014,Jastrzebski,Kedzierzyn-Kozle,21.84165333,20.6416,20.41629333,22.76629333,5,10,3,4,1,0,0.20416,-1.26944,0.3552,-0.696,3,2,0,0,60,20,1
25,10,2014,Cuprum,Czarni Radom,20.84872,22.07826667,22.0128,21.83842667,8,7,5,6,0,1,-0.42304,0.34496,-0.336,-0.12,3,3,0,0,40,60,1
25,10,2014,Gdansk,Bedzin,22.9984,19.91869333,20.38936,22.78064,3,14,10,14,1,0,1.47904,-1.44704,1.336,-1.104,3,3,0,0,100,0,1
26,10,2014,Bielsko-Biala,Kielce,21.26669333,21.1552,22.6052,23.80341333,12,13,12,8,0,0,-0.92096,-1.81216,0.2,-0.76,4,4,0,0,20,0,1
26,10,2014,AZS Czestochowa,Bydgoszcz,22.90229333,22.245168,23.03765333,21.32942933,10,7,11,9,1,0,0.34784,0.32448,0.12,1.008,4,4,0,0,40,60,0
29,10,2014,Olsztyn,Jastrzebski,20.00202667,22.17332267,22.90634667,20.18303467,12,4,5,3,0,1,-1.446592,0.563328,-0.568,-0.2,4,4,0,0,16.66666667,66.66666667,0
29,10,2014,Kielce,Cuprum,21.00416,21.478976,23.32273067,22.11024,13,7,8,5,0,1,-1.649728,0.061568,-1.464,-0.24,3,4,0,0,0,50,1
29,10,2014,Bydgoszcz,Bielsko-Biala,22.3961344,21.29335467,21.11354347,22.16416,5,9,9,12,1,1,0.659584,-0.536768,-0.56,-1.2512,3,3,0,0,66.66666667,33.33333333,1
29,10,2014,AZS Czestochowa,Gdansk,22.37183467,23.46538667,23.03012267,20.77815467,10,3,11,10,0,1,-0.121728,1.783232,-0.304,0.56,3,4,0,0,33.33333333,100,0
29,10,2014,Verva Warszawa,Rzeszow,21.3103488,23.47082667,21.9380864,20.70542933,6,2,7,1,0,1,0.046656,1.789632,1.008,0.92,4,4,0,0,66.66666667,100,0
29,10,2014,Kedzierzyn-Kozle,Bedzin,20.36328,20.40162133,22.91303467,23.29117867,11,14,4,14,0,0,-1.415552,-1.757632,-0.76,-1.4832,4,4,0,0,16.66666667,0,1
30,10,2014,Czarni Radom,Belchatow,22.16261333,23.72317867,22.27074133,18.89026133,8,3,6,2,0,1,-0.124032,2.148032,0.624,1.6688,5,5,0,0,50,100,0
7,11,2014,Bielsko-Biala,Gdansk,20.93468373,23.67230933,22.381328,20.92252373,10,3,12,10,0,1,-0.8294144,1.8265856,0.36,0.848,7,7,0,0,28.57142857,100,0
8,11,2014,Verva Warszawa,Jastrzebski,20.64827904,22.49865813,22.55046912,20.10642773,6,4,7,3,0,1,-0.5626752,0.6506624,0.2064,0.04,7,7,0,0,57.14285714,71.42857143,0
8,11,2014,Belchatow,Kielce,23.37854293,20.803328,18.87220907,22.89818453,3,13,2,8,1,1,1.9184256,-1.1197824,1.08,-0.808,7,7,0,0,100,14.28571429,1
8,11,2014,Kedzierzyn-Kozle,Olsztyn,21.290624,19.96162133,21.86376107,23.08507733,9,12,4,5,1,0,-0.5324416,-1.3572736,-0.008,-1.176,7,7,0,0,28.57142857,14.28571429,1
8,11,2014,Cuprum,Bydgoszcz,21.4231808,22.56690752,21.688192,20.79083477,7,5,5,9,0,1,-0.1507456,0.9276672,0.1312,1.2064,7,7,0,0,42.85714286,71.42857143,0
8,11,2014,Bedzin,AZS Czestochowa,19.8546304,22.19746773,23.63294293,23.32409813,14,11,14,11,0,0,-2.0061056,-0.4973824,-0.72,-0.008,7,7,0,0,0,28.57142857,1
9,11,2014,Czarni Radom,Rzeszow,21.49009067,23.77666133,22.21659307,20.16434347,9,3,6,1,0,1,-0.2992256,2.0317056,0.2992,1.336,7,7,0,0,42.85714286,100,0
12,11,2014,Olsztyn,Bedzin,20.31929707,20.33370432,23.81806187,23.25635435,12,14,5,14,0,1,-1.48581888,-1.20488448,-0.6544,-1.78656,4,4,0,0,12.5,12.5,1
12,11,2014,Kielce,Rzeszow,20.7426624,24.02132907,22.96854763,21.03147477,13,1,8,1,0,1,-1.29582592,2.02536448,-0.9712,1.4688,4,3,0,0,12.5,100,0
12,11,2014,Jastrzebski,Czarni Radom,22.55892651,22.09207253,20.36514219,22.77327445,4,9,3,6,1,0,0.72052992,-0.63938048,0.68416,-0.496,4,3,0,0,75,37.5,1
12,11,2014,Gdansk,Cuprum,23.68784747,21.17854464,20.73801899,21.7505536,3,7,10,5,1,0,1.86126848,-0.32059648,1.6688,-0.392,5,4,0,0,100,37.5,0
12,11,2014,AZS Czestochowa,Bielsko-Biala,22.10797419,20.74774699,23.10927851,22.6550624,12,11,11,12,0,0,-0.79790592,-1.06353152,-0.6432,-1.40096,4,5,0,0,25,25,1
12,11,2014,Kedzierzyn-Kozle,Verva Warszawa,22.3824992,20.79862323,21.84100885,22.6003753,8,7,4,7,1,0,-0.02595328,-0.65014016,0.3936,-0.632,4,4,0,0,37.5,50,1
13,11,2014,Bydgoszcz,Belchatow,22.45352602,23.35283435,20.67266782,19.19776725,5,2,9,2,1,1,0.94213376,1.93474048,-0.048,1.53504,5,5,0,0,75,100,0
15,11,2014,Rzeszow,Bydgoszcz,24.06706325,22.42948748,20.67517982,21.80480092,1,5,1,9,1,0,2.020291584,0.153707008,1.3232,1.16512,3,2,0,0,100,66.66666667,1
15,11,2014,Olsztyn,Verva Warszawa,20.57543765,20.78889859,23.05444949,22.98030024,11,8,5,7,1,0,-0.988655104,-0.920112128,-0.32352,-0.9056,3,3,0,0,22.22222222,44.44444444,0
15,11,2014,Kedzierzyn-Kozle,Czarni Radom,22.80599936,22.12365803,21.62280708,23.26861956,8,9,4,6,1,0,0.379237376,-0.911504384,0.71488,-0.7968,3,3,0,0,44.44444444,33.33333333,1
15,11,2014,Jastrzebski,Kielce,23.09714121,20.44412992,20.74211375,23.2248381,4,13,3,8,1,0,0.976423936,-1.436660736,0.947328,-1.0464,3,3,0,0,77.77777778,11.11111111,1
15,11,2014,Cuprum,AZS Czestochowa,21.94283571,22.68637935,21.26710955,22.28742281,8,10,5,11,1,1,0.343522816,-0.038324736,-0.09504,-0.4064,3,3,0,0,44.44444444,33.33333333,1
15,11,2014,Bedzin,Bielsko-Biala,20.26696346,20.39819759,22.92508348,23.12404992,14,12,14,12,0,0,-1.163907584,-1.450825216,-0.176,-1.720768,3,3,0,0,11.11111111,22.22222222,0
16,11,2014,Belchatow,Gdansk,23.94893414,22.81694464,19.82488047,21.59041519,2,3,2,10,1,0,2.147792384,0.889014784,1.264,1.0784,3,4,0,0,100,88.88888889,1
21,11,2014,Bydgoszcz,Jastrzebski,21.94358998,23.47771296,22.44384074,20.52702433,5,4,9,3,0,1,-0.477034394,1.381139149,-0.6384,0.232,6,6,0,0,60,80,1
21,11,2014,Bielsko-Biala,Cuprum,21.31855807,22.40426857,22.69923994,21.06368764,10,6,12,5,1,1,-0.560660173,0.674818253,-0.112,0.2864,6,6,0,0,30,50,0
22,11,2014,Kielce,Kedzierzyn-Kozle,20.28863727,23.24479949,23.57987048,21.16491233,13,7,8,4,0,1,-1.749328589,0.903389901,-1.17696,-0.9568,7,7,0,0,10,50,0
22,11,2014,Verva Warszawa,Bedzin,21.78111887,20.41357076,22.68424019,23.34006678,8,14,7,14,1,0,-0.336089702,-1.531126067,-0.03488,-1.629248,7,7,0,0,50,10,1
22,11,2014,AZS Czestochowa,Belchatow,22.19910348,23.83914732,22.67993824,20.45990438,11,2,11,2,0,1,-0.430659789,1.918233907,0.08544,1.828032,7,6,0,0,30,100,0
23,11,2014,Gdansk,Rzeszow,22.85355571,24.2536506,21.95233215,20.54014385,3,2,10,1,0,1,0.511211827,2.216233267,0.73504,1.57504,7,7,0,0,80,100,1
